ApplicantUniversityId,ApplicantId,UniversityId,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
412,412,412,uluslararasi iliskiler,3,3.00 - 4.00,hayir,
413,413,413,rehberlik ve psikolojik danismanlik,1,,hayir,
414,414,414,isletme,4,3.00 - 4.00,hayir,
415,415,415,yazilim muhendisligi,1,3.00 - 3.50,hayir,
416,416,416,isletme,mezun,2.50 - 3.00,hayir,
417,417,417,mekatronik muhendisligi,3,3.00 - 3.50,hayir,
418,418,418,endustri muhendisligi,2,0.00 - 2.50,hayir,
419,419,419,uluslararasi ticaret,3,2.50 - 3.00,hayir,
420,420,420,iletisim,,,hayir,
421,421,421,endustri muhendisligi,4,0.00 - 2.50,hayir,
422,422,422,isletmeingilizce,hazirlik,,hayir,
423,423,423,bilgisayar muhendisligi,1,,hayir,
424,424,424,genetik ve biyomuhendislik,3,3.00 - 3.50,hayir,
425,425,425,isletme,1,,hayir,
426,426,426,bilgisayar programciligi - myo,2,3.00 - 4.00,hayir,
427,427,427,management information systems,4,3.00 - 4.00,hayir,
428,428,428,bilgisayar veya yazilim muh. olacak,1,,hayir,
429,429,429,bilgisayar teknolojisi ve bilisim sistemleri,2,3.00 - 3.50,hayir,
430,430,430,lojistik yonetimi // uluslararasi ticaret ve finansmancap,4,3.00 - 4.00,hayir,
431,431,431,ingilizce isletme,3,2.50 - 3.00,hayir,
432,432,432,elektrik-elektronik muhendisligi,hazirlik,,hayir,
433,433,433,"enerji sistemleri muhendisligi,elektrik-elektronik muhendisligicift anadal",3,3.00 - 3.50,hayir,
434,434,434,bankacilik ve finans,4,3.00 - 3.50,hayir,
435,435,435,psikoloji,4,3.00 - 3.50,hayir,
436,436,436,isletme ve reklamcilik. cap yapiyorum.,4,3.00 - 3.50,hayir,
437,437,437,hemsirelik,2,2.50 - 3.00,hayir,
438,438,438,uluslararasi ticaret ve isletmecilik,3,2.50 - 3.00,hayir,
439,439,439,bilgisayar muhendisligi anadal/ endustri muhendisligi ikinci anadal,3,3.00 - 3.50,hayir,
440,440,440,grafik,4,3.00 - 4.00,evet,
441,441,441,biyomedikal muhendisligi,3,3.00 - 4.00,hayir,
442,442,442,uluslararasi ticaret ve finansman,4,3.00 - 3.50,hayir,
443,443,443,hukuk,4,3.00 - 3.50,hayir,
444,444,444,ekonomi,hazirlik,,hayir,
445,445,445,endustri muhendisligi,3,3.00 - 4.00,hayir,
446,446,446,yonetim bilisim sistemleri %100 ing.,2,3.00 - 4.00,hayir,
447,447,447,master of business administration,1,,evet,
448,448,448,gorsel iletisim tasarimi,1,,hayir,
449,449,449,sanat sosyal fakultesi,1,,hayir,
450,450,450,hukuk ve medya ve iletisim sistemleri anabilim dallarinda %100 osym burslu,4,3.00 - 4.00,hayir,
451,451,451,ic mimarlik ve cevre tasarimi,1,,hayir,
452,452,452,endustri muhendisligi,2,3.00 - 3.50,hayir,
453,453,453,ekonomi ing,2,3.00 - 4.00,hayir,
454,454,454,hukuk,3,2.50 - 3.00,hayir,
455,455,455,bilgisayar muhendisligi,2,2.50 - 3.00,hayir,
456,456,456,turk dili ve edebiyati,1,,hayir,
457,457,457,uluslararasi iliskiler ingilizce,4,3.00 - 3.50,hayir,
458,458,458,turk dili ve edebiyati,4,2.50 - 3.00,hayir,
459,459,459,uluslararasi ticaret ve lojistik,4,0.00 - 2.50,hayir,
460,460,460,petrol ve dogalgaz muhendisligi,2,0.00 - 2.50,hayir,
461,461,461,uluslararasi ticaret ve lojistik,3,0.00 - 2.50,hayir,
462,462,462,ingiliz dili ve edebiyati,1,,hayir,
463,463,463,geomatik muhendisligi,2,2.50 - 3.00,hayir,
464,464,464,biyomedikal muhendisligi,4,3.00 - 3.50,hayir,
465,465,465,mimarlik,3,2.50 - 3.00,hayir,
466,466,466,psikoloji,2,3.00 - 3.50,hayir,
467,467,467,halkla iliskiler,2,3.00 - 3.50,hayir,
468,468,468,isletmeanadal - endustri muhendisligiyandal,2,3.00 - 3.50,hayir,
469,469,469,insaat muhendisligi ing,1,,hayir,
470,470,470,uluslararasi ticaret ve finansman,3,0.00 - 2.50,hayir,
471,471,471,harita kadastro,2,3.00 - 4.00,hayir,
472,472,472,isletme,2,0.00 - 2.50,hayir,
473,473,473,siyaset bilimi ve kamu yonetimi,1,3.00 - 3.50,hayir,
474,474,474,uluslararasi isletme yonetimi,3,0.00 - 2.50,hayir,
475,475,475,endustri muhendisligi,2,3.00 - 3.50,hayir,
476,476,476,elektrik-elektronik muhendisligi,3,2.50 - 3.00,hayir,
477,477,477,endustri muhendisligi,2,2.50 - 3.00,hayir,
478,478,478,otomotiv teknolojileri,mezun,,hayir,
479,479,479,bilgisayar muhendisligi,3,3.00 - 3.50,hayir,
480,480,480,tibbi dokumantasyon ve sekreterlik,2,3.00 - 3.50,hayir,
481,481,481,muhasebe,mezun,3.00 - 3.50,evet,
482,482,482,endustri muhendisligi,1,,hayir,
483,483,483,saglik kurumlari isletmeciligi,1,3.00 - 3.50,hayir,
484,484,484,yazilim muhendisligi,2,3.00 - 4.00,hayir,
485,485,485,eczacilik bolumu,4,3.00 - 4.00,hayir,
486,486,486,kentsel tasarim ve peyzaj mimarligi,3,2.50 - 3.00,hayir,
487,487,487,makine,2,0.00 - 2.50,hayir,
488,488,488,isletme,1,,hayir,
489,489,489,ekonomi,2,2.50 - 3.00,hayir,
490,490,490,endustri muhendisligi,2,3.00 - 4.00,hayir,
491,491,491,siyaset bilimi ve kamu yonetimi,2,3.00 - 3.50,hayir,
492,492,492,halkla iliskiler ve reklamcilik,2,3.00 - 3.50,hayir,
493,493,493,endustri muhendisligi,3,2.50 - 3.00,hayir,
494,494,494,elektronik muhendisligi,4,3.00 - 3.50,hayir,
495,495,495,bilgisayar muhendisligi,3,0.00 - 2.50,hayir,
496,496,496,elektronik ve haberlesme muh.,2,0.00 - 2.50,hayir,
497,497,497,gazetecilik,4,0.00 - 2.50,hayir,
498,498,498,halkla iliskiler ve reklamcilik,1,,hayir,
499,499,499,otomotiv muhendisligi%100 ing,2,3.00 - 4.00,hayir,
500,500,500,ekonomi - yonetim bilimleri,1,3.00 - 3.50,hayir,
501,501,501,ingiliz dili ve edebiyati,2,2.50 - 3.00,hayir,
502,502,502,bilgisayar muhendisligi,4,3.00 - 3.50,evet,
503,503,503,bilgisayar muhendisligi,3,3.00 - 3.50,hayir,
504,504,504,bilisim sistemleri muhendisligi,mezun,3.00 - 3.50,hayir,
505,505,505,yazilim muhendisligi,4,2.50 - 3.00,hayir,
506,506,506,endustri muhendisligi,2,,hayir,
507,507,507,computer science engineering,3,2.50 - 3.00,hayir,
508,508,508,halkla iliskiler,4,3.00 - 3.50,hayir,
509,509,509,elektronik ve haberlesme muhendisligi,2,0.00 - 2.50,hayir,
510,510,510,hukuk,1,,hayir,
511,511,511,endustri muhendisligi,4,2.50 - 3.00,hayir,
512,512,512,mimarlik,hazirlik,,hayir,
513,513,513,turizm ve otel iletmeciligi,2,3.00 - 3.50,hayir,
514,514,514,isletme,2,3.00 - 3.50,hayir,
515,515,515,kontrol ve otomasyon muhendisligi,4,3.00 - 3.50,hayir,
516,516,516,elektrik elektronik muhendisligi,3,3.00 - 3.50,hayir,
517,517,517,gazetecilik,2,3.00 - 4.00,hayir,
518,518,518,makine muhendisligi,3,3.00 - 3.50,hayir,
519,519,519,hukuk,2,2.50 - 3.00,hayir,
520,520,520,isletme,2,0.00 - 2.50,hayir,
521,521,521,isletme,1,,hayir,
522,522,522,saglik yonetimi / psikoloji cift anadal,3,3.00 - 3.50,hayir,
523,523,523,matematik / iktisat cift anadal,3,3.00 - 3.50,hayir,
524,524,524,siyaset bilimi ve uluslararasi iliskiler,1,,hayir,
525,525,525,bilgisayar muhendisligi,4,2.50 - 3.00,hayir,
526,526,526,endustri muhendisligi,4,3.00 - 3.50,hayir,
527,527,527,ic mimarlik ve cevre tasarimi,2,2.50 - 3.00,hayir,
528,528,528,hukuk fakultesi,1,,hayir,
529,529,529,uluslararasi finans,3,2.50 - 3.00,hayir,
530,530,530,bilgisayar muhendisligi ingilizce,4,2.50 - 3.00,hayir,
531,531,531,endustri muhendisligi,2,2.50 - 3.00,hayir,
532,532,532,mimarlik bolumu,3,3.00 - 4.00,hayir,
533,533,533,halkla iliskiler ve reklamcilik,1,,hayir,
534,534,534,uluslararasi ticaret,2,2.50 - 3.00,hayir,
535,535,535,isletme ingilizce,4,0.00 - 2.50,hayir,
536,536,536,endustri muhendisligi,3,3.00 - 3.50,hayir,
537,537,537,ingilizce isletme,3,2.50 - 3.00,hayir,
538,538,538,iktisatingilizce,2,3.00 - 3.50,hayir,
539,539,539,fizyoterapi ve rehabilitasyon,1,,hayir,
540,540,540,kamu yonetimi,4,2.50 - 3.00,hayir,
541,541,541,gida muhendisligi,4,3.00 - 4.00,hayir,
542,542,542,ingilizce matematik,1,,hayir,
543,543,543,elektrik ve elektronik muendisligi,3,2.50 - 3.00,hayir,
544,544,544,iktisat,3,3.00 - 3.50,hayir,
545,545,545,isletme,3,2.50 - 3.00,evet,
546,546,546,ingiliz dili ve edebiyati,3,2.50 - 3.00,hayir,
547,547,547,ingilizce uluslararasi iliskiler,2,2.50 - 3.00,hayir,
548,548,548,isletme ingilizce,4,3.00 - 3.50,hayir,
549,549,549,halkla iliskiler ve tanitim,3,3.00 - 4.00,hayir,
550,550,550,sosyal hizmet,2,3.00 - 3.50,hayir,
551,551,551,siyaset bilimi ve uluslar arasi iliskiler,hazirlik,,hayir,
552,552,552,molekuler biyoloji ve genetik,1,3.00 - 3.50,hayir,
553,553,553,tip fakultesi,1,,hayir,
554,554,554,gida muhendisligi,1,,hayir,
555,555,555,bilgisayar programciligi,2,2.50 - 3.00,hayir,
556,556,556,mimarlik ingilizce,3,3.00 - 3.50,hayir,
557,557,557,elektrik ve elektronik muhendisligi,4,3.00 - 3.50,hayir,
558,558,558,yonetim bilimleri,1,,hayir,
559,559,559,"otel yoneticiligi lisans ingilizce / hotel management, %100 burslu",hazirlik,,hayir,
560,560,560,tip,2,3.00 - 3.50,hayir,
561,561,561,bilgisayar muhendisligi,4,3.00 - 4.00,hayir,
562,562,562,muhasebe bilgi sistemler,3,3.00 - 3.50,hayir,
563,563,563,lojistik yonetimi,2,3.00 - 4.00,hayir,
564,564,564,elektrik elektronik,3,0.00 - 2.50,hayir,
565,565,565,isletme bolumu ingilizce,2,2.50 - 3.00,hayir,
566,566,566,biyomedikal muhendisligi,3,2.50 - 3.00,hayir,
567,567,567,kimya muhendisligi,4,3.00 - 3.50,hayir,
568,568,568,endustri muhendisligi,2,2.50 - 3.00,hayir,
569,569,569,"matematik-bilgisayar, yazilim muhendisligicift anadal",3,3.00 - 4.00,hayir,
570,570,570,bilgisayar muhendisligi,3,0.00 - 2.50,hayir,
571,571,571,maliye,3,,hayir,
572,572,572,endustri muhendisligi,4,3.00 - 4.00,hayir,
573,573,573,girisimcilik,hazirlik,,hayir,
574,574,574,halkla iliskiler - reklamcilik,4,3.00 - 4.00,hayir,
575,575,575,ingilizce ekonomi,2,3.00 - 3.50,hayir,
576,576,576,ic mimarlik ve cevre tasarimi,1,3.00 - 4.00,hayir,
577,577,577,bilgisayar muhendisligi,3,3.00 - 4.00,hayir,
578,578,578,dis ticaret,mezun,2.50 - 3.00,hayir,
579,579,579,bankacilik ve finans,3,3.00 - 3.50,hayir,
580,580,580,tip fakultesi,2,3.00 - 3.50,hayir,
581,581,581,saglik yonetimi,3,3.00 - 3.50,hayir,
582,582,582,isletme bilgi yonetimi,3,3.00 - 4.00,hayir,
583,583,583,elektrik - elektronik muhendisligi,3,2.50 - 3.00,hayir,
584,584,584,uluslararasi ticaret ve isletmecilik,2,2.50 - 3.00,hayir,
585,585,585,sigortacilik ve risk yonetimi,2,0.00 - 2.50,hayir,
586,586,586,elektrik ve elektronik muhendisligi,2,3.00 - 3.50,hayir,
587,587,587,edebiyat,3,,hayir,
588,588,588,uluslararasi girisimcilik,3,2.50 - 3.00,hayir,
589,589,589,mekatronik muhendisligi,1,,hayir,
590,590,590,bilisim sistemleri muhendisligi,2,2.50 - 3.00,hayir,
591,591,591,undecleared,2,0.00 - 2.50,hayir,
592,592,592,mekatronik muhendisligi,2,3.00 - 4.00,hayir,
593,593,593,hukuk,2,,hayir,
594,594,594,bilgisayar muhendisligi,4,0.00 - 2.50,hayir,
595,595,595,makina muhendisligi,2,3.00 - 4.00,hayir,
596,596,596,yazilim muhendisligi,4,3.00 - 3.50,evet,
597,597,597,hukuk,3,3.00 - 4.00,hayir,
598,598,598,endustri muhendisligi,4,0.00 - 2.50,hayir,
599,599,599,kimya muhendisligi,4,2.50 - 3.00,hayir,
600,600,600,isletme,4,0.00 - 2.50,hayir,
601,601,601,yazilim muhendisligi,4,0.00 - 2.50,hayir,
602,602,602,hemsirelik,1,2.50 - 3.00,hayir,
603,603,603,bilgisayar muhendisligi,mezun,0.00 - 2.50,hayir,
604,604,604,makine muhendisligi %100 ingilizce,4,3.00 - 4.00,hayir,
605,605,605,tip fakultesi,3,2.50 - 3.00,hayir,
606,606,606,kamu yonetimi / siyaset bilimi ve uluslararasi iliskiler/ gazetecilik,4,3.00 - 4.00,evet,
607,607,607,turizm ve otel isletmeciligi,2,3.00 - 3.50,hayir,
608,608,608,uluslararasi ticaret ve lojistik,3,3.00 - 3.50,hayir,
609,609,609,endustri muhendisligi,2,3.00 - 4.00,hayir,
610,610,610,bilgisayar muhendisligi,4,0.00 - 2.50,hayir,
611,611,611,uluslararasi iliskiler,2,3.00 - 4.00,hayir,
612,612,612,hukuk,2,3.00 - 4.00,hayir,
613,613,613,hukuk,2,3.00 - 4.00,hayir,
614,614,614,endustri muhendisligi,4,3.00 - 4.00,hayir,
615,615,615,tip,4,3.00 - 4.00,hayir,
616,616,616,hukuk,3,2.50 - 3.00,hayir,
617,617,617,matematik,3,2.50 - 3.00,hayir,
618,618,618,bilgisayar muhendisligi,4,2.50 - 3.00,hayir,
619,619,619,isletme,2,3.00 - 4.00,hayir,
620,620,620,isletme / endustri muhendisligi cap,4,3.00 - 3.50,hayir,
621,621,621,endustri muhendisligi,3,2.50 - 3.00,hayir,
622,622,622,siyaset bilimi ve kamu yonetimi%100 yok burslu-%100 ingilizce,1,3.00 - 4.00,hayir,
623,623,623,endustri muhendisligi,2,0.00 - 2.50,hayir,
624,624,624,iktisatingilizce ve hukukcap / istanbul universitesi sosyoloji acik ve uzaktan egitim fakultesi,4,3.00 - 3.50,hayir,
625,625,625,endustri muhendisligi,4,0.00 - 2.50,hayir,
626,626,626,biyomedikal muhendisligi,2,2.50 - 3.00,hayir,
627,627,627,isletme anadal bolumu 4. sinif - endustri muhendisligi cift anadal bolumu 3. sinif,4,3.00 - 4.00,hayir,
628,628,628,endustri muhendisligi,2,3.00 - 4.00,hayir,
629,629,629,isletme,3,3.00 - 4.00,hayir,
630,630,630,endustri muhendisligi,3,3.00 - 4.00,hayir,
631,631,631,halkla iliskiler ve reklamcilik,2,2.50 - 3.00,hayir,
632,632,632,endustri muhendisligi,2,3.00 - 4.00,hayir,
633,633,633,hukuk fakultesi,4,2.50 - 3.00,hayir,
634,634,634,elektrik-elektronik muhendisligi,3,2.50 - 3.00,hayir,
635,635,635,isletme,4,3.00 - 3.50,hayir,
636,636,636,yonetim bilimleri programlari,4,3.00 - 4.00,hayir,
637,637,637,uluslararasi isletmecilik ve ticaret,2,3.00 - 4.00,hayir,
638,638,638,bilgisayar muhendisligi,2,3.00 - 4.00,hayir,
639,639,639,yonetim bilisim sistemleri mis,1,,hayir,
640,640,640,business administration,2,3.00 - 4.00,hayir,
641,641,641,yonetim bilimleri programi,1,3.00 - 3.50,hayir,
642,642,642,isletme,3,3.00 - 3.50,hayir,
643,643,643,insaat muhendisligi,2,3.00 - 4.00,hayir,
644,644,644,business administration,2,3.00 - 4.00,hayir,
645,645,645,"psikoloji, saglik yonetimi",4,3.00 - 3.50,hayir,
646,646,646,psikoloji,3,3.00 - 3.50,hayir,
647,647,647,hukuk,4,3.00 - 3.50,hayir,
648,648,648,elektrik-elektronik muhendisligi,1,3.00 - 3.50,hayir,
649,649,649,cevre muhendisligi ingilizce,3,3.00 - 3.50,hayir,
650,650,650,isletme - uluslararasi ticaret ve lojistik yonetimi cap,4,3.00 - 4.00,hayir,
651,651,651,uluslararasi ticaret ve finansman,2,3.00 - 3.50,hayir,
652,652,652,ekonomi,2,3.00 - 3.50,hayir,
653,653,653,endustri muhendisligi,2,3.00 - 3.50,hayir,
654,654,654,isletmeingilizce,2,3.00 - 3.50,hayir,
655,655,655,tip fakultesi,3,3.00 - 3.50,hayir,
656,656,656,bilgisayar muhendisligi,3,3.00 - 3.50,hayir,
657,657,657,endustri ve sistem muhendisligi,4,2.50 - 3.00,hayir,
658,658,658,isletme %100 ing.,4,3.00 - 3.50,hayir,
659,659,659,hukuk fakultesi,2,3.00 - 3.50,hayir,
660,660,660,ekonomi,2,3.00 - 4.00,hayir,
661,661,661,ekonomi,2,0.00 - 2.50,hayir,
662,662,662,yonetim bilimleri,2,3.00 - 3.50,hayir,
663,663,663,hukuk,3,3.00 - 3.50,hayir,
664,664,664,psikoloji,3,3.00 - 3.50,hayir,
665,665,665,hemsirelik,3,2.50 - 3.00,hayir,
666,666,666,elektrik ve elektronik muhendisligi ingilizce,1,3.00 - 4.00,hayir,
667,667,667,tarih,3,0.00 - 2.50,hayir,
668,668,668,beslenme ve diyetetik,1,,hayir,
669,669,669,tip,2,2.50 - 3.00,hayir,
670,670,670,insaat muhendisligi,4,3.00 - 4.00,hayir,
671,671,671,gorsel iletisim tasarimi,3,3.00 - 4.00,hayir,
672,672,672,endustri muhendisligi,1,2.50 - 3.00,hayir,
673,673,673,bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
674,674,674,uluslararasi ticaret,1,,hayir,
675,675,675,tarih,4,0.00 - 2.50,hayir,
676,676,676,hukuk,1,3.00 - 3.50,hayir,
677,677,677,istatistik,4,3.00 - 3.50,hayir,
678,678,678,ekonomi ve finans / siyasal bilimler ciftanadal,2,3.00 - 4.00,hayir,
679,679,679,isletme,3,3.00 - 3.50,hayir,
680,680,680,girisimcilik,2,2.50 - 3.00,hayir,
681,681,681,hemsirelik,4,3.00 - 3.50,hayir,
682,682,682,sanat tasarim fakultesi / tekstil ve moda tasarimi,2,2.50 - 3.00,hayir,
683,683,683,isletme muhendisligi,1,3.00 - 3.50,hayir,
684,684,684,istatistik,3,3.00 - 3.50,hayir,
685,685,685,mimarlik,4,3.00 - 3.50,hayir,
686,686,686,hukuk,2,2.50 - 3.00,hayir,
687,687,687,endustri muhendisligi,4,2.50 - 3.00,hayir,
688,688,688,endustri muhendisligi,4,2.50 - 3.00,hayir,
689,689,689,muhendislik ve doga bilimleri,1,3.00 - 4.00,hayir,
690,690,690,endustri muhendisligi,3,2.50 - 3.00,hayir,
691,691,691,mimarlik ing,2,3.00 - 3.50,hayir,
692,692,692,psikoloji,2,3.00 - 3.50,hayir,
693,693,693,"kimya-biyoloji muhendisligi, endustri muhendisligi cift anadal",4,2.50 - 3.00,hayir,
694,694,694,malzeme bilimi ve muhendisligi,1,2.50 - 3.00,hayir,
695,695,695,uluslararasi girisimcilik,2,2.50 - 3.00,hayir,
696,696,696,elektrik - elektronik muhendisligi,3,2.50 - 3.00,hayir,
697,697,697,uluslararasi ticaret ve finansman,4,3.00 - 4.00,hayir,
698,698,698,ingilizce isletme,1,0.00 - 2.50,hayir,
699,699,699,endustri muhendisligi,4,3.00 - 4.00,hayir,
700,700,700,bilgisayar muhendisligi,1,,hayir,
701,701,701,uluslararasi iliskiler,2,3.00 - 4.00,hayir,
702,702,702,muhasebe bilgi sistemleri/accounting information systems,4,2.50 - 3.00,hayir,
703,703,703,isletme,2,3.00 - 3.50,hayir,
704,704,704,endustri muhendisligi,2,2.50 - 3.00,hayir,
705,705,705,endustri muhendisligi,3,0.00 - 2.50,hayir,
706,706,706,psikoloji,1,,hayir,
707,707,707,bilgisayar muhendisligi,4,3.00 - 4.00,hayir,
708,708,708,psikoloji,4,3.00 - 4.00,hayir,
709,709,709,cocuk gelisimi,2,2.50 - 3.00,hayir,
710,710,710,endustri muhendisligi,2,0.00 - 2.50,hayir,
711,711,711,-,1,,hayir,
712,712,712,endustri muhendisligi,1,,hayir,
713,713,713,ceviribilim,3,3.00 - 4.00,hayir,
714,714,714,moda tasarim,4,2.50 - 3.00,hayir,
715,715,715,makine muhendisligi,3,0.00 - 2.50,hayir,
716,716,716,uluslararasi ticaret ve lojistik,3,2.50 - 3.00,hayir,
717,717,717,uluslararasi iliskiler ingilizce - siyaset bilimi ve kamu yonetimi yandal,2,3.00 - 4.00,hayir,
718,718,718,psikoloji/insan ve toplum bilimleri,4,3.00 - 4.00,hayir,
719,719,719,endustri muhendisligi,3,2.50 - 3.00,hayir,
720,720,720,siyaset bilimi ve uluslararasi iliskiler,1,,hayir,
721,721,721,ingilizce isletme,2,,hayir,
722,722,722,psikoloji,4,3.00 - 4.00,hayir,
723,723,723,mimarlik,2,3.00 - 4.00,hayir,
724,724,724,tip fakultesi,4,3.00 - 4.00,hayir,
725,725,725,endustri muhendisligi,2,3.00 - 3.50,hayir,
726,726,726,endustri muhendisligi,1,,hayir,
727,727,727,reklam tasarimi ve iletisim,1,3.00 - 4.00,hayir,
728,728,728,uluslararasi iliskiler- iktisatcift anadal,4,3.00 - 3.50,hayir,
729,729,729,bilgisayar muhendisligi,3,3.00 - 3.50,hayir,
730,730,730,isletmehukuk,4,3.00 - 4.00,hayir,
731,731,731,bilgisayar muhendisligi,2,0.00 - 2.50,hayir,
732,732,732,uluslararasi ticaret ve finansman / uluslararasi lojistik yonetimi cift anadal,3,3.00 - 4.00,hayir,
733,733,733,uluslararasi iliskiler,1,3.00 - 4.00,hayir,
734,734,734,sivil hava ulastirma isletmeciligi,1,3.00 - 4.00,hayir,
735,735,735,isletme,2,0.00 - 2.50,hayir,
736,736,736,endustri muhendisligi,3,3.00 - 3.50,hayir,
737,737,737,endustri muhendisligi-ingilizce %75 burslu,2,0.00 - 2.50,hayir,
738,738,738,"bilgisayar muhendisligini bitirdim, ciftdalim olan elektrik elektronik muhendisligi okuyorum",4,3.00 - 3.50,evet,
739,739,739,ekonomi,2,3.00 - 4.00,hayir,
740,740,740,rehberlik ve psikolojik danismanlik,1,3.00 - 4.00,hayir,
741,741,741,isletme,3,3.00 - 3.50,hayir,
742,742,742,endustri muhendisligi,4,0.00 - 2.50,hayir,
743,743,743,yazilim muhendisligi,3,3.00 - 3.50,hayir,
744,744,744,ingilizce isletme,4,3.00 - 3.50,hayir,
745,745,745,sosyoloji ekonomi cift anadal,3,3.00 - 3.50,hayir,
746,746,746,lojistik yonetimi,4,3.00 - 3.50,hayir,
747,747,747,psikoloji ingilizce,4,3.00 - 3.50,hayir,
748,748,748,endustri muhendisligi,1,3.00 - 3.50,hayir,
749,749,749,isletme ekonomi ile cift ana dal,3,3.00 - 3.50,hayir,
750,750,750,uluslararasi finans,4,3.00 - 3.50,hayir,
751,751,751,hukuk,4,3.00 - 3.50,hayir,
752,752,752,endustri muhendisligi,3,3.00 - 3.50,hayir,
753,753,753,isletme,3,3.00 - 3.50,hayir,
754,754,754,isletme,2,2.50 - 3.00,hayir,
755,755,755,endustri muhendisligi,2,2.50 - 3.00,hayir,
756,756,756,insaat muhendisligi,2,3.00 - 3.50,hayir,
757,757,757,bilgisayar muhendisligi,1,0.00 - 2.50,hayir,
758,758,758,bilgisayar bilimi,2,3.00 - 4.00,hayir,
759,759,759,ergoterapi,3,3.00 - 3.50,hayir,
760,760,760,endustri muhendisligi,3,3.00 - 3.50,hayir,
761,761,761,endustri muhendisligi,4,2.50 - 3.00,hayir,
762,762,762,technology and knowledge management,3,2.50 - 3.00,hayir,
763,763,763,ekonomi %30 ing,4,3.00 - 3.50,evet,
764,764,764,endustri muhendisligi,1,,hayir,
765,765,765,uluslararasi iliskiler,3,3.00 - 4.00,hayir,
766,766,766,elektrik ve elektronik muhendisligi,3,2.50 - 3.00,hayir,
767,767,767,uluslararasi iliskiler,4,3.00 - 4.00,hayir,
768,768,768,elektrik-elektronik muhendisligi,2,3.00 - 4.00,hayir,
769,769,769,kontrol ve otomasyon muhendisligi,3,,hayir,
770,770,770,enerji sistemleri muhendisligi-endustri muhendisligicift anadal,3,3.00 - 4.00,hayir,
771,771,771,mekatronik muhendisligi,3,2.50 - 3.00,hayir,
772,772,772,matematik muhendisligi - matematik,5,0.00 - 2.50,hayir,
773,773,773,bilgisayar muhendisligi,3,3.00 - 4.00,hayir,
774,774,774,uluslararasi iliskiler - iktisat cift anadal,4,3.00 - 4.00,hayir,
775,775,775,gorsel iletisim tasarimi,3,2.50 - 3.00,hayir,
776,776,776,ekonomi ve finans,4,3.00 - 4.00,evet,
777,777,777,yazilim muhendisligi,hazirlik,,hayir,
778,778,778,isletme,2,3.00 - 3.50,hayir,
779,779,779,"uluslararasi ticaret, tam burslu",4,2.50 - 3.00,hayir,
780,780,780,elektrik-elektronik muhendisligi,4,3.00 - 3.50,hayir,
781,781,781,uluslararasi ticaret,2,2.50 - 3.00,hayir,
782,782,782,biyomedikal muhendisligi,hazirlik,3.00 - 4.00,hayir,
783,783,783,makina muhendisligi,2,3.00 - 3.50,hayir,
784,784,784,radyo ve televizyon ingilizce,1,3.00 - 4.00,hayir,
785,785,785,uluslararasi iliskiler ve avrupa birligi,3,2.50 - 3.00,hayir,
786,786,786,hukuk,3,3.00 - 3.50,hayir,
787,787,787,endustri muhendisligi,2,3.00 - 4.00,hayir,
788,788,788,elektrik elektronik muhendisligi,1,2.50 - 3.00,hayir,
789,789,789,uluslararasi iliskiler,4,,hayir,
790,790,790,endustri muhendisligi,3,0.00 - 2.50,hayir,
791,791,791,uzay muhendisligi,3,0.00 - 2.50,hayir,
792,792,792,halkla iliskiler,4,3.00 - 4.00,hayir,
793,793,793,endustri muhendisligi,3,3.00 - 3.50,hayir,
794,794,794,yazilim muhendisligi,3,0.00 - 2.50,hayir,
795,795,795,elektrik elektronik muh,3,0.00 - 2.50,hayir,
796,796,796,matematik,4,0.00 - 2.50,hayir,
797,797,797,turizm ve otel isletmeciligi,2,2.50 - 3.00,hayir,
798,798,798,uluslararasi ticaret,1,3.00 - 3.50,hayir,
799,799,799,isletme,2,0.00 - 2.50,hayir,
800,800,800,hukuk,2,0.00 - 2.50,hayir,
801,801,801,management yonetim bilimleri,3,0.00 - 2.50,hayir,
802,802,802,halkla iliskiler ve reklamcilik,3,3.00 - 3.50,hayir,
803,803,803,tip,6,3.00 - 3.50,hayir,
804,804,804,endustri muhendisligi,3,0.00 - 2.50,hayir,
805,805,805,isletme,4,0.00 - 2.50,hayir,
806,806,806,endustri muhendisligi,2,2.50 - 3.00,hayir,
807,807,807,elektrik-elektronik muhendisligi ve ekonomi cift anadal ogrencisi,4,3.00 - 4.00,hayir,
808,808,808,biyomedikal muhendisligi,4,0.00 - 2.50,hayir,
809,809,809,endustri muhendisligi,2,3.00 - 3.50,hayir,
810,810,810,marka iletisimi,1,3.00 - 3.50,evet,
811,811,811,matemataik - ekonomi,3,2.50 - 3.00,hayir,
812,812,812,mimarlik,2,3.00 - 3.50,hayir,
813,813,813,isletme,1,3.00 - 4.00,hayir,
814,814,814,elektrik elektronik muhendisligi,1,0.00 - 2.50,hayir,
815,815,815,ekonomi,3,3.00 - 3.50,hayir,
816,816,816,molekuler biyoloji ve genetik,4,2.50 - 3.00,hayir,
817,817,817,yonetim bilimleri,3,2.50 - 3.00,hayir,
818,818,818,endustri muhendisligitam burslu,1,,hayir,
819,819,819,hukuk,1,,hayir,
