FamilyID,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi
442,universite,emekli,calismiyor,universite,emekli,calismiyor,1.0
443,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
444,lise,hayir,calismiyor,,,,
445,universite,evet,kamu,universite,emekli,kamu,1.0
446,universite,emekli,calismiyor,,,,
447,ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor,0.0
448,universite,hayir,calismiyor,universite,evet,ozel sektor,0.0
449,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,5.0
450,lise,emekli,calismiyor,universite,emekli,calismiyor,1.0
451,ilkokul,hayir,calismiyor,lise,hayir,calismiyor,5.0
452,ilkokul,hayir,calismiyor,universite,evet,kamu,3.0
453,ilkokul,hayir,calismiyor,ortaokul,evet,diger,4.0
454,lise,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
455,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
456,ilkokul,hayir,calismiyor,lise,evet,diger,1.0
457,egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor,11.0
458,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,8.0
459,lise,emekli,calismiyor,ortaokul,emekli,calismiyor,1.0
460,egitimi yok,hayir,calismiyor,,,,
461,egitimi yok,hayir,calismiyor,lise,evet,diger,3.0
462,ortaokul,hayir,calismiyor,,,,
463,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,0.0
464,ilkokul,hayir,calismiyor,universite,evet,kamu,4.0
465,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
466,lise,emekli,calismiyor,ilkokul,hayir,calismiyor,1.0
467,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
468,lise,emekli,calismiyor,,,,
469,ilkokul,hayir,calismiyor,lise,evet,ozel sektor,2.0
470,lise,evet,diger,ortaokul,emekli,calismiyor,2.0
471,ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor,3.0
472,lise,evet,ozel sektor,ortaokul,evet,ozel sektor,1.0
473,universite,evet,kamu,,evet,kamu,2.0
474,ilkokul,emekli,calismiyor,ilkokul,emekli,calismiyor,2.0
475,ilkokul,hayir,calismiyor,ilkokul,evet,diger,0.0
476,egitimi yok,hayir,calismiyor,,,,
477,ilkokul,hayir,calismiyor,lise,hayir,calismiyor,3.0
478,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,1.0
479,ilkokul,emekli,calismiyor,lise,emekli,calismiyor,1.0
480,ilkokul,hayir,calismiyor,,,,
481,universite,evet,ozel sektor,ilkokul,emekli,calismiyor,2.0
482,ilkokul,emekli,calismiyor,ortaokul,emekli,calismiyor,2.0
483,ilkokul,evet,diger,ilkokul,emekli,calismiyor,4.0
484,ortaokul,hayir,calismiyor,universite,evet,kamu,4.0
485,ortaokul,hayir,calismiyor,ortaokul,evet,diger,1.0
486,universite,evet,kamu,,evet,kamu,1.0
487,lise,hayir,calismiyor,lise,evet,ozel sektor,0.0
488,universite,evet,kamu,lise,hayir,calismiyor,1.0
489,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
490,universite,hayir,calismiyor,universite,evet,ozel sektor,1.0
491,ortaokul,hayir,calismiyor,universite,evet,kamu,1.0
492,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,5.0
493,ilkokul,hayir,calismiyor,ilkokul,evet,diger,3.0
494,egitimi yok,evet,ozel sektor,ilkokul,emekli,calismiyor,2.0
495,universite,evet,kamu,,,,
496,ilkokul,hayir,calismiyor,lise,evet,kamu,1.0
497,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,2.0
498,ilkokul,hayir,calismiyor,egitimi yok,evet,diger,4.0
499,ortaokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
500,universite,emekli,calismiyor,,evet,kamu,1.0
501,ilkokul,hayir,calismiyor,egitimi yok,hayir,calismiyor,1.0
502,universite,evet,kamu,lise,evet,ozel sektor,1.0
503,ilkokul,hayir,calismiyor,universite,emekli,calismiyor,1.0
504,ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor,3.0
505,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
506,ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
507,ilkokul,hayir,calismiyor,universite,evet,kamu,3.0
508,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,2.0
509,universite,emekli,calismiyor,,,,
510,ilkokul,hayir,calismiyor,,,,
511,ilkokul,emekli,calismiyor,egitimi yok,,calismiyor,
512,egitimi yok,hayir,calismiyor,,,,
513,universite,hayir,calismiyor,universite,evet,ozel sektor,4.0
514,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
515,lise,evet,ozel sektor,universite,evet,ozel sektor,1.0
516,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,2.0
517,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4.0
518,universite,evet,diger,universite,evet,kamu,
519,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
520,lise,hayir,calismiyor,,,,
521,lise,hayir,calismiyor,universite,emekli,calismiyor,1.0
522,lise,emekli,calismiyor,,evet,kamu,1.0
523,lise,hayir,calismiyor,ortaokul,emekli,calismiyor,1.0
524,ortaokul,hayir,calismiyor,universite,evet,diger,2.0
525,universite,hayir,calismiyor,universite,evet,ozel sektor,2.0
526,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
527,egitimi yok,hayir,calismiyor,ilkokul,emekli,diger,5.0
528,lise,hayir,calismiyor,lise,hayir,calismiyor,1.0
529,universite,evet,kamu,universite,emekli,calismiyor,1.0
530,ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,3.0
531,lise,hayir,calismiyor,,,,
532,ortaokul,hayir,calismiyor,universite,emekli,calismiyor,4.0
533,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
534,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
535,universite,emekli,calismiyor,lise,emekli,calismiyor,1.0
536,ortaokul,hayir,calismiyor,lise,evet,ozel sektor,2.0
537,ilkokul,emekli,calismiyor,lise,hayir,calismiyor,3.0
538,lise,hayir,calismiyor,lise,evet,ozel sektor,2.0
539,universite,hayir,calismiyor,lise,evet,diger,0.0
540,universite,emekli,calismiyor,,,,
541,lise,hayir,calismiyor,universite,evet,kamu,2.0
542,lise,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
543,lise,hayir,calismiyor,,evet,kamu,4.0
544,ilkokul,hayir,calismiyor,ilkokul,evet,diger,4.0
545,ortaokul,evet,ozel sektor,ilkokul,emekli,calismiyor,0.0
546,universite,evet,kamu,universite,evet,kamu,2.0
547,ortaokul,hayir,calismiyor,ilkokul,evet,diger,3.0
548,ortaokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
549,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
550,ilkokul,hayir,calismiyor,egitimi yok,evet,ozel sektor,2.0
551,ilkokul,evet,diger,lise,evet,ozel sektor,0.0
552,lise,hayir,calismiyor,,,,
553,ilkokul,hayir,calismiyor,,,,
554,ortaokul,evet,ozel sektor,ilkokul,emekli,calismiyor,1.0
555,ortaokul,emekli,calismiyor,universite,emekli,calismiyor,2.0
556,ilkokul,hayir,calismiyor,ortaokul,,calismiyor,1.0
557,lise,evet,diger,universite,evet,diger,0.0
558,ilkokul,emekli,calismiyor,lise,emekli,calismiyor,1.0
559,universite,evet,kamu,universite,evet,ozel sektor,3.0
560,lise,emekli,calismiyor,lise,emekli,calismiyor,2.0
561,universite,emekli,calismiyor,,emekli,calismiyor,0.0
562,lise,hayir,calismiyor,lise,evet,ozel sektor,3.0
563,ilkokul,hayir,calismiyor,,,,
564,lise,emekli,calismiyor,lise,evet,ozel sektor,1.0
565,,evet,kamu,,emekli,calismiyor,0.0
566,ilkokul,hayir,calismiyor,lise,evet,diger,2.0
567,ilkokul,hayir,calismiyor,ortaokul,evet,diger,1.0
568,lise,evet,kamu,universite,evet,kamu,1.0
569,egitimi yok,hayir,calismiyor,egitimi yok,evet,diger,7.0
570,lise,hayir,calismiyor,ilkokul,evet,kamu,5.0
571,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,7.0
572,ilkokul,hayir,calismiyor,,,,
573,ortaokul,hayir,calismiyor,ortaokul,evet,diger,2.0
574,ortaokul,evet,ozel sektor,ilkokul,evet,ozel sektor,0.0
575,lise,hayir,calismiyor,lise,hayir,calismiyor,1.0
576,lise,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
577,ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,1.0
578,lise,evet,diger,egitimi yok,,calismiyor,0.0
579,lise,hayir,calismiyor,lise,emekli,calismiyor,3.0
580,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
581,lise,hayir,calismiyor,lise,evet,ozel sektor,3.0
582,lise,hayir,calismiyor,universite,evet,kamu,1.0
583,ilkokul,emekli,calismiyor,lise,emekli,calismiyor,1.0
584,universite,hayir,calismiyor,lise,evet,kamu,3.0
585,ortaokul,hayir,calismiyor,lise,evet,ozel sektor,3.0
586,ortaokul,hayir,calismiyor,universite,evet,kamu,1.0
587,ilkokul,hayir,calismiyor,ilkokul,evet,diger,2.0
588,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,2.0
589,lise,hayir,calismiyor,universite,emekli,ozel sektor,5.0
590,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
591,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
592,lise,emekli,calismiyor,universite,evet,kamu,1.0
593,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
594,lise,hayir,calismiyor,universite,evet,kamu,3.0
595,ortaokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
596,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
597,ilkokul,evet,ozel sektor,,,,
598,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4.0
599,ortaokul,hayir,calismiyor,lise,hayir,calismiyor,1.0
600,lise,hayir,calismiyor,universite,evet,diger,0.0
601,lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
602,egitimi yok,hayir,calismiyor,lise,evet,diger,1.0
603,universite,emekli,calismiyor,egitimi yok,hayir,calismiyor,0.0
604,,emekli,calismiyor,,evet,kamu,2.0
605,universite,evet,kamu,universite,emekli,calismiyor,0.0
606,,evet,kamu,universite,hayir,calismiyor,2.0
607,lise,hayir,calismiyor,lise,evet,ozel sektor,1.0
608,egitimi yok,hayir,calismiyor,lise,hayir,calismiyor,9.0
609,universite,evet,kamu,universite,evet,kamu,1.0
610,universite,hayir,calismiyor,,evet,ozel sektor,1.0
611,universite,evet,kamu,universite,evet,diger,2.0
612,lise,hayir,calismiyor,universite,hayir,calismiyor,1.0
613,lise,hayir,calismiyor,universite,hayir,calismiyor,1.0
614,lise,hayir,calismiyor,lise,emekli,calismiyor,2.0
615,lise,emekli,calismiyor,lise,emekli,calismiyor,1.0
616,universite,emekli,calismiyor,,evet,kamu,2.0
617,universite,evet,kamu,,evet,kamu,2.0
618,lise,emekli,calismiyor,universite,evet,kamu,1.0
619,ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor,1.0
620,universite,evet,ozel sektor,universite,evet,diger,0.0
621,ortaokul,evet,ozel sektor,universite,evet,ozel sektor,1.0
622,ortaokul,hayir,calismiyor,lise,evet,diger,1.0
623,ortaokul,hayir,calismiyor,universite,evet,kamu,1.0
624,lise,hayir,calismiyor,ortaokul,emekli,calismiyor,1.0
625,universite,hayir,calismiyor,universite,evet,ozel sektor,1.0
626,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,0.0
627,lise,hayir,calismiyor,lise,emekli,calismiyor,2.0
628,lise,hayir,calismiyor,universite,emekli,calismiyor,2.0
629,,emekli,calismiyor,universite,emekli,calismiyor,1.0
630,lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
631,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,4.0
632,universite,evet,kamu,universite,evet,kamu,2.0
633,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,5.0
634,universite,hayir,calismiyor,universite,emekli,ozel sektor,2.0
635,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
636,lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
637,lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
638,lise,hayir,calismiyor,universite,evet,kamu,3.0
639,universite,emekli,calismiyor,universite,emekli,calismiyor,2.0
640,ilkokul,hayir,calismiyor,universite,emekli,calismiyor,2.0
641,universite,evet,kamu,universite,evet,kamu,3.0
642,universite,evet,kamu,universite,evet,ozel sektor,1.0
643,universite,hayir,calismiyor,universite,evet,kamu,2.0
644,lise,evet,ozel sektor,universite,evet,ozel sektor,2.0
645,lise,emekli,calismiyor,,emekli,calismiyor,1.0
646,ilkokul,hayir,calismiyor,lise,evet,ozel sektor,2.0
647,universite,hayir,calismiyor,universite,evet,kamu,2.0
648,universite,evet,kamu,lise,emekli,calismiyor,1.0
649,lise,hayir,calismiyor,universite,emekli,calismiyor,4.0
650,ortaokul,hayir,calismiyor,ortaokul,evet,diger,3.0
651,lise,hayir,calismiyor,universite,evet,kamu,1.0
652,egitimi yok,emekli,calismiyor,egitimi yok,evet,diger,3.0
653,universite,emekli,ozel sektor,universite,evet,kamu,2.0
654,lise,evet,ozel sektor,ortaokul,emekli,calismiyor,1.0
655,lise,hayir,calismiyor,,emekli,calismiyor,2.0
656,ilkokul,hayir,calismiyor,lise,evet,diger,2.0
657,lise,emekli,calismiyor,universite,evet,ozel sektor,1.0
658,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,5.0
659,ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
660,ortaokul,hayir,calismiyor,lise,evet,ozel sektor,1.0
661,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
662,ilkokul,hayir,calismiyor,lise,hayir,calismiyor,4.0
663,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
664,,evet,kamu,,evet,diger,1.0
665,ilkokul,hayir,calismiyor,ilkokul,evet,diger,6.0
666,lise,hayir,calismiyor,,evet,ozel sektor,2.0
667,ilkokul,hayir,calismiyor,ilkokul,evet,diger,3.0
668,universite,evet,ozel sektor,universite,evet,ozel sektor,1.0
669,lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
670,ilkokul,hayir,calismiyor,universite,emekli,calismiyor,6.0
671,ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor,2.0
672,universite,emekli,calismiyor,universite,evet,ozel sektor,1.0
673,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
674,lise,hayir,calismiyor,ortaokul,emekli,calismiyor,3.0
675,egitimi yok,evet,diger,egitimi yok,hayir,calismiyor,4.0
676,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
677,ortaokul,hayir,diger,universite,evet,kamu,1.0
678,egitimi yok,hayir,calismiyor,lise,evet,diger,5.0
679,ortaokul,hayir,calismiyor,universite,evet,diger,2.0
680,universite,evet,kamu,universite,evet,kamu,1.0
681,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
682,ilkokul,hayir,calismiyor,egitimi yok,,calismiyor,1.0
683,ilkokul,hayir,diger,ilkokul,evet,diger,2.0
684,lise,hayir,calismiyor,lise,evet,ozel sektor,1.0
685,egitimi yok,hayir,calismiyor,lise,emekli,calismiyor,4.0
686,universite,evet,kamu,,evet,ozel sektor,2.0
687,ilkokul,hayir,calismiyor,lise,evet,kamu,1.0
688,universite,emekli,calismiyor,lise,emekli,calismiyor,3.0
689,ortaokul,hayir,calismiyor,lise,evet,kamu,5.0
690,lise,emekli,calismiyor,lise,evet,ozel sektor,0.0
691,lise,evet,ozel sektor,lise,evet,kamu,1.0
692,ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
693,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
694,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
695,lise,hayir,calismiyor,universite,evet,ozel sektor,3.0
696,lise,hayir,calismiyor,,evet,kamu,4.0
697,lise,emekli,calismiyor,lise,emekli,calismiyor,0.0
698,lise,hayir,calismiyor,ortaokul,evet,ozel sektor,2.0
699,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
700,lise,evet,ozel sektor,lise,hayir,calismiyor,1.0
701,universite,evet,kamu,universite,evet,ozel sektor,1.0
702,ilkokul,hayir,calismiyor,universite,evet,ozel sektor,1.0
703,,evet,kamu,lise,emekli,calismiyor,1.0
704,universite,evet,kamu,,evet,ozel sektor,1.0
705,,evet,kamu,universite,evet,kamu,2.0
706,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
707,universite,evet,kamu,,evet,kamu,3.0
708,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
709,ortaokul,hayir,calismiyor,ilkokul,evet,diger,4.0
710,universite,evet,kamu,universite,evet,kamu,2.0
711,universite,evet,kamu,lise,evet,ozel sektor,1.0
712,universite,hayir,calismiyor,universite,evet,kamu,4.0
713,lise,hayir,calismiyor,universite,evet,kamu,1.0
714,universite,evet,ozel sektor,lise,evet,ozel sektor,1.0
715,lise,evet,kamu,lise,evet,ozel sektor,4.0
716,egitimi yok,hayir,calismiyor,lise,evet,kamu,3.0
717,egitimi yok,hayir,calismiyor,egitimi yok,emekli,calismiyor,9.0
718,lise,evet,ozel sektor,lise,emekli,calismiyor,1.0
719,lise,evet,kamu,universite,evet,kamu,2.0
720,ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor,0.0
721,universite,evet,ozel sektor,universite,evet,ozel sektor,1.0
722,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,8.0
723,universite,hayir,calismiyor,universite,evet,ozel sektor,2.0
724,universite,evet,diger,universite,evet,diger,2.0
725,ortaokul,hayir,calismiyor,ilkokul,evet,diger,1.0
726,universite,hayir,calismiyor,lise,evet,ozel sektor,1.0
727,ilkokul,hayir,ozel sektor,ilkokul,evet,ozel sektor,4.0
728,universite,evet,ozel sektor,universite,evet,kamu,1.0
729,universite,hayir,calismiyor,universite,emekli,calismiyor,1.0
730,lise,evet,kamu,lise,emekli,calismiyor,1.0
731,,evet,kamu,,emekli,calismiyor,3.0
732,lise,evet,ozel sektor,lise,hayir,calismiyor,0.0
733,lise,hayir,calismiyor,universite,evet,kamu,1.0
734,lise,hayir,calismiyor,lise,evet,ozel sektor,1.0
735,lise,hayir,calismiyor,universite,hayir,calismiyor,1.0
736,lise,evet,ozel sektor,lise,evet,kamu,3.0
737,egitimi yok,hayir,calismiyor,universite,emekli,calismiyor,3.0
738,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
739,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
740,universite,emekli,calismiyor,universite,emekli,calismiyor,2.0
741,universite,emekli,calismiyor,universite,evet,kamu,1.0
742,,evet,kamu,,evet,kamu,6.0
743,ortaokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
744,lise,hayir,calismiyor,lise,emekli,calismiyor,1.0
745,universite,hayir,calismiyor,universite,evet,ozel sektor,1.0
746,lise,emekli,calismiyor,universite,emekli,calismiyor,3.0
747,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
748,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
749,universite,evet,kamu,universite,emekli,calismiyor,1.0
750,ortaokul,hayir,calismiyor,universite,evet,diger,1.0
751,universite,emekli,calismiyor,lise,evet,ozel sektor,1.0
752,lise,evet,kamu,universite,emekli,calismiyor,1.0
753,universite,hayir,calismiyor,universite,evet,kamu,3.0
754,lise,evet,ozel sektor,universite,evet,ozel sektor,2.0
755,ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
756,universite,hayir,calismiyor,universite,evet,kamu,1.0
757,lise,evet,kamu,universite,evet,kamu,1.0
758,ilkokul,emekli,calismiyor,lise,emekli,calismiyor,1.0
759,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
760,ilkokul,hayir,calismiyor,universite,evet,kamu,3.0
761,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
762,ortaokul,hayir,calismiyor,universite,evet,ozel sektor,2.0
763,ilkokul,evet,ozel sektor,ilkokul,hayir,calismiyor,2.0
764,ilkokul,hayir,calismiyor,lise,evet,diger,1.0
765,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
766,lise,emekli,calismiyor,universite,evet,kamu,1.0
767,egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor,3.0
768,lise,emekli,calismiyor,ilkokul,emekli,calismiyor,1.0
769,universite,evet,kamu,universite,evet,kamu,1.0
770,lise,evet,ozel sektor,universite,evet,ozel sektor,1.0
771,lise,emekli,calismiyor,universite,evet,kamu,2.0
772,ilkokul,emekli,calismiyor,ilkokul,emekli,calismiyor,1.0
773,lise,hayir,calismiyor,universite,evet,kamu,3.0
774,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
775,universite,emekli,calismiyor,lise,hayir,calismiyor,1.0
776,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
777,lise,emekli,calismiyor,universite,emekli,calismiyor,5.0
778,egitimi yok,hayir,calismiyor,egitimi yok,emekli,calismiyor,4.0
779,lise,hayir,calismiyor,universite,emekli,calismiyor,2.0
780,egitimi yok,hayir,calismiyor,lise,emekli,calismiyor,5.0
781,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
782,ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor,1.0
783,ilkokul,hayir,calismiyor,ilkokul,evet,diger,0.0
784,lise,evet,ozel sektor,lise,hayir,calismiyor,2.0
785,universite,evet,kamu,universite,evet,kamu,1.0
786,universite,evet,diger,universite,evet,kamu,1.0
787,universite,emekli,calismiyor,universite,evet,kamu,1.0
788,universite,evet,ozel sektor,universite,evet,kamu,2.0
789,lise,hayir,calismiyor,universite,evet,kamu,1.0
790,universite,evet,kamu,universite,emekli,calismiyor,0.0
791,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,1.0
792,lise,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
793,lise,hayir,calismiyor,lise,evet,ozel sektor,2.0
794,lise,hayir,calismiyor,universite,emekli,calismiyor,3.0
795,lise,emekli,calismiyor,lise,evet,ozel sektor,1.0
796,ilkokul,hayir,calismiyor,universite,evet,ozel sektor,2.0
797,ilkokul,evet,ozel sektor,ilkokul,evet,diger,2.0
798,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
799,egitimi yok,evet,diger,ilkokul,evet,diger,1.0
800,universite,evet,ozel sektor,,evet,ozel sektor,1.0
801,universite,hayir,calismiyor,universite,evet,ozel sektor,1.0
802,lise,hayir,calismiyor,universite,emekli,calismiyor,4.0
803,universite,evet,kamu,universite,hayir,diger,1.0
804,universite,emekli,calismiyor,,evet,kamu,3.0
805,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,5.0
806,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
807,lise,hayir,calismiyor,universite,emekli,calismiyor,1.0
808,universite,evet,kamu,universite,evet,kamu,2.0
809,lise,hayir,calismiyor,universite,evet,kamu,1.0
810,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,4.0
811,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
812,lise,emekli,calismiyor,,evet,ozel sektor,1.0
813,,evet,kamu,universite,evet,ozel sektor,1.0
814,ilkokul,hayir,calismiyor,egitimi yok,,calismiyor,1.0
815,egitimi yok,hayir,calismiyor,lise,emekli,calismiyor,4.0
816,ortaokul,hayir,calismiyor,lise,evet,ozel sektor,6.0
817,,evet,kamu,universite,evet,diger,1.0
818,universite,evet,kamu,universite,evet,kamu,1.0
819,universite,emekli,calismiyor,universite,emekli,calismiyor,1.0
820,lise,evet,ozel sektor,ortaokul,evet,ozel sektor,2.0
821,universite,hayir,calismiyor,universite,emekli,calismiyor,2.0
822,lise,emekli,calismiyor,ortaokul,evet,ozel sektor,1.0
823,universite,hayir,calismiyor,universite,emekli,calismiyor,1.0
824,universite,evet,kamu,universite,evet,kamu,1.0
825,universite,evet,kamu,universite,evet,kamu,1.0
826,lise,hayir,calismiyor,lise,evet,kamu,3.0
827,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
828,ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
829,lise,hayir,calismiyor,lise,evet,kamu,1.0
830,,evet,ozel sektor,universite,hayir,calismiyor,1.0
831,universite,evet,ozel sektor,universite,hayir,calismiyor,1.0
832,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,10.0
833,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
834,ilkokul,evet,ozel sektor,egitimi yok,,calismiyor,0.0
835,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
836,lise,emekli,calismiyor,ilkokul,emekli,calismiyor,2.0
837,ortaokul,hayir,calismiyor,ortaokul,emekli,calismiyor,1.0
838,egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
839,ortaokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
840,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,2.0
841,ortaokul,hayir,calismiyor,lise,hayir,calismiyor,1.0
842,lise,emekli,calismiyor,universite,emekli,calismiyor,1.0
