Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
endustri muhendisligi,4,3.0-3.5,0,Null
ic mimarlik ve cevre tasarimi,2,2.5-3.0,0,Null
hukuk fakultesi,1,Null,0,Null
uluslararasi finans,3,2.5-3.0,0,Null
bilgisayar muhendisligi ingilizce,4,2.5-3.0,0,Null
endustri muhendisligi,2,2.5-3.0,0,Null
mimarlik bolumu,3,3.0-4.0,0,Null
halkla iliskiler ve reklamcilik,1,Null,0,Null
uluslararasi ticaret,2,2.5-3.0,0,Null
isletme ingilizce,4,0.0-2.5,0,Null
endustri muhendisligi,3,3.0-3.5,0,Null
ingilizce isletme,3,2.5-3.0,0,Null
iktisatingilizce,2,3.0-3.5,0,Null
fizyoterapi ve rehabilitasyon,1,Null,0,Null
kamu yonetimi,4,2.5-3.0,0,Null
gida muhendisligi,4,3.0-4.0,0,Null
ingilizce matematik,1,Null,0,Null
elektrik ve elektronik muendisligi,3,2.5-3.0,0,Null
iktisat,3,3.0-3.5,0,Null
isletme,3,2.5-3.0,1,Null
ingiliz dili ve edebiyati,3,2.5-3.0,0,Null
ingilizce uluslararasi iliskiler,2,2.5-3.0,0,Null
isletme ingilizce,4,3.0-3.5,0,Null
halkla iliskiler ve tanitim,3,3.0-4.0,0,Null
sosyal hizmet,2,3.0-3.5,0,Null
siyaset bilimi ve uluslar arasi iliskiler,hazirlik,Null,0,Null
molekuler biyoloji ve genetik,1,3.0-3.5,0,Null
tip fakultesi,1,Null,0,Null
gida muhendisligi,1,Null,0,Null
bilgisayar programciligi,2,2.5-3.0,0,Null
mimarlik ingilizce,3,3.0-3.5,0,Null
elektrik ve elektronik muhendisligi,4,3.0-3.5,0,Null
yonetim bilimleri,1,Null,0,Null
"otel yoneticiligi lisans ingilizce / hotel management, %100 burslu",hazirlik,Null,0,Null
tip,2,3.0-3.5,0,Null
bilgisayar muhendisligi,4,3.0-4.0,0,Null
muhasebe bilgi sistemler,3,3.0-3.5,0,Null
lojistik yonetimi,2,3.0-4.0,0,Null
elektrik elektronik,3,0.0-2.5,0,Null
isletme bolumu ingilizce,2,2.5-3.0,0,Null
biyomedikal muhendisligi,3,2.5-3.0,0,Null
kimya muhendisligi,4,3.0-3.5,0,Null
endustri muhendisligi,2,2.5-3.0,0,Null
"matematik-bilgisayar, yazilim muhendisligicift anadal",3,3.0-4.0,0,Null
bilgisayar muhendisligi,3,0.0-2.5,0,Null
maliye,3,Null,0,Null
endustri muhendisligi,4,3.0-4.0,0,Null
girisimcilik,hazirlik,Null,0,Null
halkla iliskiler - reklamcilik,4,3.0-4.0,0,Null
ingilizce ekonomi,2,3.0-3.5,0,Null
ic mimarlik ve cevre tasarimi,1,3.0-4.0,0,Null
bilgisayar muhendisligi,3,3.0-4.0,0,Null
dis ticaret,mezun,2.5-3.0,0,Null
bankacilik ve finans,3,3.0-3.5,0,Null
tip fakultesi,2,3.0-3.5,0,Null
saglik yonetimi,3,3.0-3.5,0,Null
isletme bilgi yonetimi,3,3.0-4.0,0,Null
elektrik - elektronik muhendisligi,3,2.5-3.0,0,Null
uluslararasi ticaret ve isletmecilik,2,2.5-3.0,0,Null
sigortacilik ve risk yonetimi,2,0.0-2.5,0,Null
elektrik ve elektronik muhendisligi,2,3.0-3.5,0,Null
edebiyat,3,Null,0,Null
uluslararasi girisimcilik,3,2.5-3.0,0,Null
mekatronik muhendisligi,1,Null,0,Null
bilisim sistemleri muhendisligi,2,2.5-3.0,0,Null
undecleared,2,0.0-2.5,0,Null
mekatronik muhendisligi,2,3.0-4.0,0,Null
hukuk,2,Null,0,Null
bilgisayar muhendisligi,4,0.0-2.5,0,Null
makina muhendisligi,2,3.0-4.0,0,Null
yazilim muhendisligi,4,3.0-3.5,1,Null
hukuk,3,3.0-4.0,0,Null
endustri muhendisligi,4,0.0-2.5,0,Null
kimya muhendisligi,4,2.5-3.0,0,Null
isletme,4,0.0-2.5,0,Null
yazilim muhendisligi,4,0.0-2.5,0,Null
hemsirelik,1,2.5-3.0,0,Null
bilgisayar muhendisligi,mezun,0.0-2.5,0,Null
makine muhendisligi %100 ingilizce,4,3.0-4.0,0,Null
tip fakultesi,3,2.5-3.0,0,Null
kamu yonetimi / siyaset bilimi ve uluslararasi iliskiler/ gazetecilik,4,3.0-4.0,1,Null
turizm ve otel isletmeciligi,2,3.0-3.5,0,Null
uluslararasi ticaret ve lojistik,3,3.0-3.5,0,Null
endustri muhendisligi,2,3.0-4.0,0,Null
bilgisayar muhendisligi,4,0.0-2.5,0,Null
uluslararasi iliskiler,2,3.0-4.0,0,Null
hukuk,2,3.0-4.0,0,Null
hukuk,2,3.0-4.0,0,Null
endustri muhendisligi,4,3.0-4.0,0,Null
tip,4,3.0-4.0,0,Null
hukuk,3,2.5-3.0,0,Null
matematik,3,2.5-3.0,0,Null
bilgisayar muhendisligi,4,2.5-3.0,0,Null
isletme,2,3.0-4.0,0,Null
isletme / endustri muhendisligi cap,4,3.0-3.5,0,Null
endustri muhendisligi,3,2.5-3.0,0,Null
siyaset bilimi ve kamu yonetimi%100 yok burslu-%100 ingilizce,1,3.0-4.0,0,Null
endustri muhendisligi,2,0.0-2.5,0,Null
iktisatingilizce ve hukukcap / istanbul universitesi sosyoloji acik ve uzaktan egitim fakultesi,4,3.0-3.5,0,Null
endustri muhendisligi,4,0.0-2.5,0,Null
biyomedikal muhendisligi,2,2.5-3.0,0,Null
isletme anadal bolumu 4. sinif - endustri muhendisligi cift anadal bolumu 3. sinif,4,3.0-4.0,0,Null
endustri muhendisligi,2,3.0-4.0,0,Null
isletme,3,3.0-4.0,0,Null
endustri muhendisligi,3,3.0-4.0,0,Null
halkla iliskiler ve reklamcilik,2,2.5-3.0,0,Null
endustri muhendisligi,2,3.0-4.0,0,Null
hukuk fakultesi,4,2.5-3.0,0,Null
elektrik-elektronik muhendisligi,3,2.5-3.0,0,Null
isletme,4,3.0-3.5,0,Null
yonetim bilimleri programlari,4,3.0-4.0,0,Null
uluslararasi isletmecilik ve ticaret,2,3.0-4.0,0,Null
bilgisayar muhendisligi,2,3.0-4.0,0,Null
yonetim bilisim sistemleri mis,1,Null,0,Null
business administration,2,3.0-4.0,0,Null
yonetim bilimleri programi,1,3.0-3.5,0,Null
isletme,3,3.0-3.5,0,Null
insaat muhendisligi,2,3.0-4.0,0,Null
business administration,2,3.0-4.0,0,Null
"psikoloji, saglik yonetimi",4,3.0-3.5,0,Null
psikoloji,3,3.0-3.5,0,Null
hukuk,4,3.0-3.5,0,Null
elektrik-elektronik muhendisligi,1,3.0-3.5,0,Null
cevre muhendisligi ingilizce,3,3.0-3.5,0,Null
isletme - uluslararasi ticaret ve lojistik yonetimi cap,4,3.0-4.0,0,Null
uluslararasi ticaret ve finansman,2,3.0-3.5,0,Null
ekonomi,2,3.0-3.5,0,Null
endustri muhendisligi,2,3.0-3.5,0,Null
isletmeingilizce,2,3.0-3.5,0,Null
tip fakultesi,3,3.0-3.5,0,Null
bilgisayar muhendisligi,3,3.0-3.5,0,Null
endustri ve sistem muhendisligi,4,2.5-3.0,0,Null
isletme %100 ing.,4,3.0-3.5,0,Null
hukuk fakultesi,2,3.0-3.5,0,Null
ekonomi,2,3.0-4.0,0,Null
ekonomi,2,0.0-2.5,0,Null
yonetim bilimleri,2,3.0-3.5,0,Null
hukuk,3,3.0-3.5,0,Null
psikoloji,3,3.0-3.5,0,Null
hemsirelik,3,2.5-3.0,0,Null
elektrik ve elektronik muhendisligi ingilizce,1,3.0-4.0,0,Null
tarih,3,0.0-2.5,0,Null
beslenme ve diyetetik,1,Null,0,Null
tip,2,2.5-3.0,0,Null
insaat muhendisligi,4,3.0-4.0,0,Null
gorsel iletisim tasarimi,3,3.0-4.0,0,Null
endustri muhendisligi,1,2.5-3.0,0,Null
bilgisayar muhendisligi,3,2.5-3.0,0,Null
uluslararasi ticaret,1,Null,0,Null
tarih,4,0.0-2.5,0,Null
hukuk,1,3.0-3.5,0,Null
istatistik,4,3.0-3.5,0,Null
ekonomi ve finans / siyasal bilimler ciftanadal,2,3.0-4.0,0,Null
isletme,3,3.0-3.5,0,Null
girisimcilik,2,2.5-3.0,0,Null
hemsirelik,4,3.0-3.5,0,Null
sanat tasarim fakultesi / tekstil ve moda tasarimi,2,2.5-3.0,0,Null
isletme muhendisligi,1,3.0-3.5,0,Null
istatistik,3,3.0-3.5,0,Null
mimarlik,4,3.0-3.5,0,Null
hukuk,2,2.5-3.0,0,Null
endustri muhendisligi,4,2.5-3.0,0,Null
endustri muhendisligi,4,2.5-3.0,0,Null
muhendislik ve doga bilimleri,1,3.0-4.0,0,Null
endustri muhendisligi,3,2.5-3.0,0,Null
mimarlik ing,2,3.0-3.5,0,Null
psikoloji,2,3.0-3.5,0,Null
"kimya-biyoloji muhendisligi, endustri muhendisligi cift anadal",4,2.5-3.0,0,Null
malzeme bilimi ve muhendisligi,1,2.5-3.0,0,Null
uluslararasi girisimcilik,2,2.5-3.0,0,Null
elektrik - elektronik muhendisligi,3,2.5-3.0,0,Null
uluslararasi ticaret ve finansman,4,3.0-4.0,0,Null
ingilizce isletme,1,0.0-2.5,0,Null
endustri muhendisligi,4,3.0-4.0,0,Null
bilgisayar muhendisligi,1,Null,0,Null
uluslararasi iliskiler,2,3.0-4.0,0,Null
muhasebe bilgi sistemleri/accounting information systems,4,2.5-3.0,0,Null
isletme,2,3.0-3.5,0,Null
endustri muhendisligi,2,2.5-3.0,0,Null
endustri muhendisligi,3,0.0-2.5,0,Null
psikoloji,1,Null,0,Null
bilgisayar muhendisligi,4,3.0-4.0,0,Null
psikoloji,4,3.0-4.0,0,Null
cocuk gelisimi,2,2.5-3.0,0,Null
endustri muhendisligi,2,0.0-2.5,0,Null
Null,1,Null,0,Null
endustri muhendisligi,1,Null,0,Null
ceviribilim,3,3.0-4.0,0,Null
moda tasarim,4,2.5-3.0,0,Null
makine muhendisligi,3,0.0-2.5,0,Null
uluslararasi ticaret ve lojistik,3,2.5-3.0,0,Null
uluslararasi iliskiler ingilizce - siyaset bilimi ve kamu yonetimi yandal,2,3.0-4.0,0,Null
psikoloji/insan ve toplum bilimleri,4,3.0-4.0,0,Null
endustri muhendisligi,3,2.5-3.0,0,Null
siyaset bilimi ve uluslararasi iliskiler,1,Null,0,Null
ingilizce isletme,2,Null,0,Null
psikoloji,4,3.0-4.0,0,Null
mimarlik,2,3.0-4.0,0,Null
tip fakultesi,4,3.0-4.0,0,Null
endustri muhendisligi,2,3.0-3.5,0,Null
endustri muhendisligi,1,Null,0,Null
reklam tasarimi ve iletisim,1,3.0-4.0,0,Null
uluslararasi iliskiler- iktisatcift anadal,4,3.0-3.5,0,Null
bilgisayar muhendisligi,3,3.0-3.5,0,Null
isletmehukuk,4,3.0-4.0,0,Null
bilgisayar muhendisligi,2,0.0-2.5,0,Null
uluslararasi ticaret ve finansman / uluslararasi lojistik yonetimi cift anadal,3,3.0-4.0,0,Null
uluslararasi iliskiler,1,3.0-4.0,0,Null
sivil hava ulastirma isletmeciligi,1,3.0-4.0,0,Null
isletme,2,0.0-2.5,0,Null
endustri muhendisligi,3,3.0-3.5,0,Null
endustri muhendisligi-ingilizce %75 burslu,2,0.0-2.5,0,Null
"bilgisayar muhendisligini bitirdim, ciftdalim olan elektrik elektronik muhendisligi okuyorum",4,3.0-3.5,1,Null
ekonomi,2,3.0-4.0,0,Null
rehberlik ve psikolojik danismanlik,1,3.0-4.0,0,Null
isletme,3,3.0-3.5,0,Null
endustri muhendisligi,4,0.0-2.5,0,Null
yazilim muhendisligi,3,3.0-3.5,0,Null
ingilizce isletme,4,3.0-3.5,0,Null
sosyoloji ekonomi cift anadal,3,3.0-3.5,0,Null
lojistik yonetimi,4,3.0-3.5,0,Null
psikoloji ingilizce,4,3.0-3.5,0,Null
endustri muhendisligi,1,3.0-3.5,0,Null
isletme ekonomi ile cift ana dal,3,3.0-3.5,0,Null
uluslararasi finans,4,3.0-3.5,0,Null
hukuk,4,3.0-3.5,0,Null
endustri muhendisligi,3,3.0-3.5,0,Null
isletme,3,3.0-3.5,0,Null
isletme,2,2.5-3.0,0,Null
endustri muhendisligi,2,2.5-3.0,0,Null
insaat muhendisligi,2,3.0-3.5,0,Null
bilgisayar muhendisligi,1,0.0-2.5,0,Null
bilgisayar bilimi,2,3.0-4.0,0,Null
ergoterapi,3,3.0-3.5,0,Null
endustri muhendisligi,3,3.0-3.5,0,Null
endustri muhendisligi,4,2.5-3.0,0,Null
technology and knowledge management,3,2.5-3.0,0,Null
ekonomi %30 ing,4,3.0-3.5,1,Null
endustri muhendisligi,1,Null,0,Null
uluslararasi iliskiler,3,3.0-4.0,0,Null
elektrik ve elektronik muhendisligi,3,2.5-3.0,0,Null
uluslararasi iliskiler,4,3.0-4.0,0,Null
elektrik-elektronik muhendisligi,2,3.0-4.0,0,Null
kontrol ve otomasyon muhendisligi,3,Null,0,Null
enerji sistemleri muhendisligi-endustri muhendisligicift anadal,3,3.0-4.0,0,Null
mekatronik muhendisligi,3,2.5-3.0,0,Null
matematik muhendisligi - matematik,5,0.0-2.5,0,Null
bilgisayar muhendisligi,3,3.0-4.0,0,Null
uluslararasi iliskiler - iktisat cift anadal,4,3.0-4.0,0,Null
gorsel iletisim tasarimi,3,2.5-3.0,0,Null
ekonomi ve finans,4,3.0-4.0,1,Null
yazilim muhendisligi,hazirlik,Null,0,Null
isletme,2,3.0-3.5,0,Null
"uluslararasi ticaret, tam burslu",4,2.5-3.0,0,Null
elektrik-elektronik muhendisligi,4,3.0-3.5,0,Null
uluslararasi ticaret,2,2.5-3.0,0,Null
biyomedikal muhendisligi,hazirlik,3.0-4.0,0,Null
makina muhendisligi,2,3.0-3.5,0,Null
radyo ve televizyon ingilizce,1,3.0-4.0,0,Null
uluslararasi iliskiler ve avrupa birligi,3,2.5-3.0,0,Null
hukuk,3,3.0-3.5,0,Null
endustri muhendisligi,2,3.0-4.0,0,Null
elektrik elektronik muhendisligi,1,2.5-3.0,0,Null
uluslararasi iliskiler,4,Null,0,Null
endustri muhendisligi,3,0.0-2.5,0,Null
uzay muhendisligi,3,0.0-2.5,0,Null
halkla iliskiler,4,3.0-4.0,0,Null
endustri muhendisligi,3,3.0-3.5,0,Null
yazilim muhendisligi,3,0.0-2.5,0,Null
elektrik elektronik muh,3,0.0-2.5,0,Null
matematik,4,0.0-2.5,0,Null
turizm ve otel isletmeciligi,2,2.5-3.0,0,Null
uluslararasi ticaret,1,3.0-3.5,0,Null
isletme,2,0.0-2.5,0,Null
hukuk,2,0.0-2.5,0,Null
management yonetim bilimleri,3,0.0-2.5,0,Null
halkla iliskiler ve reklamcilik,3,3.0-3.5,0,Null
tip,6,3.0-3.5,0,Null
endustri muhendisligi,3,0.0-2.5,0,Null
isletme,4,0.0-2.5,0,Null
endustri muhendisligi,2,2.5-3.0,0,Null
elektrik-elektronik muhendisligi ve ekonomi cift anadal ogrencisi,4,3.0-4.0,0,Null
biyomedikal muhendisligi,4,0.0-2.5,0,Null
endustri muhendisligi,2,3.0-3.5,0,Null
marka iletisimi,1,3.0-3.5,1,Null
matemataik - ekonomi,3,2.5-3.0,0,Null
mimarlik,2,3.0-3.5,0,Null
isletme,1,3.0-4.0,0,Null
elektrik elektronik muhendisligi,1,0.0-2.5,0,Null
ekonomi,3,3.0-3.5,0,Null
molekuler biyoloji ve genetik,4,2.5-3.0,0,Null
yonetim bilimleri,3,2.5-3.0,0,Null
endustri muhendisligitam burslu,1,Null,0,Null
hukuk,1,Null,0,Null
uluslararasi ticaret ve isletmecilik,Null,2.5-3.0,0,Null
endustri muhendisligi,4,3.0-4.0,0,Null
antropoloji,4,2.5-3.0,0,Null
international trade and business,1,2.5-3.0,0,Null
kimya,3,2.5-3.0,0,Null
radyo televizyon sinema,1,Null,0,Null
matematik,2,3.0-4.0,0,Null
halkla iliskiler ve tanitim,2,3.0-3.5,0,Null
isletme,2,3.0-3.5,0,Null
iktisadi ve idari bilimler programciligi,hazirlik,Null,0,Null
hukuk,1,Null,0,Null
elektrik-elektronik muhendisligi,3,3.0-4.0,0,Null
isletme,2,3.0-4.0,0,Null
uluslararasi lojistik ve tasimacilik/cift anadal: uluslararasi ticaret ve isletmecilik,4,3.0-4.0,0,Null
tarih,1,Null,0,Null
bilgisayar muhendisligi ingilizce,3,3.0-4.0,0,Null
endustri muhendisligi,3,3.0-4.0,0,Null
mimarlik,2,3.0-4.0,0,Null
uluslararasi ticaret,2,3.0-4.0,0,Null
ekonomi,3,3.0-3.5,0,Null
uluslararasi iliskiler,2,3.0-4.0,0,Null
yonetim bilimleri fakultesi,2,0.0-2.5,0,Null
isletme ingilizce,1,3.0-4.0,0,Null
lojistik yonetimi || uluslararasi ticaret ve finansmancift anadal,4,3.0-3.5,0,Null
ingilizce isletme %100 burslu,1,3.0-4.0,0,Null
mimarlik,hazirlik,Null,0,Null
bilgisayar muhendisligi,4,2.5-3.0,0,Null
endustri muhendisligi,1,Null,0,Null
saglik kurumlari isletmeciligi,3,3.0-3.5,0,Null
isletme,2,3.0-3.5,0,Null
ingilizce tip,2,3.0-3.5,0,Null
matematik-bilgisayar,3,0.0-2.5,0,Null
gazetecilik,5,3.0-3.5,0,Null
uluslararasi ticaret ve isletmecilik,3,0.0-2.5,0,Null
isletme,3,2.5-3.0,0,Null
hukuk,3,3.0-4.0,0,Null
siyaset bilimi ve kamu yonetimi,2,Null,0,Null
molekuler biyoloji ve genetik,3,3.0-4.0,0,Null
endustri muhendisligi,1,Null,0,Null
psikolojiingilizce,1,Null,0,Null
hukuk,2,3.0-4.0,0,Null
siyaset bilimi ve kamu yonetimi,3,0.0-2.5,0,Null
elektronik ve haberlesme muhendisligi tam burslu,4,3.0-3.5,0,Null
siyaset bilimi ve kamu yonetimi,1,3.0-3.5,0,Null
elektrik elektronik muhendisligi%100 ingilizce,4,3.0-3.5,0,Null
sosyoloji,2,3.0-3.5,0,Null
elektronik ve haberlesme muhendisligi,Null,3.0-3.5,0,Null
uluslararasi ticaret ve finans ingilizce,3,0.0-2.5,0,Null
genetics and bioengineering,2,3.0-3.5,0,Null
hukuk fakultesi,3,2.5-3.0,0,Null
psikoloji,3,3.0-3.5,0,Null
endustri muhendisligi,2,0.0-2.5,0,Null
ekonomi,1,Null,0,Null
endustri muhendisligi,hazirlik,3.0-4.0,0,Null
bilgisayar muhendisligi,3,2.5-3.0,0,Null
ergoterapi,3,3.0-3.5,0,Null
elektrik elektronik muhendisligi,3,3.0-3.5,0,Null
endustri muhendisligi,3,0.0-2.5,0,Null
yonetim bilisim sistemlerimis ing. tam burslu,1,Null,0,Null
hukuk fakultesi,3,2.5-3.0,0,Null
tarihingilizce,3,2.5-3.0,0,Null
fizik,4,2.5-3.0,0,Null
isletme,1,Null,0,Null
rehberlik ve psikolojik danismanlik,3,3.0-3.5,0,Null
anestezi,2,Null,0,Null
bankacilik ve finans,4,2.5-3.0,0,Null
makine muhendisligi,2,0.0-2.5,0,Null
uluslararasi ticaret ve isletmecilik,4,2.5-3.0,0,Null
eczacilik,hazirlik,Null,0,Null
endustri muhendisligi,3,2.5-3.0,0,Null
hukuk,2,2.5-3.0,0,Null
tip fakultesi,2,2.5-3.0,0,Null
bilgisayar muhendisligi,4,2.5-3.0,0,Null
biyomedikal muh.,1,Null,0,Null
ingilizce matematik,1,Null,0,Null
endustri muhendisligi,1,3.0-3.5,0,Null
isletme,2,2.5-3.0,0,Null
uluslararasi ticaret ve finans,3,2.5-3.0,0,Null
isletmeingilizce,1,Null,0,Null
makine muhendisligi,3,2.5-3.0,0,Null
endustri muhendisligi,1,Null,0,Null
girisimcilik,3,2.5-3.0,0,Null
hukuk fakultesi,3,2.5-3.0,0,Null
elektronik ve haberlesme muhendisligi,4,0.0-2.5,0,Null
ulastirma ve lojistik,hazirlik,Null,0,Null
peyzaj mimarligi cift anadal mimarlik,3,3.0-4.0,0,Null
bilgisayar muhendisligi,3,3.0-4.0,0,Null
hemsirelik,2,Null,0,Null
mimarlik,1,Null,0,Null
psikoloji,3,2.5-3.0,0,Null
insaat muhendisligi,3,2.5-3.0,0,Null
uluslararasi ticaret ve pazarlama%100 ingilizce ve tam burslu,2,3.0-3.5,0,Null
bilisim sistemleri ve teknolojileri,3,3.0-4.0,0,Null
muhendislik ve doga bilimleri fakultesi,1,Null,0,Null
endustri muhendisligi-uluslararasi ticaret,4,3.0-3.5,0,Null
isletme,2,2.5-3.0,0,Null
girisimcilik,2,0.0-2.5,0,Null
isletme-ekonomi,1,0.0-2.5,0,Null
enerji sistemleri muhendisligi,4,0.0-2.5,0,Null
iletisim tasarimi,1,Null,0,Null
isletme muhendisligi,3,0.0-2.5,0,Null
avrupa birligi iliskileri,1,Null,0,Null
uluslararasi finans,4,3.0-3.5,0,Null
hukuk,2,3.0-3.5,0,Null
uluslararasi lojistik ve tasimacilikingilizce,1,3.0-3.5,0,Null
sabanci universitesi,3,3.0-3.5,0,Null
hukuk,4,0.0-2.5,0,Null
isletme,3,3.0-3.5,0,Null
uluslararasi ticaret ve lojistik,3,3.0-3.5,0,Null
muhasebe ve denetim,4,3.0-3.5,0,Null
hukuk,5,2.5-3.0,0,Null
bilgisayar muhendisligi,4,Null,0,Null
elektronik ve haberlesme muhendisligi,4,0.0-2.5,0,Null
halkla iliskiler ve tanitim,2,2.5-3.0,0,Null
isletme,4,3.0-3.5,0,Null
mekatronik muhendisligi,3,0.0-2.5,0,Null
mimarlik,4,3.0-3.5,0,Null
lise ogrencisiyim,hazirlik,3.0-3.5,0,Null
uluslararasi ticaret ve isletmecilik,2,3.0-3.5,0,Null
bilgisayar muhendisligi,4,0.0-2.5,0,Null
isletme ingilice,3,3.0-3.5,1,Null
isci sagligi ve guvenligi bolumu,3,3.0-3.5,0,Null
cocuk gelisimi,2,3.0-3.5,0,Null
ekonomi finans - uluslararasi iliskiler ikinci anadal,3,3.0-3.5,0,Null
beslenme ve diyetetik,2,3.0-3.5,0,Null
elektrik - elektronik muhendisligi,hazirlik,3.0-4.0,0,Null
uluslararasi ticaret ve isletmecilik,1,2.5-3.0,0,Null
endustri muhendisligi,3,3.0-4.0,0,Null
uluslararasi ticaret ve finans,2,2.5-3.0,0,Null
siyaset bilimi ve kamu yonetimi,3,3.0-4.0,0,Null
bilgisayar muhendisligi,3,3.0-4.0,0,Null
ingilizce isletme,4,3.0-4.0,0,Null
bilgisayar muhendisligi,1,3.0-4.0,0,Null
siyaset bilimi ve kamu yonetimi/sosyoloji cap,3,3.0-4.0,0,Null
tam burslu inglizce insaat muhendisligi,hazirlik,Null,0,Null
ingilizce ogretmenligi,2,3.0-4.0,0,Null
isletme,3,2.5-3.0,0,Null
girisimcilik,3,2.5-3.0,0,Null
hukuk,1,Null,0,Null
turk dili ve edebiyati,1,Null,1,Null
endustri muhendisligi,3,0.0-2.5,0,Null
orman muhendisligi,4,2.5-3.0,0,Null
"radyo, televizyon ve sinema// sosyolojicift anadal",4,3.0-4.0,0,Null
isletme ingilizce,4,2.5-3.0,0,Null
isletme,2,0.0-2.5,0,Null
isletme,4,2.5-3.0,0,Null
psikoloji,2,3.0-3.5,0,Null
elektrik-elektronik muhendisligi,2,0.0-2.5,0,Null
hemsirelik,3,2.5-3.0,0,Null
isletme,3,2.5-3.0,1,Null
iktisat,1,Null,0,Null
ascilik,1,2.5-3.0,0,Null
kontrol ve otomasyon muhendisligi,2,0.0-2.5,0,Null
isletmeingilizce,2,0.0-2.5,0,Null
isletme enformatigi,4,Null,0,Null
halkla iliskiler ve reklamcilik ingilizce,1,3.0-4.0,0,Null
elektrik ve elektronik muhendisligi,hazirlik,Null,0,Null
ekonomi,4,2.5-3.0,0,Null
biyomedikal muhendisligi ing,1,Null,0,Null
tip,2,Null,0,Null
"radyo, televizyon ve sinema / siyaset bilimi ve uluslararasi iliskiler",3,3.0-4.0,0,Null
beslenme ve diyetetik,2,3.0-3.5,0,Null
matematik,3,3.0-4.0,0,Null
matematik,1,Null,0,Null
elektrik elektronik muhendisligi,1,Null,0,Null
siyaset bilimi%100 ingilizce,2,3.0-4.0,0,Null
bilgisayar muhendisligi,1,3.0-4.0,0,Null
endustri ve sistem muhendisligi,1,Null,0,Null
elektrik elektronik muhendisligi,1,Null,0,Null
endustri muhendisligi,1,3.0-3.5,0,Null
endustri muhendisligi,1,Null,0,Null
isletme,4,3.0-3.5,0,Null
bilgisayar muhendisligi,3,0.0-2.5,0,Null
bilgisayar muhendisligi,1,3.0-3.5,0,Null
endustri muhendisligi,4,0.0-2.5,0,Null
endustri muhendisligi,4,0.0-2.5,0,Null
ingilizce isletme,4,0.0-2.5,0,Null
ingilizce mutercim tercumanlik,3,3.0-3.5,0,Null
bilgisayar muhendisligi,2,3.0-3.5,0,Null
muhasebe ve denetim,3,0.0-2.5,0,Null
kentsel tasarim ve peyzaj mimarligi,4,2.5-3.0,0,Null
gastronomi ve mutfak sanatlari,3,0.0-2.5,0,Null
rehberlik ve psikolojik danismanlik,2,3.0-4.0,0,Null
tip,2,3.0-3.5,0,Null
elektronik ve haberlesme muhendisligi,3,Null,0,Null
halkla iliskiler ve tanitim,2,0.0-2.5,0,Null
matematik,2,2.5-3.0,0,Null
endustri muhendisligi,3,3.0-3.5,0,Null
endustri muhendisligi ing,1,Null,0,Null
bilgisayar muhendisligiing,1,Null,0,Null
mimarlik,1,Null,0,Null
endustri muhendisligi,2,3.0-4.0,0,Null
bilgisayar muhendisligi,4,0.0-2.5,0,Null
yonetim bilisim sistemleri,3,3.0-4.0,0,Null
bilgisayar muhendisligi,4,3.0-3.5,0,Null
avrupa birligi iliskileri/hukuk cift anadal programi,4,3.0-3.5,0,Null
iletisim sanatlari,4,3.0-3.5,0,Null
elektrik elektronik muhendisligi,4,3.0-3.5,0,Null
business administration,2,3.0-3.5,0,Null
elektrik-elektronik muhendisligi,2,3.0-3.5,0,Null
matematik,4,3.0-3.5,0,Null
ekonomi,3,3.0-3.5,0,Null
isletme,3,3.0-3.5,0,Null
bilgisayar muhendisligi,2,3.0-3.5,0,Null
isletme ingilizce,2,3.0-3.5,0,Null
insaat muh.,1,Null,0,Null
"sinema ve televizyon, psikoloji",4,2.5-3.0,0,Null
business administration,3,3.0-3.5,0,Null
mimarlik,1,Null,0,Null
turkce ogretmenligi,4,Null,0,Null
hukuk fakultesi,2,3.0-3.5,0,Null
halkla iliskiler ve tanitim,2,3.0-3.5,0,Null
siyaset bilimi ve uluslararasi iliskiler,2,2.5-3.0,0,Null
elektrik elektronik muhendisligi,1,Null,0,Null
endustri muhendisligi,1,Null,0,Null
psikoloji,2,3.0-3.5,0,Null
isletme,2,3.0-3.5,0,Null
elektrik elektronik muhendisligi,3,0.0-2.5,0,Null
elektrik-elektronik muhendisligi anadal / yazilim muhendisligi cift anadal,4,2.5-3.0,0,Null
bilgisayar muhendisligi,2,2.5-3.0,0,Null
beslenme ve diyetetik,2,3.0-3.5,0,Null
saglik yoentimi,2,3.0-3.5,0,Null
bilgisayar muhendisligi,3,2.5-3.0,0,Null
isletme-reklamcilik -cap-,4,3.0-4.0,0,Null
makine muhendisligi,1,Null,0,Null
bilgisayar muhendisi,4,2.5-3.0,0,Null
endustri muhendisligi,2,2.5-3.0,0,Null
siyaset bilimi,3,2.5-3.0,0,Null
isletmeingilizce,2,3.0-4.0,0,Null
ic mimarlik,hazirlik,Null,0,Null
isletme,3,2.5-3.0,0,Null
elektrik elektronik muhendisligi,3,2.5-3.0,0,Null
mimarlik,1,Null,0,Null
anestezi,2,Null,0,Null
endustri ve sistem muh.,2,0.0-2.5,0,Null
halkla iliskiler ve reklamcilik,2,3.0-3.5,0,Null
tarih,1,Null,0,Null
