Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri
kadin,1996/04/26,istanbul,sinop
erkek,1995/07/06,izmir,ankara
kadin,1995/05/16,agri,aydin
erkek,1996/09/20,erzincan,elazig
kadin,1995/04/10,ankara,kirikkale
kadin,1993/05/31,izmir,izmir
kadin,1994/09/15,sivas,istanbul
kadin,1991/01/07,batman,batman
erkek,1993/08/14,diyarbakir,istanbul
kadin,1992/01/01,bursa,istanbul
erkek,1994/07/02,diyarbakir,istanbul
erkek,1994/02/28,adiyaman,izmir
erkek,1994/07/12,istanbul,istanbul
kadin,1993/10/10,van,istanbul
kadin,1993/01/01,kayseri,istanbul
kadin,1993/03/29,ankara,ankara
erkek,1994/01/04,izmir,ankara
kadin,1996/01/30,istanbul,istanbul
erkek,1993/10/10,istanbul,istanbul
kadin,1993/05/28,adana,ankara
erkek,1994/03/06,ankara,ankara
kadin,1994/07/11,istanbul,istanbul
kadin,1993/03/10,elazig,ankara
kadin,1995/01/01,Null,izmir
kadin,1996/11/13,istanbul,isparta
erkek,1996/03/04,istanbul,duzce
kadin,1995/08/09,istanbul,istanbul
kadin,1994/06/30,antalya,antalya
kadin,1994/07/23,bitlis,antalya
erkek,1992/07/08,eskisehir,ankara
erkek,1994/01/10,istanbul,istanbul
kadin,1994/09/21,sanliurfa,gaziantep
kadin,1993/06/20,denizli,ankara
kadin,1991/08/04,ankara,ankara
erkek,1992/05/22,izmir,izmir
erkek,1992/01/11,istanbul,istanbul
erkek,1993/01/11,istanbul,istanbul
kadin,1993/08/01,izmir,izmir
kadin,1992/10/14,amasya,istanbul
erkek,1995/05/05,antalya,istanbul
erkek,1991/06/17,ankara,istanbul
erkek,1993/09/09,istanbul,istanbul
kadin,1994/05/25,istanbul,agri
erkek,1992/02/02,istanbul,kocaeli
erkek,1992/08/28,samsun,ankara
kadin,1993/01/02,istanbul,istanbul
erkek,1994/11/13,kocaeli,ankara
kadin,1994/03/19,mersin,istanbul
erkek,1995/02/21,samsun,istanbul
erkek,1994/01/24,istanbul,istanbul
erkek,1995/09/05,Null,istanbul
kadin,1995/01/25,aksaray,ankara
kadin,1993/09/03,aydin,aydin
kadin,1994/06/03,bursa,bursa
erkek,1992/08/24,bursa,izmir
kadin,1995/06/02,antalya,antalya
erkek,1993/01/01,balikesir,ankara
erkek,1993/09/16,usak,istanbul
erkek,1993/10/09,adana,adana
erkek,1995/07/15,karabuk,ankara
erkek,1995/01/24,sakarya,istanbul
erkek,1993/02/05,izmir,istanbul
erkek,1992/08/17,istanbul,ankara
erkek,1990/09/17,tunceli,istanbul
erkek,1994/01/18,malatya,izmir
kadin,1993/02/18,bursa,ankara
kadin,1993/04/28,izmir,izmir
kadin,1992/01/09,istanbul,istanbul
erkek,1997/03/12,istanbul,giresun
erkek,1991/01/20,kayseri,kayseri
kadin,1993/08/09,istanbul,istanbul
erkek,1992/05/16,gaziantep,mersin
kadin,1996/04/13,Null,istanbul
kadin,1998/04/03,istanbul,istanbul
kadin,1994/07/12,antalya,istanbul
kadin,1996/02/07,istanbul,istanbul
erkek,1994/06/05,aydin,izmir
kadin,1994/01/20,ordu,istanbul
kadin,1995/07/13,ankara,ankara
erkek,1995/06/22,ankara,ankara
kadin,1993/03/11,ankara,istanbul
erkek,1994/04/01,bursa,istanbul
kadin,1994/08/18,istanbul,ankara
erkek,1994/02/17,canakkale,istanbul
erkek,1993/11/15,izmir,ankara
kadin,1994/01/15,hatay,hatay
erkek,1992/04/09,ankara,ankara
erkek,1992/10/01,balikesir,ankara
kadin,1994/08/22,izmir,izmir
erkek,1996/10/03,istanbul,istanbul
erkek,1990/01/25,istanbul,istanbul
erkek,1994/01/23,ankara,adana
erkek,1994/01/20,gaziantep,istanbul
kadin,1995/09/29,Null,istanbul
kadin,1991/01/18,manisa,istanbul
erkek,1994/06/20,elazig,denizli
erkek,1995/01/01,sinop,istanbul
kadin,1996/10/01,hatay,ankara
erkek,1993/09/10,bursa,istanbul
erkek,1992/07/13,adana,istanbul
kadin,1994/05/14,zonguldak,istanbul
kadin,1991/09/05,istanbul,istanbul
erkek,1993/06/07,kocaeli,istanbul
erkek,1992/09/15,elazig,istanbul
erkek,1995/04/12,istanbul,kocaeli
erkek,1994/11/15,istanbul,istanbul
erkek,1992/07/21,Null,ankara
erkek,1992/02/12,mardin,trabzon
kadin,1995/07/01,istanbul,istanbul
erkek,1996/04/22,kayseri,kayseri
kadin,1996/08/13,balikesir,istanbul
kadin,1991/06/08,istanbul,istanbul
erkek,1993/10/15,izmir,izmir
kadin,1990/08/15,istanbul,sakarya
kadin,1995/12/26,kocaeli,istanbul
kadin,1993/05/26,ankara,ankara
kadin,1995/05/24,konya,istanbul
kadin,1995/06/12,erzurum,bursa
kadin,1994/02/05,hatay,istanbul
erkek,1995/01/19,erzincan,canakkale
erkek,1995/08/15,kirsehir,ankara
erkek,1995/07/26,istanbul,istanbul
erkek,1994/06/29,adana,usak
erkek,1994/04/12,denizli,denizli
kadin,1993/11/25,istanbul,istanbul
erkek,1993/06/01,ankara,ankara
kadin,1993/12/27,istanbul,istanbul
kadin,1994/01/24,mersin,mersin
kadin,1995/04/02,mugla,izmir
kadin,1994/06/11,konya,ankara
erkek,1992/04/20,istanbul,istanbul
kadin,1995/10/21,istanbul,istanbul
erkek,1994/02/06,Null,istanbul
erkek,1995/07/14,izmir,istanbul
erkek,1992/04/03,izmir,izmir
kadin,1995/06/21,edirne,istanbul
kadin,1995/07/19,istanbul,istanbul
erkek,1992/08/19,istanbul,istanbul
kadin,1995/02/01,izmir,ankara
kadin,1995/06/28,balikesir,istanbul
erkek,1996/02/12,izmir,izmir
erkek,1994/07/14,antalya,istanbul
kadin,1994/05/25,Null,Null
kadin,1991/06/08,istanbul,istanbul
erkek,1993/03/28,kocaeli,istanbul
erkek,1993/01/22,sanliurfa,istanbul
erkek,1993/08/11,kars,istanbul
kadin,1996/07/25,malatya,Null
kadin,1995/01/13,kirikkale,istanbul
erkek,1995/04/03,mersin,mersin
kadin,1996/05/25,hakkari,istanbul
kadin,1995/03/15,bursa,istanbul
erkek,1992/01/09,manisa,izmir
erkek,1992/02/05,izmir,ankara
kadin,1996/03/03,ankara,ankara
kadin,1993/01/20,antalya,istanbul
erkek,1995/04/03,istanbul,istanbul
erkek,1992/05/29,izmir,izmir
erkek,1995/01/05,bursa,istanbul
kadin,1995/01/01,mersin,istanbul
erkek,1994/02/03,kirklareli,istanbul
erkek,1994/10/05,aydin,istanbul
erkek,1993/01/02,Null,ankara
erkek,1996/11/26,istanbul,antalya
kadin,1996/04/02,ankara,ankara
erkek,1994/10/06,diyarbakir,istanbul
erkek,1995/03/01,konya,istanbul
erkek,1994/09/05,ankara,ankara
erkek,1993/01/12,kirsehir,ankara
kadin,1995/06/28,gumushane,istanbul
erkek,1994/07/15,antalya,istanbul
kadin,1993/02/17,istanbul,istanbul
erkek,1991/03/21,burdur,ankara
kadin,1994/01/29,izmir,izmir
kadin,1994/02/05,duzce,istanbul
erkek,1996/03/28,sirnak,istanbul
kadin,1992/10/01,konya,ankara
erkek,1995/08/12,bingol,istanbul
erkek,1993/02/02,samsun,istanbul
kadin,1996/01/25,balikesir,balikesir
kadin,1994/05/26,ankara,ankara
kadin,1995/01/03,sakarya,istanbul
erkek,1994/10/15,gumushane,istanbul
erkek,1992/02/03,eskisehir,ankara
kadin,1995/08/05,kilis,istanbul
kadin,1994/01/26,istanbul,istanbul
erkek,1995/03/09,antalya,antalya
erkek,1994/01/28,izmir,antalya
erkek,1994/01/21,istanbul,istanbul
erkek,1997/01/05,hakkari,ankara
erkek,1993/10/02,istanbul,bursa
erkek,1996/08/12,erzincan,istanbul
erkek,1993/04/07,istanbul,istanbul
erkek,1995/04/24,siirt,siirt
erkek,1993/06/23,izmir,izmir
kadin,1996/08/13,istanbul,istanbul
kadin,1990/11/16,samsun,mersin
erkek,1993/04/26,izmir,ankara
kadin,1995/03/01,istanbul,istanbul
kadin,1995/09/04,sivas,sivas
kadin,1994/02/05,manisa,istanbul
erkek,1994/04/10,antalya,antalya
kadin,1995/04/17,denizli,izmir
kadin,1995/06/29,istanbul,istanbul
erkek,1994/10/05,istanbul,istanbul
erkek,1993/10/27,kayseri,istanbul
kadin,1995/07/25,yozgat,ankara
erkek,1993/07/03,istanbul,istanbul
erkek,1994/08/08,malatya,malatya
kadin,1993/10/09,zonguldak,zonguldak
erkek,1992/03/08,ankara,istanbul
kadin,1993/03/26,antalya,antalya
erkek,1996/04/06,istanbul,istanbul
kadin,1992/06/20,bursa,istanbul
erkek,1994/11/26,mersin,istanbul
erkek,1993/07/26,istanbul,istanbul
erkek,1994/07/09,antalya,istanbul
erkek,1993/02/18,izmir,izmir
erkek,1994/08/16,kayseri,kayseri
erkek,1994/08/30,gaziantep,gaziantep
kadin,1993/01/07,istanbul,istanbul
kadin,1993/08/23,izmir,izmir
erkek,1992/04/17,ankara,izmir
kadin,1992/05/23,ankara,ankara
erkek,1995/05/16,ankara,ankara
erkek,1993/09/20,istanbul,istanbul
erkek,1994/08/31,diyarbakir,istanbul
erkek,1994/09/08,diyarbakir,istanbul
erkek,1998/01/25,antalya,istanbul
kadin,1995/09/28,istanbul,istanbul
erkek,1992/09/14,ankara,ankara
kadin,1993/12/14,izmir,izmir
erkek,1994/01/10,kilis,istanbul
kadin,1996/08/24,izmir,izmir
erkek,1993/11/18,istanbul,istanbul
kadin,1996/05/05,sakarya,kocaeli
erkek,1995/08/22,nigde,istanbul
erkek,1993/07/15,denizli,istanbul
erkek,1995/04/26,antalya,ankara
erkek,1993/08/05,izmir,istanbul
erkek,1993/06/25,duzce,ankara
erkek,1994/07/20,antalya,ankara
erkek,1993/06/14,istanbul,istanbul
erkek,1996/05/05,kayseri,ankara
erkek,1994/04/09,trabzon,istanbul
erkek,1995/03/09,ordu,istanbul
erkek,1993/07/01,adiyaman,gaziantep
kadin,1995/10/05,erzurum,ankara
erkek,1992/08/07,aydin,istanbul
erkek,1996/08/29,bursa,bursa
erkek,1991/04/17,nevsehir,istanbul
kadin,1993/09/11,konya,ankara
erkek,1993/01/23,aydin,istanbul
erkek,1992/08/29,izmir,istanbul
kadin,1992/06/21,istanbul,istanbul
kadin,1994/06/09,eskisehir,ankara
erkek,1993/10/31,ankara,ankara
kadin,1996/12/27,tokat,trabzon
erkek,1995/02/05,samsun,istanbul
kadin,1995/08/20,kayseri,istanbul
kadin,1990/04/23,kirikkale,konya
kadin,1995/06/30,bursa,ankara
kadin,1996/10/19,istanbul,kocaeli
erkek,1995/07/24,malatya,istanbul
erkek,1993/10/16,antalya,istanbul
kadin,1993/07/01,istanbul,istanbul
kadin,1995/09/24,izmir,izmir
erkek,1995/01/13,antalya,istanbul
erkek,1994/01/23,adiyaman,izmir
kadin,1995/01/01,aydin,aydin
kadin,1996/05/20,izmir,izmir
kadin,1990/01/01,erzurum,istanbul
kadin,1996/06/06,istanbul,istanbul
erkek,1993/10/10,izmir,izmir
kadin,1995/02/13,mersin,istanbul
erkek,1996/04/02,sivas,sivas
erkek,1993/09/09,mus,bursa
erkek,1993/06/07,canakkale,istanbul
erkek,1994/01/01,istanbul,istanbul
erkek,1996/07/15,eskisehir,antalya
erkek,1994/03/01,tekirdag,ankara
erkek,1996/07/23,istanbul,istanbul
erkek,1992/03/12,adana,istanbul
kadin,1991/10/30,kocaeli,izmir
erkek,1995/08/05,erzurum,ankara
erkek,1992/02/29,izmir,istanbul
kadin,1991/08/20,giresun,ankara
erkek,1993/01/10,kayseri,istanbul
kadin,1995/01/12,balikesir,ankara
erkek,1995/07/20,sivas,sivas
kadin,1994/03/01,nigde,istanbul
kadin,1992/12/23,ankara,ankara
erkek,1993/06/05,ankara,istanbul
kadin,1996/09/29,izmir,izmir
kadin,1995/02/17,istanbul,istanbul
erkek,1993/01/05,ankara,ankara
kadin,1996/04/11,adana,adana
kadin,1992/06/30,ankara,istanbul
erkek,1994/08/11,malatya,istanbul
kadin,1995/11/05,istanbul,istanbul
kadin,1995/04/08,Null,Null
kadin,1995/10/18,ordu,erzurum
erkek,1995/01/22,gaziantep,gaziantep
erkek,1991/05/26,diyarbakir,ankara
erkek,1993/09/16,diyarbakir,istanbul
erkek,1992/04/16,erzurum,izmir
erkek,1994/01/04,istanbul,istanbul
erkek,1992/03/18,istanbul,istanbul
kadin,1992/01/30,ankara,ankara
kadin,1995/03/22,antalya,antalya
kadin,1995/05/23,diyarbakir,ankara
erkek,1993/06/27,kayseri,izmir
erkek,1993/02/09,antalya,izmir
kadin,1993/10/16,kayseri,kayseri
erkek,1994/05/24,cankiri,istanbul
kadin,1994/06/08,istanbul,istanbul
erkek,1995/08/14,van,mugla
erkek,1993/07/17,mardin,istanbul
erkek,1994/01/01,istanbul,istanbul
kadin,1996/07/02,kilis,istanbul
kadin,1990/01/01,hatay,hatay
erkek,1995/01/03,sakarya,istanbul
kadin,1995/10/09,tekirdag,istanbul
erkek,1994/01/01,denizli,istanbul
erkek,1996/07/18,istanbul,istanbul
erkek,1996/07/06,bursa,bursa
erkek,1993/04/03,istanbul,istanbul
kadin,1995/02/20,malatya,istanbul
erkek,1994/07/05,konya,ankara
erkek,1992/08/18,mersin,istanbul
erkek,1995/04/10,istanbul,istanbul
erkek,1995/04/04,batman,kayseri
erkek,1996/10/12,ordu,istanbul
erkek,1994/09/22,ankara,ankara
erkek,1991/11/21,bursa,istanbul
erkek,1995/03/06,zonguldak,adana
erkek,1993/01/23,manisa,manisa
erkek,1995/02/22,kirklareli,istanbul
kadin,1994/08/30,ankara,ankara
erkek,1994/06/17,ankara,ankara
kadin,1993/08/02,istanbul,istanbul
kadin,1993/01/01,kayseri,kayseri
erkek,1994/06/08,ankara,istanbul
kadin,1993/05/19,izmir,izmir
kadin,1995/05/22,istanbul,istanbul
erkek,1993/03/21,antalya,istanbul
erkek,1994/04/21,adana,adana
kadin,1994/07/31,kocaeli,istanbul
erkek,1993/04/05,sirnak,istanbul
erkek,1995/07/27,izmir,izmir
kadin,1993/10/12,izmir,istanbul
erkek,1996/12/11,ankara,ankara
kadin,1994/09/24,izmir,istanbul
erkek,1992/08/21,samsun,istanbul
erkek,1994/02/18,van,istanbul
kadin,1993/09/04,izmir,izmir
kadin,1994/11/25,cankiri,istanbul
erkek,1995/02/13,mus,istanbul
erkek,1994/01/25,istanbul,istanbul
erkek,1994/10/30,konya,istanbul
kadin,1992/10/11,konya,konya
erkek,1993/09/27,usak,izmir
erkek,1997/01/30,sinop,istanbul
erkek,1994/05/11,sinop,istanbul
kadin,1995/09/24,istanbul,istanbul
erkek,1995/03/12,istanbul,istanbul
erkek,1992/11/19,mersin,mersin
erkek,1992/07/28,mersin,mersin
erkek,1996/08/10,konya,istanbul
kadin,1993/03/24,istanbul,istanbul
erkek,1994/08/12,ankara,istanbul
kadin,1995/04/12,ankara,ankara
erkek,1990/01/01,usak,istanbul
kadin,1995/09/24,tokat,istanbul
kadin,1994/07/01,bingol,istanbul
kadin,1995/10/04,kayseri,kayseri
kadin,1992/03/30,ankara,istanbul
kadin,1995/04/20,istanbul,istanbul
kadin,1995/03/15,balikesir,izmir
erkek,1995/03/03,hatay,adana
kadin,1993/10/22,istanbul,istanbul
erkek,1996/09/26,aydin,ankara
erkek,1996/08/01,karabuk,antalya
erkek,1997/05/31,samsun,samsun
kadin,1996/06/04,Null,sivas
erkek,1993/04/13,karabuk,ankara
erkek,1994/12/13,ordu,ordu
erkek,1992/07/05,izmir,izmir
kadin,1992/01/29,istanbul,istanbul
erkek,1996/02/26,istanbul,istanbul
erkek,1996/02/09,kastamonu,istanbul
erkek,1995/02/10,istanbul,istanbul
kadin,1996/05/24,balikesir,istanbul
kadin,1993/11/17,adiyaman,gaziantep
erkek,1991/10/19,izmir,istanbul
kadin,1996/07/05,istanbul,istanbul
kadin,1994/05/13,bursa,istanbul
erkek,1997/01/01,antalya,antalya
erkek,1995/07/05,mardin,istanbul
kadin,1995/06/16,istanbul,istanbul
erkek,1994/10/26,erzurum,istanbul
kadin,1996/07/01,canakkale,istanbul
kadin,1995/01/30,elazig,elazig
kadin,1996/04/21,amasya,kocaeli
kadin,1995/07/08,mersin,mersin
kadin,1994/07/29,gaziantep,gaziantep
kadin,1994/08/07,mersin,mersin
kadin,1995/03/28,istanbul,istanbul
kadin,1992/05/19,Null,ankara
kadin,1994/02/20,ankara,ankara
erkek,1992/01/18,bursa,istanbul
kadin,1995/03/12,istanbul,istanbul
erkek,1993/02/04,tokat,istanbul
erkek,1994/10/04,bursa,ankara
erkek,1991/04/30,hatay,hatay
erkek,1992/09/20,balikesir,balikesir
erkek,1995/02/01,antalya,istanbul
erkek,1993/09/02,istanbul,istanbul
erkek,1992/08/11,hakkari,istanbul
erkek,1994/01/11,konya,izmir
erkek,1992/06/15,konya,konya
erkek,1995/03/21,nevsehir,istanbul
erkek,1994/01/01,istanbul,istanbul
erkek,1994/10/31,bursa,istanbul
erkek,1995/08/15,hakkari,istanbul
erkek,1995/06/19,istanbul,istanbul
kadin,1996/04/11,kocaeli,istanbul
erkek,1994/01/01,ankara,ankara
erkek,1995/11/14,istanbul,aydin
erkek,1996/04/10,nigde,istanbul
erkek,1995/05/15,manisa,bursa
erkek,1991/06/05,trabzon,ankara
erkek,1995/07/02,kirsehir,kirsehir
erkek,1991/02/27,elazig,izmir
erkek,1993/05/15,mardin,istanbul
erkek,1995/07/27,istanbul,istanbul
erkek,1995/12/22,igdir,sirnak
erkek,1997/01/04,hakkari,hakkari
erkek,1993/04/20,hatay,hatay
kadin,1995/01/25,ordu,ordu
erkek,1995/03/03,kayseri,kayseri
erkek,1994/08/15,mardin,istanbul
kadin,1994/10/15,istanbul,istanbul
erkek,1990/10/12,sanliurfa,ankara
erkek,1996/02/01,van,istanbul
kadin,1996/02/12,ankara,mersin
erkek,1996/08/15,istanbul,istanbul
kadin,1994/11/23,istanbul,konya
kadin,1996/01/01,sivas,sivas
erkek,1994/12/12,mardin,mardin
erkek,1994/06/11,ankara,istanbul
erkek,1996/07/24,istanbul,istanbul
kadin,1997/03/05,istanbul,istanbul
erkek,1993/10/03,bitlis,istanbul
erkek,1993/05/31,burdur,izmir
kadin,1997/12/14,istanbul,istanbul
kadin,1996/01/27,izmir,istanbul
erkek,1996/08/17,agri,aydin
erkek,1996/04/16,konya,konya
erkek,1991/06/17,malatya,ankara
erkek,1992/03/12,mardin,istanbul
erkek,1994/02/15,ordu,istanbul
erkek,1994/09/10,igdir,istanbul
erkek,1995/07/14,ordu,istanbul
erkek,1995/03/17,hatay,istanbul
erkek,1995/04/05,siirt,trabzon
erkek,1996/10/24,kocaeli,istanbul
erkek,1995/10/27,istanbul,istanbul
erkek,1995/02/12,Null,Null
erkek,1991/10/17,antalya,antalya
erkek,1993/12/25,adana,adana
erkek,1991/01/29,istanbul,ankara
erkek,1990/08/11,van,adana
erkek,1993/11/12,bursa,istanbul
erkek,1996/07/29,izmir,manisa
erkek,1996/04/08,mersin,mersin
erkek,1996/03/16,istanbul,istanbul
erkek,1995/04/20,izmir,izmir
erkek,1992/08/24,canakkale,istanbul
erkek,1993/07/04,van,van
erkek,1995/10/15,kayseri,ankara
erkek,1995/02/28,kayseri,kayseri
erkek,1993/01/01,sivas,istanbul
erkek,1995/11/05,ordu,istanbul
erkek,1995/06/05,trabzon,istanbul
erkek,1994/08/14,istanbul,istanbul
erkek,1994/07/21,elazig,kayseri
erkek,1990/07/12,istanbul,istanbul
erkek,1996/01/23,balikesir,balikesir
erkek,1995/03/23,denizli,antalya
erkek,1996/04/11,kastamonu,istanbul
erkek,1994/02/28,konya,istanbul
erkek,1997/01/15,istanbul,istanbul
erkek,1995/03/02,batman,istanbul
erkek,1996/07/10,istanbul,istanbul
erkek,1993/01/01,mardin,mardin
erkek,1996/10/08,ankara,ankara
erkek,1995/09/01,ardahan,istanbul
erkek,1996/04/03,hatay,istanbul
erkek,1995/04/12,sivas,istanbul
erkek,1996/01/23,tokat,ankara
erkek,1994/04/05,istanbul,istanbul
erkek,1995/02/12,mersin,mersin
kadin,1996/09/23,mersin,istanbul
kadin,1996/02/16,manisa,istanbul
erkek,1996/09/20,erzincan,istanbul
kadin,1994/09/17,kirklareli,istanbul
kadin,1996/08/27,istanbul,istanbul
erkek,1993/09/16,usak,istanbul
kadin,1995/06/28,gumushane,istanbul
erkek,1995/02/28,kayseri,adana
erkek,1995/02/08,manisa,izmir
erkek,1994/01/01,ankara,ankara
kadin,1994/01/03,istanbul,istanbul
erkek,1996/05/24,istanbul,istanbul
erkek,1993/08/20,sanliurfa,izmir
kadin,1994/03/12,ankara,istanbul
erkek,1995/04/14,hatay,istanbul
kadin,1995/10/19,ankara,ankara
erkek,1995/02/04,manisa,istanbul
erkek,1994/09/28,zonguldak,istanbul
erkek,1996/07/27,istanbul,istanbul
erkek,1996/01/02,bursa,istanbul
erkek,1994/01/25,istanbul,istanbul
kadin,1996/08/19,izmir,istanbul
erkek,1993/12/25,istanbul,istanbul
erkek,1994/10/18,erzurum,izmir
kadin,1995/11/01,ankara,ankara
kadin,1995/03/15,bursa,istanbul
erkek,1995/11/09,izmir,ankara
erkek,1994/01/28,izmir,antalya
kadin,1995/05/15,erzurum,ankara
kadin,1995/02/10,kocaeli,istanbul
erkek,1996/01/19,balikesir,istanbul
kadin,1997/05/03,canakkale,istanbul
kadin,1995/03/19,artvin,istanbul
kadin,1995/07/20,balikesir,istanbul
erkek,1997/08/06,denizli,istanbul
erkek,1997/05/29,eskisehir,istanbul
erkek,1995/03/28,antalya,istanbul
kadin,1995/01/01,ankara,ankara
erkek,2016/06/13,istanbul,kahramanmaras
kadin,1995/04/17,istanbul,izmir
erkek,1991/03/30,denizli,istanbul
erkek,1994/06/28,ankara,ankara
erkek,1994/01/28,istanbul,antalya
kadin,1994/01/16,adana,ankara
erkek,1995/05/01,bursa,istanbul
erkek,1992/02/02,istanbul,istanbul
erkek,1997/06/06,corum,istanbul
erkek,1995/09/08,istanbul,izmir
kadin,1995/03/15,balikesir,izmir
kadin,1995/02/20,trabzon,istanbul
erkek,1997/10/03,izmir,istanbul
kadin,1997/02/22,ankara,ankara
erkek,1997/04/09,aydin,istanbul
kadin,1997/10/18,adiyaman,istanbul
kadin,2016/07/08,samsun,istanbul
erkek,1994/09/29,istanbul,istanbul
kadin,1996/10/27,izmir,istanbul
kadin,1995/01/26,izmir,izmir
erkek,1993/06/30,istanbul,istanbul
kadin,1993/12/24,ankara,istanbul
erkek,1995/07/24,erzincan,izmir
kadin,1995/06/06,istanbul,istanbul
kadin,1994/02/22,ankara,istanbul
erkek,1991/06/17,ankara,istanbul
erkek,1994/02/24,kocaeli,istanbul
erkek,1997/05/05,kastamonu,istanbul
kadin,1996/01/25,balikesir,istanbul
kadin,1995/06/21,edirne,istanbul
erkek,1997/11/05,sivas,istanbul
kadin,1993/07/04,denizli,istanbul
erkek,1996/10/14,ankara,ankara
kadin,1997/04/03,istanbul,istanbul
erkek,1996/11/16,konya,istanbul
kadin,1997/01/06,konya,bursa
kadin,1994/02/05,Null,istanbul
kadin,1997/02/07,sakarya,istanbul
erkek,1997/05/23,balikesir,istanbul
kadin,1997/04/08,istanbul,istanbul
kadin,1995/10/17,izmir,izmir
kadin,1997/03/30,istanbul,istanbul
kadin,1993/06/20,denizli,ankara
kadin,1994/05/25,sanliurfa,ankara
kadin,1995/03/03,istanbul,istanbul
erkek,1992/06/09,istanbul,istanbul
kadin,1995/06/29,istanbul,istanbul
erkek,1995/08/22,nigde,istanbul
erkek,1991/11/28,afyonkarahisar,istanbul
erkek,1995/04/25,erzurum,ankara
kadin,1994/10/27,ankara,ankara
kadin,1992/10/18,ankara,ankara
erkek,1996/12/12,istanbul,istanbul
erkek,1996/08/14,yozgat,istanbul
kadin,1997/01/07,sakarya,istanbul
erkek,1997/01/11,antalya,istanbul
erkek,1995/02/27,konya,istanbul
kadin,1996/04/11,kocaeli,istanbul
kadin,1994/10/10,kayseri,ankara
erkek,1997/07/29,kirikkale,istanbul
erkek,1995/11/11,sanliurfa,istanbul
kadin,1997/01/01,ankara,ankara
erkek,1991/01/11,istanbul,ankara
kadin,1995/06/19,canakkale,istanbul
kadin,1996/08/13,balikesir,istanbul
kadin,1994/07/23,kocaeli,istanbul
kadin,1997/09/09,istanbul,istanbul
erkek,1997/05/03,istanbul,trabzon
erkek,2016/10/26,erzurum,istanbul
erkek,1993/07/26,istanbul,istanbul
kadin,1994/05/24,konya,istanbul
erkek,1996/12/02,izmir,istanbul
kadin,1994/05/02,istanbul,istanbul
erkek,1995/03/03,aydin,izmir
kadin,1997/06/03,manisa,istanbul
erkek,1996/08/13,bursa,bursa
erkek,1994/03/15,karabuk,istanbul
erkek,1993/11/18,istanbul,istanbul
erkek,1995/08/31,sinop,istanbul
kadin,1995/07/17,antalya,ankara
kadin,1993/11/23,tokat,ankara
kadin,1995/08/18,konya,istanbul
kadin,1995/01/14,ordu,istanbul
erkek,1993/10/18,malatya,istanbul
kadin,1995/03/12,istanbul,istanbul
kadin,1995/04/08,izmir,izmir
erkek,1993/09/10,mus,ankara
erkek,1996/10/17,mardin,Null
erkek,1996/09/26,aydin,ankara
erkek,1994/03/30,bursa,istanbul
kadin,1995/08/08,ankara,istanbul
erkek,1991/11/14,konya,izmir
kadin,1996/04/28,ordu,istanbul
erkek,1995/03/06,antalya,izmir
erkek,1996/12/12,antalya,istanbul
erkek,1992/03/08,ankara,istanbul
kadin,1996/03/20,bolu,Null
erkek,1992/09/15,elazig,istanbul
kadin,1996/03/19,tekirdag,istanbul
kadin,1996/05/04,istanbul,istanbul
erkek,1994/05/13,diyarbakir,istanbul
erkek,1996/01/01,ankara,istanbul
kadin,1996/08/19,izmir,izmir
erkek,1995/04/07,corum,istanbul
kadin,1995/11/18,izmir,izmir
kadin,1995/01/01,aydin,istanbul
erkek,1995/07/15,karabuk,ankara
kadin,1995/04/03,mersin,ankara
erkek,1995/02/28,konya,istanbul
kadin,1994/10/07,kirklareli,istanbul
erkek,1997/01/01,istanbul,istanbul
erkek,1996/02/10,bursa,istanbul
erkek,1998/06/01,istanbul,istanbul
erkek,1994/10/13,manisa,istanbul
kadin,1997/02/01,rize,istanbul
erkek,1995/01/12,ankara,ankara
erkek,1996/02/09,istanbul,istanbul
erkek,1995/12/26,istanbul,istanbul
kadin,1994/09/24,izmir,istanbul
kadin,1994/04/01,antalya,istanbul
erkek,1997/12/01,tekirdag,istanbul
erkek,1995/12/01,erzincan,istanbul
kadin,1997/06/18,bursa,istanbul
kadin,1996/10/01,hatay,istanbul
kadin,1994/09/27,nigde,istanbul
erkek,1995/01/06,izmir,izmir
erkek,1994/03/03,sanliurfa,ankara
erkek,1995/07/12,manisa,istanbul
kadin,1993/04/14,antalya,istanbul
kadin,1995/05/08,kilis,istanbul
kadin,1995/07/26,ankara,ankara
erkek,1993/08/02,adana,Null
erkek,1996/11/19,eskisehir,istanbul
erkek,1996/08/05,erzurum,antalya
kadin,1997/01/15,edirne,istanbul
erkek,1994/01/11,aydin,istanbul
erkek,1996/01/05,Null,ankara
erkek,1996/12/17,canakkale,istanbul
erkek,1997/10/08,nigde,istanbul
erkek,1998/04/02,mersin,mersin
kadin,1997/02/07,mersin,antalya
erkek,1996/04/24,Null,istanbul
erkek,1994/08/08,malatya,istanbul
erkek,1995/02/09,istanbul,istanbul
kadin,1994/08/30,ankara,ankara
