Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Adi,Lise Adi Diger,Lise Sehir,Lise Turu,Lise Bolumu,Lise Bolum Diger,Lise Mezuniyet Notu,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
uluslararasi girisimcilik,2,2.5-3.0,0,mustafa kemal anadolu lisesi,Null,mersin,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
elektrik - elektronik muhendisligi,3,2.5-3.0,0,Null,nuh mehmet baldoktu,kayseri,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
uluslararasi ticaret ve finansman,4,3.0-4.0,0,konak anadolu lisesi,Null,izmir,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
ingilizce isletme,1,0.0-2.5,0,Null,izmit atilim anadolu lisesi,kocaeli,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,orta,Null
endustri muhendisligi,4,3.0-4.0,0,isparta suleyman demirel fen lisesi,Null,isparta,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
bilgisayar muhendisligi,1,Null,0,aydin fen lisesi,Null,aydin,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
uluslararasi iliskiler,2,3.0-4.0,0,kabatas erkek lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
muhasebe bilgi sistemleri/accounting information systems,4,2.5-3.0,0,hasan colak anadolu lisesi,Null,antalya,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
isletme,2,3.0-3.5,0,Null,bilkent erzurum laboratuvar lisesi,erzurum,Özel,esit agirlik,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi,2,2.5-3.0,0,turkler i.m.k.b anadolu ogretmen lisesi,Null,antalya,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
endustri muhendisligi,3,0.0-2.5,0,Null,edirne anadolu ogretmen lisesi,edirne,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
psikoloji,1,Null,0,adem tolunay anadolu lisesi,Null,antalya,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
bilgisayar muhendisligi,4,3.0-4.0,0,gazi anadolu lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
psikoloji,4,3.0-4.0,0,cemal mumtaz anadolu ogretmen lisesi,Null,eskisehir,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,Null,Null
cocuk gelisimi,2,2.5-3.0,0,kiz tek. ve meslek lisesi,Null,istanbul,meslek lisesi,Null,cocuk gelisimi ve egitimi,3.0-3.5,0,Null,Null
endustri muhendisligi,2,0.0-2.5,0,suleyman demirel anadolu lisesi,Null,aydin,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
Null,1,Null,0,Null,buca inci ozer tirnakli fen lisesi,izmir,fen lisesi,sayisal,Null,3.5-4.0,1,orta,Null
endustri muhendisligi,1,Null,0,erzincan nevzat ayaz fen lisesi,Null,erzincan,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
ceviribilim,3,3.0-4.0,0,Null,kirikkale anadolu ogretmen lisesi,kirikkale,anadolu lisesi,dil,Null,3.5-4.0,1,ileri,Null
moda tasarim,4,2.5-3.0,0,Null,balcova salih dede lisesi,izmir,duz lise,esit agirlik,Null,3.5-4.0,1,ileri,Null
makine muhendisligi,3,0.0-2.5,0,sivas ozel sultan murat lisesi,Null,sivas,fen lisesi,sayisal,Null,3.5-4.0,0,Null,Null
uluslararasi ticaret ve lojistik,3,2.5-3.0,0,Null,batman i.m.k.b belde lisesi,batman,duz lise,sayisal,Null,3.0-3.5,1,Null,Null
uluslararasi iliskiler ingilizce - siyaset bilimi ve kamu yonetimi yandal,2,3.0-4.0,0,cumhuriyet anadolu lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
psikoloji/insan ve toplum bilimleri,4,3.0-4.0,0,Null,ahmet hamdi gokbayrak anadolu ogretmen lisesi,bursa,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,Null,Null
endustri muhendisligi,3,2.5-3.0,0,Null,diyarbakir anadolu lisesi,diyarbakir,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
siyaset bilimi ve uluslararasi iliskiler,1,Null,0,koy hizmetleri anadolu lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
ingilizce isletme,2,Null,0,Null,mustafa kemal anadolu ogretmen lisesi,istanbul,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
psikoloji,4,3.0-4.0,0,Null,mesut ozata anadolu lisesi,van,anadolu lisesi,esit agirlik,Null,3.5-4.0,0,Null,Null
mimarlik,2,3.0-4.0,0,kabatas erkek lisesi,Null,istanbul,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
tip fakultesi,4,3.0-4.0,0,cankaya anadolu lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi,2,3.0-3.5,0,izmir fen lisesi,Null,izmir,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi,1,Null,0,tvo ozel sisli terakki lisesi,Null,istanbul,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
reklam tasarimi ve iletisim,1,3.0-4.0,0,imam hatip lisesi ve anadolu imam hatip lisesi,Null,istanbul,imam hatip lisesi,sozel,Null,3.5-4.0,1,ileri,Null
uluslararasi iliskiler- iktisatcift anadal,4,3.0-3.5,0,adana anadolu lisesi,Null,adana,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
bilgisayar muhendisligi,3,3.0-3.5,0,ankara ataturk anadolu lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
isletmehukuk,4,3.0-4.0,0,Null,gurlek nakipoglu lisesi,istanbul,duz lise,esit agirlik,Null,3.5-4.0,0,Null,Null
bilgisayar muhendisligi,2,0.0-2.5,0,kars fen lisesi,Null,kars,fen lisesi,sayisal,Null,2.5-3.0,1,Null,Null
uluslararasi ticaret ve finansman / uluslararasi lojistik yonetimi cift anadal,3,3.0-4.0,0,Null,zafer lisesi,Null,Özel,sozel,Null,3.0-3.5,1,orta,Null
uluslararasi iliskiler,1,3.0-4.0,0,Null,gonen anadolu ogretmen lisesi,isparta,fen lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
sivil hava ulastirma isletmeciligi,1,3.0-4.0,0,akcakoca anadolu ogretmen lisesi,Null,duzce,anadolu lisesi,esit agirlik,Null,3.0-3.5,0,Null,Null
isletme,2,0.0-2.5,0,Null,adile mermerci anadolu lisesi,istanbul,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
endustri muhendisligi,3,3.0-3.5,0,antalya anadolu lisesi,son sinif: ozel toros akdeniz anadolu ve fen lisesi,antalya,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi-ingilizce %75 burslu,2,0.0-2.5,0,metin nuran cakallikli anadolu lisesi,Null,antalya,anadolu lisesi,sayisal,yabanci dili:almanca,3.0-3.5,1,ileri,Null
"bilgisayar muhendisligini bitirdim, ciftdalim olan elektrik elektronik muhendisligi okuyorum",4,3.0-3.5,1,kilicoglu anadolu lisesi,Null,eskisehir,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
ekonomi,2,3.0-4.0,0,Null,acikogretim,istanbul,duz lise,esit agirlik,Null,3.0-3.5,1,ileri,Null
rehberlik ve psikolojik danismanlik,1,3.0-4.0,0,ceas anadolu lisesi,Null,sanliurfa,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
isletme,3,3.0-3.5,0,Null,lutfi ege anadolu ogretmen lisesi,denizli,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi,4,0.0-2.5,0,Null,dr.binnaz ege-dr.ridvan ege anadolu lisesi,ankara,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
yazilim muhendisligi,3,3.0-3.5,0,karabuk mehmet vergili fen lisesi,yildiz tinas izmiroglu anadolu lisesi,izmir,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
ingilizce isletme,4,3.0-3.5,0,Null,sisli mecidiyekoy lisesi,istanbul,duz lise,sayisal,Null,3.5-4.0,1,ileri,Null
sosyoloji ekonomi cift anadal,3,3.0-3.5,0,Null,ozel alman lisesi,istanbul,Özel,sayisal,Null,2.5-3.0,1,ileri,Null
lojistik yonetimi,4,3.0-3.5,0,nazilli anadolu lisesi,Null,aydin,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
psikoloji ingilizce,4,3.0-3.5,0,amasya anadolu lisesi,Null,amasya,anadolu lisesi,esit agirlik,Null,2.5-3.0,1,ileri,Null
endustri muhendisligi,1,3.0-3.5,0,metin nuran cakallikli anadolu lisesi,Null,antalya,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
isletme ekonomi ile cift ana dal,3,3.0-3.5,0,Null,giresun fen lisesi,giresun,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
uluslararasi finans,4,3.0-3.5,0,Null,sariyer vehbi koc vakfi lisesi,istanbul,duz lise,esit agirlik,Null,3.5-4.0,1,orta,Null
hukuk,4,3.0-3.5,0,Null,korkmaz yigit anadolu lisesi,istanbul,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi,3,3.0-3.5,0,Null,bahcesehir koleji fen ve teknoloji lisesi,istanbul,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
isletme,3,3.0-3.5,0,ozel feza lisesi,Null,samsun,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
isletme,2,2.5-3.0,0,avusturya lisesi,avusturya ticaret lisesi,istanbul,Özel,esit agirlik,ticaret,3.0-3.5,1,ileri,Null
endustri muhendisligi,2,2.5-3.0,0,Null,ozel ciragan fen lisesi,kocaeli,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
insaat muhendisligi,2,3.0-3.5,0,yusuf kalkavan anadolu lisesi,Null,mersin,anadolu lisesi,sayisal,devlet lisesi,3.0-3.5,1,orta,Null
bilgisayar muhendisligi,1,0.0-2.5,0,Null,samsun fen lisesi,samsun,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
bilgisayar bilimi,2,3.0-4.0,0,cagaloglu anadolu lisesi,Null,istanbul,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
ergoterapi,3,3.0-3.5,0,Null,ozkonak haci halil turkkan anadolu ogretmen lisesi,nevsehir,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
endustri muhendisligi,3,3.0-3.5,0,aksaray anadolu ogretmen lisesi,Null,aksaray,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi,4,2.5-3.0,0,Null,kuyucak anadolu lisesi,aydin,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
technology and knowledge management,3,2.5-3.0,0,bursa degistir,gemlik anadolu lisesi,bursa,duz lise,esit agirlik,Null,3.5-4.0,1,ileri,Null
ekonomi %30 ing,4,3.0-3.5,1,Null,nuri erbak anadolu lisesi,bursa,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
endustri muhendisligi,1,Null,0,Null,ted alanya koleji ozel lisesi,antalya,Özel,sayisal,Null,3.5-4.0,1,orta,Null
uluslararasi iliskiler,3,3.0-4.0,0,Null,balikesir rahmi kula anadolu lisesi,balikesir,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
elektrik ve elektronik muhendisligi,3,2.5-3.0,0,Null,simav anadolu ogretmen lisesi,kutahya,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
uluslararasi iliskiler,4,3.0-4.0,0,orhan cobanoglu lisesi,asil adi cobanoglu ticaret meslek lisesi listede bulamadim o yuzden burada belirtmek istedim.,adana,meslek lisesi,esit agirlik,bilgisayarli muhasebe bolumu,3.5-4.0,1,ileri,Null
elektrik-elektronik muhendisligi,2,3.0-4.0,0,ted karabuk koleji,Null,karabuk,Özel,sayisal,Null,3.5-4.0,1,ileri,Null
kontrol ve otomasyon muhendisligi,3,Null,0,Null,bandirma anadolu ogretmen lisesi,balikesir,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
enerji sistemleri muhendisligi-endustri muhendisligicift anadal,3,3.0-4.0,0,Null,izmir karsiyaka atakent anadolu lisesi,izmir,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
mekatronik muhendisligi,3,2.5-3.0,0,vefa lisesi,Null,istanbul,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
matematik muhendisligi - matematik,5,0.0-2.5,0,luleburgaz ramazan yaman fen lisesi,balakgazi lisesi,elazig,duz lise,sayisal,Null,2.5-3.0,1,ileri,Null
bilgisayar muhendisligi,3,3.0-4.0,0,yalova fatih sultan mehmet lisesi,yamanlar koleji,izmir,Özel,sayisal,Null,3.5-4.0,1,ileri,Null
uluslararasi iliskiler - iktisat cift anadal,4,3.0-4.0,0,ozel nilufer liseleri,Null,bursa,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
gorsel iletisim tasarimi,3,2.5-3.0,0,Null,foca reha midilli anadolu lisesi,izmir,anadolu lisesi,sozel,Null,3.0-3.5,1,ileri,Null
ekonomi ve finans,4,3.0-4.0,1,fevzi cakmak lisesi,Null,istanbul,duz lise,sayisal,Null,3.0-3.5,1,ileri,Null
yazilim muhendisligi,hazirlik,Null,0,giresun hamdi bozbag anadolu lisesi,Null,giresun,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
isletme,2,3.0-3.5,0,eyuboglu koleji,erhan ahmet inci lisesi,kayseri,duz lise,esit agirlik,Null,3.0-3.5,1,orta,Null
"uluslararasi ticaret, tam burslu",4,2.5-3.0,0,Null,istanbul kadikoy lisesi,istanbul,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
elektrik-elektronik muhendisligi,4,3.0-3.5,0,finike anadolu lisesi,fitnat nuri tekerekoglu anadolu lisesi,gaziantep,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
uluslararasi ticaret,2,2.5-3.0,0,ataturk lisesi,Null,aydin,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
biyomedikal muhendisligi,hazirlik,3.0-4.0,0,Null,sancaktepe samandira kiz anadolu imam hatip lisesi,istanbul,imam hatip lisesi,sayisal,Null,3.5-4.0,1,baslangic,Null
makina muhendisligi,2,3.0-3.5,0,akdeniz lisesi,Null,antalya,duz lise,sayisal,Null,3.0-3.5,1,ileri,Null
radyo ve televizyon ingilizce,1,3.0-4.0,0,toros gubre lisesi,tuncay azaphan anadolu iletisim meslek lisesi,istanbul,meslek lisesi,sozel,Null,3.5-4.0,1,orta,Null
uluslararasi iliskiler ve avrupa birligi,3,2.5-3.0,0,Null,doga koleji,denizli,Özel,esit agirlik,Null,3.5-4.0,1,ileri,Null
hukuk,3,3.0-3.5,0,Null,vkv koc ozel lisesi,istanbul,Özel,esit agirlik,Null,3.0-3.5,1,Null,Null
endustri muhendisligi,2,3.0-4.0,0,ankara ataturk anadolu lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
elektrik elektronik muhendisligi,1,2.5-3.0,0,Null,hurriyet anadolu lisesi,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
uluslararasi iliskiler,4,Null,0,Null,ankara ozel ari anadolu lisesi,ankara,Özel,esit agirlik,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi,3,0.0-2.5,0,antalya koleji lisesi,Null,antalya,Özel,sayisal,Null,3.5-4.0,1,ileri,Null
uzay muhendisligi,3,0.0-2.5,0,Null,gaziosmanpasa anadolu lisesi,istanbul,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
halkla iliskiler,4,3.0-4.0,0,canakkale ibrahim bodur anadolu lisesi,Null,canakkale,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,orta,Null
endustri muhendisligi,3,3.0-3.5,0,Null,buca anadolu lisesi,izmir,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
yazilim muhendisligi,3,0.0-2.5,0,Null,semsettin mursaloglu lisesi,hatay,duz lise,sayisal,Null,3.0-3.5,1,ileri,Null
elektrik elektronik muh,3,0.0-2.5,0,Null,bodrum marmara koleji,mugla,Özel,sayisal,Null,3.0-3.5,1,ileri,Null
matematik,4,0.0-2.5,0,sehzade mehmet lisesi,Null,manisa,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
turizm ve otel isletmeciligi,2,2.5-3.0,0,mehmet akif ersoy lisesi,Null,izmir,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,Null,Null
uluslararasi ticaret,1,3.0-3.5,0,Null,sabit buyukbayrak lisesi,istanbul,duz lise,esit agirlik,Null,2.5-3.0,1,orta,Null
isletme,2,0.0-2.5,0,Null,huseyin burge lisesi,istanbul,duz lise,esit agirlik,Null,2.5-3.0,1,ileri,Null
hukuk,2,0.0-2.5,0,tarsus amerikan koleji,Null,mersin,Özel,esit agirlik,Null,3.0-3.5,1,ileri,Null
management yonetim bilimleri,3,0.0-2.5,0,Null,ozel seckin koleji fen lisesi,gaziantep,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
halkla iliskiler ve reklamcilik,3,3.0-3.5,0,pazar endustri meslek lisesi,piri reis denizcilik lisesi,istanbul,meslek lisesi,Null,guverte yonetimi,3.0-3.5,1,orta,Null
tip,6,3.0-3.5,0,bornova anadolu lisesi,Null,izmir,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi,3,0.0-2.5,0,Null,denizli anadolu lisesi,denizli,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
isletme,4,0.0-2.5,0,Null,"acikogretim lisesi,gultepe lisesi",istanbul,duz lise,esit agirlik,Null,3.0-3.5,1,orta,Null
endustri muhendisligi,2,2.5-3.0,0,Null,guzelkent anadolu lisesi,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
elektrik-elektronik muhendisligi ve ekonomi cift anadal ogrencisi,4,3.0-4.0,0,bursa ali osman sonmez fen lisesi,Null,bursa,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
biyomedikal muhendisligi,4,0.0-2.5,0,adana anadolu lisesi,Null,adana,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
endustri muhendisligi,2,3.0-3.5,0,zonguldak ataturk anadolu lisesi,Null,zonguldak,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
marka iletisimi,1,3.0-3.5,1,Null,habire yahsi anadolu lisesi,istanbul,duz lise,esit agirlik,Null,3.5-4.0,1,orta,Null
matemataik - ekonomi,3,2.5-3.0,0,Null,bahcesehir fen ve teknoloji lisesi,istanbul,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
mimarlik,2,3.0-3.5,0,Null,elazig anadolu lisesi,elazig,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
isletme,1,3.0-4.0,0,Null,ozel ciragan fen lisesi,kocaeli,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
elektrik elektronik muhendisligi,1,0.0-2.5,0,tekirdag anadolu lisesi,Null,tekirdag,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
ekonomi,3,3.0-3.5,0,kalaba anadolu lisesi,cukurova elektrik anadolu lisesi,Null,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
molekuler biyoloji ve genetik,4,2.5-3.0,0,Null,haci sani konukoglu anadolu lisesi,gaziantep,anadolu lisesi,sayisal,Null,3.0-3.5,1,orta,Null
yonetim bilimleri,3,2.5-3.0,0,tvo ozel sisli terakki lisesi,Null,istanbul,Özel,esit agirlik,Null,3.0-3.5,1,ileri,Null
endustri muhendisligitam burslu,1,Null,0,nuh mehmet kucukcalik anadolu lisesi,Null,kayseri,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
hukuk,1,Null,0,ankara ataturk anadolu lisesi,Null,ankara,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
uluslararasi ticaret ve isletmecilik,Null,2.5-3.0,0,Null,aydin dogan anadolu iletisim meslek lisesi,istanbul,meslek lisesi,Null,gazetecilik,3.5-4.0,0,Null,Null
endustri muhendisligi,4,3.0-4.0,0,izmir fen lisesi,Null,izmir,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
antropoloji,4,2.5-3.0,0,Null,sakarya anadolu lisesi,sakarya,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
international trade and business,1,2.5-3.0,0,Null,dr. ilhami tankut anadolu lisesi,antalya,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
kimya,3,2.5-3.0,0,ankara degistir,ahmet alper dincer lisesi,ankara,duz lise,sayisal,Null,3.5-4.0,1,ileri,Null
radyo televizyon sinema,1,Null,0,antalya anadolu lisesi,Null,antalya,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,Null,Null
matematik,2,3.0-4.0,0,Null,mecidiye anadolu lisesi,erzurum,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
halkla iliskiler ve tanitim,2,3.0-3.5,0,hatay huseyin ozbugday anadolu lisesi,hatay ozbugday lisesi,hatay,duz lise,sozel,Null,3.0-3.5,1,ileri,Null
isletme,2,3.0-3.5,0,canakkale fen lisesi,Null,canakkale,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
iktisadi ve idari bilimler programciligi,hazirlik,Null,0,Null,Null,kirsehir,meslek lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
hukuk,1,Null,0,Null,istanbul erkek lisesi,istanbul,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
elektrik-elektronik muhendisligi,3,3.0-4.0,0,Null,orhan dengiz anadolu lisesi,usak,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
isletme,2,3.0-4.0,0,Null,denizli nevzat karalp anadolu lisesi,denizli,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
uluslararasi lojistik ve tasimacilik/cift anadal: uluslararasi ticaret ve isletmecilik,4,3.0-4.0,0,Null,bahcelievler necip fazil kisakurek lisesi,istanbul,duz lise,esit agirlik,Null,3.5-4.0,1,ileri,Null
tarih,1,Null,0,Null,naciye pehlivanli saran anadolu lisesi,Null,anadolu lisesi,sozel,Null,2.5-3.0,1,orta,Null
bilgisayar muhendisligi ingilizce,3,3.0-4.0,0,suleyman demirel anadolu lisesi,Null,istanbul,duz lise,sayisal,Null,3.5-4.0,1,orta,Null
endustri muhendisligi,3,3.0-4.0,0,yusuf kalkavan anadolu lisesi,Null,mersin,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
mimarlik,2,3.0-4.0,0,Null,kocaeli izmit fen lisesi,kocaeli,fen lisesi,sayisal,Null,3.5-4.0,1,orta,Null
uluslararasi ticaret,2,3.0-4.0,0,Null,izmir konak vali vecdi gonul anadolu lisesi,izmir,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
ekonomi,3,3.0-3.5,0,cagaloglu anadolu lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
uluslararasi iliskiler,2,3.0-4.0,0,gazi anadolu lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
yonetim bilimleri fakultesi,2,0.0-2.5,0,mustafa kemal lisesi,Null,ankara,duz lise,sayisal,Null,3.5-4.0,1,ileri,Null
isletme ingilizce,1,3.0-4.0,0,Null,izmir guzelbahce 60. yil anadolu lisesi,izmir,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
lojistik yonetimi || uluslararasi ticaret ve finansmancift anadal,4,3.0-3.5,0,Null,tire kutsan anadolu lisesi,izmir,anadolu lisesi,esit agirlik,Null,2.5-3.0,1,ileri,Null
ingilizce isletme %100 burslu,1,3.0-4.0,0,Null,edirne beykent fen lisesi,edirne,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
mimarlik,hazirlik,Null,0,kartal anadolu lisesi,Null,istanbul,anadolu lisesi,sayisal,Null,3.0-3.5,1,orta,Null
bilgisayar muhendisligi,4,2.5-3.0,0,Null,ozel basaksehir burc anadolu lisesi,istanbul,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
endustri muhendisligi,1,Null,0,Null,akif ersezgin anadolu lisesi,izmir,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
saglik kurumlari isletmeciligi,3,3.0-3.5,0,Null,Null,balikesir,anadolu lisesi,esit agirlik,Null,2.5-3.0,1,orta,Null
isletme,2,3.0-3.5,0,Null,ozel ege lisesi,izmir,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
ingilizce tip,2,3.0-3.5,0,Null,aldemir atilla konuk anadolu lisesi,antalya,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
matematik-bilgisayar,3,0.0-2.5,0,ceas anadolu lisesi,Null,sanliurfa,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
gazetecilik,5,3.0-3.5,0,kadikoy anadolu lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
uluslararasi ticaret ve isletmecilik,3,0.0-2.5,0,istanbul prof. dr. mumtaz turhan sosyal bilimler lisesi,uluslararasi bakalorya programi,istanbul,anadolu lisesi,esit agirlik,bakalorya programi,3.5-4.0,1,ileri,Null
isletme,3,2.5-3.0,0,sagkaya lisesi,arifiye anadolu ogretmen lisesi,sakarya,fen lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
hukuk,3,3.0-4.0,0,Null,ozel ciragan anadolu lisesi,kocaeli,Özel,esit agirlik,Null,3.5-4.0,1,ileri,Null
siyaset bilimi ve kamu yonetimi,2,Null,0,afsin anadolu ogretmen lisesi,afsin anadolu lisesi,Null,anadolu lisesi,esit agirlik,Null,3.5-4.0,0,Null,Null
molekuler biyoloji ve genetik,3,3.0-4.0,0,doktor binnaz ege-doktor ridvan ege anadolu lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi,1,Null,0,icel anadolu lisesi,Null,mersin,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
psikolojiingilizce,1,Null,0,Null,ismet alkan anadolu lisesi,hakkari,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
hukuk,2,3.0-4.0,0,bursa erkek lisesi,Null,bursa,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,baslangic,Null
siyaset bilimi ve kamu yonetimi,3,0.0-2.5,0,emel-mustafa usakli anadolu lisesi,Null,aydin,anadolu lisesi,esit agirlik,Null,2.5-3.0,1,orta,Null
elektronik ve haberlesme muhendisligi tam burslu,4,3.0-3.5,0,Null,izmir yunus emre anadolu lisesi,izmir,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
siyaset bilimi ve kamu yonetimi,1,3.0-3.5,0,Null,Null,ankara,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
elektrik elektronik muhendisligi%100 ingilizce,4,3.0-3.5,0,korkuteli anadolu lisesi,Null,antalya,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
