Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?
1,sosyal dayanisma ve yardimlasma toplulugu,0,yok,1,sen de gel-toplum gonulluleri vakfi,1,1,resmiyet duzeyi ne olursa olsun bulundugum her ortamda fikir beyan edebilmekte ve bu sayede yapmak istedigim bircok seyi yapabilmek..
1,"kadin girisimciler kulubu, turk sanat muzigi kulubu, hukuk kulubu, girisimcilik kulubu",0,yok,0,Null,1,0,Null
1,girisimcilik kulubu,0,yok,1,"girisimcilik kulubu,youth art,kariyerist",1,0,Null
1,ekonomi ve finans kulubu / havacilik kulubu / dans kulubu / sinema kulubu / girisimcilik ve kariyer kulubu / aiesec,1,bireysel,1,aiesec,1,1,ab projeleri ve startup calismalari
1,"orta dogu teknik universitesi bric kulubu, bilkent universitesi bric kulubu",1,bireysel,0,Null,0,0,Null
1,girisimcilik kulubu,1,bireysel,0,Null,1,1,startup weekend istanbul kasim 2012 birincisi olan library of staff ekibindenim.
1,koc universitesi hemsirelik kulubu,0,yok,1,"ogrenci hemsireler dernegi, turk dunyasi arastirmalari vakfi",1,1,hastaneye yatan kimsesiz hastam icin barinak ayarlama calismasi.
1,bi fikrim var klubu,0,yok,1,"umut atolyesikanserli kadin ve rehabilitasyon merkezi , bandirma engelliler dernegi, sagkal dernegi, skut dernegi, hayat sende genclik akademisi, cevre dostlari dernegi, bandirma genclik meclisi, ulusal genclik parlamentosu, stk platformu vb. bircok dernek",1,1,istanbuldaki ilk motosiklet festivali istmotofestin tum kurgusunu ve organizasyonunu yaptim. instagramda sanatla ilgi bir calisma yuruttuk. suan sivilfest organizasyonunu yurutuyoruz. kanserli kadinlarla ilgili bircok girisimciligi barindiran calismalar ustlendik. sivil toplum danisma merkezi kurma calismalarimiz da suan ilerlemekte. sivil toplum kuruluslarinin tum sorulari ve sorunlarina yardimci olabilecek genclerden olusan bir merkez hedefliyoruz.
1,"genc basari vakfi,taekwondo ihtisas spor klubu, saglil icin spor",1,bireysel,1,tobb girisimcilik vakfi,1,1,finansal okur yazarlik ve girisimcilik adli genc basari egitim vakfinda kendi sirketimizi kurarak yurutmeye calistik. buyuk basarilar ve deneyimler elde ettik bir fikrinmi var akademiden ozel olarak cagrilarak egitim aldik
1,istanbul ticaret universitesi girisimcilik kulubu-baskan,0,yok,1,kizilay,1,0,Null
1,turk dat toplulugu,0,yok,0,Null,1,0,Null
1,cankaya universitesi topluluklari ve digerleri,1,kaptan,0,Null,1,1,"ilgili oldugum alanlar dolayisiyla, kapsamina uygun yarisma olmadigindan,herhangi bir proje yarismasina girmis bulunmuyorum. fakat takim calismasi ve koordinasyon kabiliyetimle yuksek katilimci sayili organizasyonlar duzenledim. alanlarinda onde gelen isimlerle ilgili kisileri bir araya getirdim. kongreler, sempozyumlar ve kariyer gunlerinde yer aldim. universitemin bunyesindeki bir enstitude stajyerlik yaptim. yaz doneminde bos vaktimi degerlendirmek icin cesitli buro ve sirketlerde calistim. lojistik sektorune ilgiliyim ve bu alanin onde gelen akademisyenleriyle deneyimlerinden ve dusuncelerinden faydalanmak uzere surekli irtibat halindeyim."
1,yonetisim ve liderlik kulubu,0,yok,1,yga,1,0,Null
1,analograf fotograf kulubu,0,yok,0,Null,1,0,Null
1,genc girisimciler kulubu,0,yok,0,lider egitim vakfi,1,0,Null
0,Null,0,yok,1,young guru academy,1,0,Null
1,"sosyal sorumluluk toplulugu ,girisimcilik kulubu",0,yok,0,Null,1,1,evet okan universitesi sosyal girisimcilik ve microdinans merkezi ne 1.5 yil calisan ogrenci pozisyonundaydim
1,halic universitesi psikoloji kulubu,0,yok,0,Null,1,0,Null
1,koc universitesi bisiklet klubu,0,yok,1,ku gonulluleri,1,1,liseden beri surekli olarak internet uzerinden satis yapmaya calisiyorum. ayni zamanda bir internet sitesi girisimimiz var. sanal dunya haricinde de birtakim yemek urunleri satarak para kazanmaya calisiyoruz.
1,cankaya universitesi ieee,0,yok,1,turkiye bilisim dernegi genc calisma grubu,1,0,Null
1,"uluslararasi girisimcilik toplulugu, kuresel dusunce toplulugu, kis sporlari toplulugu...",1,kaptan,0,Null,1,1,"hazirlik yillarimda vivekanin duzenledigi start-up weekend etkinliginde fikrimiz ilk 10a secildi. fikrimizi, garajda urune donusturduk. vinein yayinlanmasindan 4 ay once, 10 saniye ile sinirli videolar paylasilmasina yarayan mobil uygulama gelistirdik. yatirimci bulduk. proje yoneticisi ve co-founderi oldugum 10 seconds projesiyle ilgilenirken, hazirlik egitimimi ihmal ettim ve 7. kez toefldan kalinca okulumu dondurup, projeyi birakip adanaya gitmek zorunda kaldim. simdi ise thegardrobeun ortagi ve genel koordinatoruyum."
1,tobb etu ieee ogrenci kolu,1,bireysel,0,Null,1,1,lisans egitimim boyunca iki farkli girisimde calistim. ilkinde android developer olarak gorev yaptim ancak fikir ayriligi sebebi ile ekipten ayrildim. ikinci calistigim girisim ise 2014 fellowlarindan olan umutcan dumanin evreka girisimi. kendisi ve ekibi ile 3 ay kadar calistim ancak derslerimin yogunlasmasi sebebiyle her ne kadar istesem de devam edemedim. gene de zaman zaman gidip yardimci olmaya calisiyorum. evreka projesinde gomulu sistemler uzerinde calisiyordum. internet baglantili dusuk enerji tuketimli bir sensor uygulamasi gelistirilmesinde gorev aliyordum. girisimin websitesi : evreka.co
1,ebru klubu,0,yok,0,Null,1,1,okulda projelerimizde yarattigimiz girisimci projelerimiz bulunmakta. bunun disinda ulkerin yapmis oldugu bir pazarlama yarismamizda kendi cikolatamizi yaratarak turkiye 4.su olduk. ileride de kendi meslegim hakkinda farkli ve yenilikci bir projem var.
1,girisimcilik kulubu,0,yok,1,turkiye iktisadi ve ticari ilimler talebeleri staj kurumu aiesec,1,0,Null
1,tobb etu girisimcilik ve liderlik,0,yok,1,aiesec,1,1,"yaklasik 1 sene once calismalarini basladigimiz mobil uygulama ve websitesi projesinin, mobil tarafinda sonuna gelmis bulunmaktayiz. web sitesi ayagi icin calismalar devam etmekte."
1,"koc universitesi girisimcilik kulubu, koc universitesi marketing kulubu, koc universitesi edebiyat kulubu, koc universitesi endustri muhendisligi kulubu, koc universitesi ieee, koc universitesi bilgisayar kulubu, koc universitesi bisiklet kulubu, koc",1,bireysel,1,tema ve deniz temiz dernegi,1,1,yeni bir sosyal medya projesi icin arkadaslarimla calismalar yaptik hala da yapim asamasindadir.
1,isletme klubu,0,yok,0,Null,0,0,Null
1,bilkent yatirim klubu-bilkent turkce toplulugu-bilkent turk dunyasi arastirmalari toplulugu-bilkent uluslararasi iliskiler ve avrupa birligi toplulugu-bilkent brand club,0,yok,1,milli dusunce merkezi-ankara,1,0,Null
1,mt ve or,1,bireysel,0,Null,1,0,Null
1,"avrasya girisimcilik ve motivasyon klubu, jci",0,bireysel,1,yesilay,1,0,Null
1,bilkent universitesi operational research klubu,1,bireysel,0,Null,1,0,Null
1,"tiyatro kulubu, turk tarih ve kultur toplulugu, losev gonullusu",0,yok,1,losev,1,1,cesitli egitim ve seminerlere katildim. diksiyon egitimi aldim.
1,mecisletme klubu / orendustri klubu / drama atolyesi,0,yok,1,yga,1,1,"4 ay once ilk start-up imi hayata gecirdim, bir saglik ve bilisim firmasi."
1,proje klubu,0,yok,0,Null,1,0,Null
1,sosyal sorumluluk arastirma ve uygulama merkezi,0,yok,1,cagdas yasami destekleme dernegi,1,1,lise de girisimcilik kulubu baskaniyim.
1,bilkent o.r,1,kaptan,0,Null,0,1,ortaokuldayken saatli ilac kutusu isimli bir projem odul almisti.
1,"okul icerisinde bulunan;tea talks with ceos,munazara kulubu,endustri muhendisligi topluluguies,su alti sporlari kulubu,politika kulubu",1,bireysel,0,Null,1,0,Null
1,industrial engineering society - yesilay klubu,1,bireysel,1,yesilay,1,1,"lise yillarinda, ozyegin universitesinde sosyal girisimcilik egitimine katilmami saglayan dogu-bati catismalari uzerine gerceklestirdigim proje uzerine entellektuel genclik sosyal girisimini baslattim."
1,yeditepe hayalimi paylas,0,yok,0,Null,1,0,Null
1,karsiyaka rotaract kulubu,0,yok,1,karsiyaka rotaract kulubu,1,0,Null
1,tuzla rotaract klubu,0,yok,1,tuzla rotaract,1,1,2 gunluk girisimcilik ve liderlik egitimine katildim ve girisimcilikle alakali cesitli konferanslarda bulundum.
0,Null,0,yok,1,"tog,yinfo",1,1,genc fikirler guclu kadinlar projesinde gaziantepte yasayan kadinlarin el emeklerini interneti kullanarak satmalarina yardimci olduk.
1,ortadogu arastirmalari platformu,0,yok,1,kimse yok mu dernegi,1,1,ilim sanat tarih edebiyat vakfinin gerceklestirdigi sosyal girisimcilik okulunda calismalarda bulundum
1,tiyatro ve muzikal klubu,0,yok,0,Null,1,1,role playing yaparak videolarla insanlara gosterme
1,istanbul ticaret universitesi girisimci muhendis ve mimarlar kulubu,0,yok,1,makina muhendisleri odasi,1,0,Null
1,"izmir ekonomi universitesi siyaset platformu kulubu, turk sanat muzigi kulubu, umut kulubu, toplum gonulluleri kulubu ve izmir genelinde calisan sulhsiyasette uzlasmaci liderler hareketi dernegi",1,bireysel,1,sulh dernegi ve tog,1,0,Null
1,anafen kolej spor,1,kaptan,0,Null,0,1,start up weekend istanbul 2.ligi
1,2071 genclik ve cocuk kulubu,0,yok,0,Null,1,0,Null
1,"destination imagination, edebiyat, kultur senligi komitesi",0,yok,0,Null,1,1,blog girisimi bayilirimboyleseylere.com kucuk e-ticaret isleri
1,emsaeuropean medical student association,0,yok,0,Null,1,1,"tip klubumuz emsa da cesitli organizasyonlar duzenledim, yutbatyeditepe uni.tibbi ve bilimsel arastirmalar toplulugunda organizasyon ekibindeydim. cesitli tip hocalarimizin makale calismalarinda bulundum. kizilay kurulusu ile ortak gerceklestirdigimiz ilk yilbalikesirde sonra karadenizde halka saglik taramalaarinda fiili gorev aldim."
1,bilkent universitesi genc girisimciler kulubu - bilkent universitesi toplumsal duyarlilik projeleri,0,yok,1,bilkent universitesi toplumsal duyarlilik projeleri,1,0,Null
1,munazara klubu,0,yok,0,Null,1,0,Null
1,uskudar universtesi reklamcilik kulubu baskanligi,0,yok,1,istanbul buyuksehir belediyesi genclik meclisi,1,1,cesitli seminerle katildim ve bazi projelerim var onlarla ilgili deneyim yasama sansim kismenoldu.
1,yonetisim ve liderlik kulubu,0,yok,0,Null,1,0,Null
1,2013-2014 bilkent ieee bilgisayar toplulugu baskani,1,bireysel,0,Null,1,1,su anda iki arkadasimla beraber bir e-ticaret uygulamasi yaziyoruz. bu yazin basinda ilk versiyonumuzu cikarmayi planliyoruz. kredi karti odemelerini isleyebilmek icin kisa zamanda sirketlesmemis gerekecek.
1,istanbul kultur universitesi isletme kulubu,0,yok,0,Null,1,0,Null
1,muhendislik toplulugu,1,bireysel,0,Null,1,0,Null
1,yasar universitesi lojistik toplulugu ve yeni yuksektepe aktif felsefe dernegi,0,yok,0,Null,1,1,internet uzerinden satis yapmayi iceren kucuk deneyimlerim oldu; ancak cesitli sebeplerden dolayi devam ettiremedim.
1,"mavaclub, edebiyat klubu",0,yok,0,Null,0,0,Null
0,Null,1,kaptan,0,Null,1,0,Null
0,Null,1,kaptan,0,Null,1,0,Null
1,kelebek etkisi,0,yok,0,Null,1,0,Null
1,"industrial engineering society : baskan yardimcisi ,aius talent :co-organizer ,international tennis association:director :",1,kaptan,0,Null,0,1,"aslinda bu kisma hayir secenegini isaretleyerek baslayacaktim fakat uzun suredir uzerinde calistigimiz bir yemekhane app i yapma projesi var daha cok tasarim ve soruna cozum uretme asamasindayiz ama hayir diyerek arkadaslarimin emeklerini ve kendi emeklerimi gormezden gelmek istemedim.tasarlamaya calistigimiz sey kisacasi su : su an nufusu 1500 olan bir okulda egitim goruyoruz ve en alt katta bir yemekhanemiz var haftada 5 gun gunluk 700-800 ogrenci burayi kullaniyor fakat ne bir yemek listesi ne de bir geri bildirim sistemine sahip degiliz, yemekler guzel olmadiginda ,yagli veya tuzlu oldugunda muhattap olarak kimseyi bulamiyoruz ya da bazi besinler hic tuketilmemesine ragmen israrla acik bufedeki yerini alirken surekli yemek istenilen yemekler salatalar cok uzun aralarla cikariliyor ,hem haftalik ve aylik olarak yemekleri gorebilecegimiz hem geri bildirimlerimizi kolayca yapabilecegimiz hem de kartlarimizin bakiyelerini uzun kuyruklar olmadan guncelleyebilecegimiz bir telefon uygulamasini tasarlama asamasindayiz."
1,atilim mobil uygulama klubu,1,bireysel,0,Null,1,0,Null
1,uluslarasasi finans ve ekonomi kulubu,1,bireysel,0,Null,1,1,yazlari islerde calistim
1,"inovasyon klubu, pdr toplulugu",0,yok,0,Null,1,0,Null
1,sanatsal etkinlikler toplulugu,0,yok,0,Null,1,0,Null
1,estiem - european students of industrial engineering and management,0,yok,1,turkishwin,1,1,su an uzerinde calistigim bir mobil uygulama fikrim var ve partnerimle beraber hayata gecirmek uzere calisiyoruz. 26 ulkeye acik bir girisimcilik yarismasinda ilk bese girerek finalist olduk.
1,"ieee, robot ve teknoloji klubu, dans klubu",0,yok,1,tog,1,1,"amator olarak mobil uygulama gelistiriyorum. henuz google playde bir uygulamam olmasada, uzerinde calistigim bir uygulama var. uygulamamin insanlarin hayatini kolaylastiracagini, e-ticarete farkli bir yon verecegini dusunuyorum."
1,siyaset ve demokrasi kulubu,1,kaptan,0,Null,0,0,Null
1,kisakes kisa film festivali,0,yok,1,dem dernegi,1,0,Null
1,"lojistik kulubu, genc tema",0,yok,1,tema,0,1,gecen yil universitelerarasi girisimcilik yarismasinda ikincilik almisti grubumuz.
1,"dusunce klubu, psikoloji klubu, girisimcilik klubu.",0,yok,0,Null,1,0,Null
1,munazara kulubu,0,yok,1,aiesec,1,0,Null
1,profesyoneller kulubu,0,yok,1,yga,1,0,kendi s
1,bahcesehir universitesi ekonomi ve finans kulubu,0,yok,1,turkiye egitim gonulleri vakfi,1,0,Null
1,kultur universitesi hukuk klubu / bogazici universitesi muzik klubu/ etik lider akademisi/,0,yok,1,oy ve otesi,0,0,Null
1,"yelken klubu ve endustri muhendisligi toplulugu,doga sporlari klubu",1,bireysel,0,Null,1,1,"cardesim cardhttp://www.cardesim.com/ adli universite ogrencilerine ozel bir indirim karti projesinde calistim.585 noktadakafe pi,hardrock cafe,pizza bulls vb.yerlerde gecerligecerli olan bu girirsimde ekip elemani ve danisman olarak calistim.ancak universite yurt odasina baslattigimiz bu projede istedigimiz basariya ulasamadik."
1,bilkent universitesi genc girisimciler kulubu,1,bireysel,0,Null,0,1,"benim girisimcilikle olan en onemli deneyimim, daha once de bahsettigim gibi bircok girisimciye destek olmaya calismam ve bu dogrultuda etkinlikler organize etmem dolayisiyla gerceklesti. bu dogrultuda kazandigim deneyimi, ileride yasayacagim 2 senelik bir sirket deneyiminden sonra kurmayi planladigim startup sirketinde uygulamaya koyarak girisimcilik dunyasina daha fazla entegre olmak istiyorum."
1,sabanci universitesi genc girisimciler kulubu,0,yok,0,Null,1,0,Null
1,"brand club, gazetebilkent",0,yok,1,genc baris insiyatifi,1,1,"ilk girisimcilik deneyimim, lisede yurtta kalan arkadaslarima marketten aldigim urunleri kantin fiyatindan daha ucuza satmak oldu."
0,Null,0,yok,1,losev,1,1,"genc fikirbazlar araniyor projesine secildim, ilk uc etkinlige katildim fakat , etkinligi yeterince iyi ayarlamamislardi, son etkinliklere katilim az bilgilendirmeler zayifti,bundan dolayi ptoje devamliligi saglanamadi yeterince.ilk kanvaslarimizi orada doldurduk kendi adima cok heyecanlanmistim, kendimi, orada 2 gun icinde yarattigim projemi 3 dakika icinde juriye sunmak beni cok heyecanlandirmisti."
1,koc universitesi girisimcilik kulubu,0,yok,0,Null,1,1,"bu noktada, ozellikle turkiyede, girisimcilik taniminin nasil yapildigi cok onemli. lise yillarimda yaptigim kazanc odakli ufak isler sonrasinda universiteye geldikten ve dogru olduguna inandigim insanlarla tanistiktan sonra girisimciligin, en azindan benim icin, para kazanmaktan cok daha fazla sey ifade ettigini kavradim. bu hevesle deger yaratmak, sorunlari cozmek ve kabulleri degistirmek adina ozellikle egitim alaninda calismalarda bulunuyorum. bilgi edinebilecegim herkesle gorusuyorum. cabaliyorum, deniyorum, belki her seferinde hedefi tutturamiyorum ancak girisimci olmanin varilacak bir yerden ziyade bir surec oldugunu dusunuyorum. bunu yasiyorum."
0,Null,0,yok,1,sabanci toplumsal duyarlilik projeleri,1,1,bazi klup etkinliklerinde yer aldim. bilisimle ilgili bazi konferanslara katildim.
1,konusan eller klubu,1,bireysel,0,Null,1,0,Null
1,"operational research kulubu, estiem, gazetebilkent",0,yok,0,Null,0,0,Null
1,endustri muhendisligi kulubu,0,yok,0,Null,1,1,nazede organik pazar
1,"baskent universitesi motor sporlari klubu,baskent universitesi girisimcilik klubu,baskent universitesi toplum gonulluleri klubu",0,yok,0,Null,1,0,Null
1,"gediz ekonomi klubu, gediz ultraslan galatasaray klubu, gesos klubu",1,bireysel,0,Null,1,0,Null
1,bilgili liderler kulubu,0,yok,1,ted alanya koleji mezunlari dernegi- losev- tegv- habitat kalkinma ve yonetisim dernegi- futuristler dernegi,1,1,"su an tum paydalarini ogrenci arkadaslarimin olusturmus oldugu sosyal girisim niteliginde olan bir konu bir konuk adli projede gonullu olarak halkla iliskiler sorumlusu olarak calismaktayim. bunun haricinde bircok girisimcilik organizasyonunda bulunmaya caba gosterdim: 20.11.2014-2015 habitat kalkinma ve yonetisim dernegi, iso ortakliginda ve tobb istanbul genc girisimciler kurulu calismalari kapsaminda gelistirilen istanbul girisimcilik ve inkubasyon merkezi projesi, istanbul kalkinma ajansi destegiyle, istanbul milli egitim mudurlugu, intel ve turk isadamlari dernegi?nin istirakciliginde hayata gelistirilmis, 12 aylik sure ile 19-29 yas arasindaki turkiye?de 100 gencin katilacagi projeye, genc fikirbaz olarak secildim ve bir yil boyunca yeni bir fikrin uretilme ve hayata gecirilme asamalari hakkinda bir takim egitimler aldim. 2015- anadolu egitim ve sosyal yardim vakfi?nin duzenlemis oldugu ??sosyal girisimci gencler?? projesi kapsaminda gerceklestirilen ??sosyal girisimcilik egitim semineri?? 26.02.2015- istanbul bilgi universitesinde duzenlenen girisimcilik soylesileri 2- altiparmak gida yonetim kurulu baskani ozen altiparmak"
1,"gazetebilkent, balkan economic forum, stratejik arastirmalar merkezi ogrenci platformu",0,yok,0,Null,1,0,Null
1,international ozu,0,yok,1,"duyarliozu, aiesec",1,0,Null
1,cag genclik klubu kurucusu ve baskani - cag uluslararasi proje ofisi kurucusu ve baskani,0,yok,1,losev,1,1,yapmis oldugum girisimle universitemde bir cag uluslararasi proje ofisi kurulmasini sagladim.
0,Null,0,yok,1,turk egitim dernegi,1,1,bilgisayar ve yazilim uzerine kucuk bir isletme kurdum fakat ogrenci oldugum icin ara vermek zorunda kaldim.
1,"ieee, aiesec",1,bireysel,0,Null,1,1,"aklima gelen cogu seyi yapmaya calisiyorum, yalniz oldugum icin hep yarim kaliyorum. cinden urun getirip sattim bir sure; web sitesi acip reklamlara yuklendim; blog yazdim insanlara takip ettirdim, onlari bilgilendirdim; kus yemini ucretsiz dagitip polaroid makineyle fotograf cekip mutlulugu yakaladim. karsi tarafa sattim."
1,"akbank dusunce kulubu, istanbul bilgi universitesi ogrenci konseyi, bilgi enerji kulubu, istanbul bilgi universitesi muhendislik fakultesi temsilcisi, turkiye ruzgar enerjisi birligi ogrenci uyeligi",0,yok,0,Null,1,0,Null
1,"fotografcilik,futbol,bowling ve sosyal yardimlasma ve dayanisma klupleri",0,yok,1,thku sosyal yardimlasma ve dayanisma kulubu,1,0,Null
1,"toplum gonulluleri , bauefk",0,yok,1,toplum gonulluleri,1,1,alin- bagislayin diye bir sosyal girisim hayata gecirmistim. wheelys cafe diye isvec menseeli bir firmayi turkiye2de acmak istedik ama yasal engeller cikti.
1,programming club,0,yok,0,Null,1,0,Null
1,yonetisim ve liderlik toplulugu baskan,0,yok,0,Null,1,0,Null
1,fotografcilik kulubu,0,yok,0,Null,1,0,Null
0,Null,0,yok,1,turkiye egitim gonulluleri vakfi,1,0,Null
1,girisimci gencler birligi,1,bireysel,1,sosyalben,1,1,daha once birkac sunucu sirketi ve buyuk forumlarda yoneticilik yaptim.
1,genc tema kulubu-isletme ve girisim kulubunuh naci yazgan universitesi,0,yok,1,tema vakfi,1,0,Null
1,ufuk universitesi kariyer yonlendirme komitesi uyeligi,0,yok,0,Null,1,0,Null
1,toros universitesi endustri muhendisligi,1,bireysel,1,world merit turkey,0,1,"2015 yilinin mayis ayinda istanbulda dunya girisimcilik,yenilik ve teknoloji konferansina konusmaci olarak katildim ve girisimcilikle ilgili yazdigim uluslarasi dergilerde yayinlanan makalemi sunmaya gittim."
1,universite medya birligi,1,bireysel,0,Null,0,1,cocuklugumdan beri sahil sitelerinde limonata satmak gibi kucuk girisimlerim olmustu. universite yillarimdaki girisimlerimin basinda ise sosyal medya etkilesimi oldu sosyal medya egitimleri aldim ve kendi web sayfami actim. bunun haricinde kar amaci gutmeyen bir medya kurulusunda gonullu gorev almaya basladim. okulumuzun girisimcilik kulubunde seneye baskan yardimciligi yapmaya basliyorum. uluslarararasi bir sosyal medya projesine secildim. yazimi avrupada gecirecegim.
1,sancaktepe genc gelecek bilim klubu,0,yok,0,Null,1,1,"tubitak arastirma projeleri yarismasi, gau yaratici fikirler yarismasi, proje park biyo-med yarismasi gibi yarismalara basvuru yaptim ve tecrube kazandim. girisimci gencler birligi gigeb uyeyim. sancaktepe genclik merkezinde grafik tasarim ile ilgileniyorum. turkiye genclik vakfinda okul temsilcisiyim."
1,makina muh klup,0,yok,0,Null,1,0,Null
1,genclik spor,1,bireysel,0,Null,0,0,Null
1,fotografcilik klubu,1,kaptan,0,Null,0,1,kendime ait instagram sayfam var en buyuk hayalim ajans sahibi olmak. reklamcilik alaninda cok buyuk projelerim var.
1,"hukuk fakultesi klubu, hukuk fakultesi ogrenci dergisi",0,yok,0,Null,1,1,yganin kamplarinda bircok deneyim elde ettik. birlikte projeler urettik.
1,endustri muhendisligi operational research kulubu,0,yok,0,Null,1,0,Null
1,atilim ieee ogrenci kolu,0,yok,1,turkiye bilisim dernegi,1,1,web uzerine neyapneyapma.com girisimini yaptik fakat ekipsel aksakliklar nedeniyle 7 aylik surec sona erdi.
1,"pazarlama kulubu, globalaid, tiyatro kulubu, google team, kuwib women in business",0,yok,1,"carma, turkishwin",1,1,global aid i kurup onun icin urettigimiz her proje benim icin bir girisimdi.
1,endustri muhendisligi kulubu - edebiyat kulubu,0,yok,1,kadikoy aktiffelsefe gea,1,1,"yazlari sahilde hediyelik esya, taki vs. satmak"
1,nebula uzay sistemleri kulubu,0,yok,0,Null,1,1,arkadaslarimizla birlikte yurutmeye basladigimiz bir projemiz devam etmektedir.
1,istanbul ticaret universitesi halkla iliskiler ve reklamcilik kulubu,1,bireysel,0,Null,0,0,Null
0,Null,0,bireysel,1,gunkoy-tdp,1,1,"ucret karsiligi odev yaptim, karaborsa olarak bilet sattim, lisedeyken websitesi yapmistim fakat pek ilgi gormemisti."
1,izmir universitesi bilisim kulubu,0,yok,0,Null,1,0,Null
1,marka kulubu/dart ve bowling kulubu,1,kaptan,0,Null,0,1,seri girisimci 6 marka/sirket
1,bilkent universitesi genc girisimciler kulubu,0,yok,1,system and generation,1,1,"bilkent universitesi genc girisimciler kulubunde aktif olarak gorev aldigim surece gerek yerelde gerceklestirdigimiz ankara startup zirvesi sayesinde, gerekse yurtdisinda dublin, paris, amsterdam ziyaret ettigim startup, kulucka merkezleri ve exit yapan sirket calisanlari sayesinde farkli irisimcilik ekosistemlerinde yer alma firsati yakaladim ancak kendi sahsi bir girisimim henuz bulunmamakta."
1,aiu gastronomy society,0,yok,0,Null,1,0,Null
1,istanbul kultur universitesi kariyer kulubu,0,yok,1,losev,1,1,"makedonyadan mimarlik/muhendislik okuyanlar ve bu meslekleri icra edenler icin urun ithal edip turkiye ve azerbaycan pazarinda satmayi amaclayan bir e-ticaret sitesi kurma planimiz vardi ve bunun icin de lojistik,odeme sistemi gibi islemleri halletmemize ragmen gumruk konusunda problem yasadigimiz icin bir sureligine askiya almak zorunda kaldik."
1,"sinema, bisiklet,el club del espanol,",1,bireysel,0,Null,1,0,Null
1,"bilgi universitesi girisimcilik kulubu, avrupa genc hukukcular kulubu",0,yok,1,greenpeace,1,1,lisede yer aldigim muzik grubunun 2 albumunun cikmasi icin toplamda 20 bin tl gibi bir rakamin toplanmasi icin sponsorluk calismalarinin liderligini ustlendim. basarili album satislari sonucunda 10 bin tl kar elde ettim. lisenin geleneksel yillik yemek ve cay organizasyonlari yonetiminde bulundum.
1,"muzikus, radyosu",1,bireysel,0,Null,1,1,"gaziantep tekstil sektorunde ileri gelen bircok isimle tanisip pazarlama ve finans departmanlariyla spesifik bazi urunler hakkinda pamuk, pamuk ipligi cesitli alim-satim stratejileri belirledim. istanbulda islerinde ileri gelen bazi firmalarin british american tobacco, yucel boru, hadimkoy tekstil marka mudurleriyle cesitli gorusmelere katilip pazarlama stratejileri hakkinda bilgiler aldim ve bu konularda bazi projeler hazirladim."
1,hayvanseverler kulubu,0,yok,0,Null,1,0,Null
1,"yeditepe universitesi munazara klubu, 2013 e kadar aktif uyelik, tangopera dans studyosu asistanligi 2013,2014 tangoist dans studyosu aktif",0,yok,0,Null,1,0,Null
1,endustri ve verimlilik toplulugu,0,yok,0,Null,1,1,"thegardrobe adinda bir sosyal ag kurduk. herkes evden cikmadan once aynaya bakar mottosu ile yola ciktigimiz girisimimizde web sitesi app ve android uygulamalarini cikarttik. ayrica mudo, mavi gibi bir cok marka ile gorusmeye gittim. suan hala start up duzeyinde olan girisimimiz gelisme evresinde. yatirimcilarla gorusmelerimizde devam etmektedir."
1,girisimcilik kulubu,0,yok,1,losev,1,1,2 yil ag pazarlama ve liderlik deneyimi
1,"isik universitesi muzik klubu,endustri muhendisligi klubu,dans klubu, isik universitesi otizm orkestrasi klubu, isik universitesi basin-yayin klubu,",0,bireysel,0,Null,1,0,Null
1,ieee,0,kaptan,0,Null,0,1,ieee kulubu olarak girisimcilik gunlerinin duzenlenmesinde yer aldim. girisimcilere fikir alisverisi yapilabilecek ortami sagladigimiz bu etkinlikte basarili bulunan dusuncelerin desteklenmesini amacladik.
1,erasmus student network,0,yok,1,erasmus student network,0,1,"okulum icerisinde biyomedikal toplulugunun kurucu baskanligini yaptim. kurulus dilekcesinden butcelendirilmesine , recruitment kismindan senelik faaliyetlerine kadar tum asamalarda yer aldim ve onderlik etmeye calistim . kurulusunun ilk senesinde ulusal bazda biyomedikal muhendisligi ogrenci bulusmasina biomeb ev sahipligi yaptik."
1,arel endustri muhendisligi klubu,0,yok,0,Null,1,0,Null
0,Null,1,bireysel,0,Null,1,0,Null
1,ku gonulleri,1,bireysel,0,Null,0,1,"emirganda iki yaz boyunca bir misir tezgahi alip haslanmis misir sattim. ayrica universitede bir arkadasimla beraber evimize kucuk bir sinif kurup bazi matematik, ekonomi derslerinde ozel dersler verdim."
0,bilgi uni. - yapi klubu,1,bireysel,0,Null,1,0,Null
1,gazetebilkent kultur-sanat yazarligi/ bahtiyar ebru atolyesi ebruzen,0,yok,0,Null,1,0,Null
