index2,Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Kardes Sayisi
452,2014,50.0,kadin,1995/01/25,aksaray,aksaray,3
453,2014,32.0,kadin,1994/04/06,istanbul,Null,4
454,2014,29.0,kadin,1992/01/10,istanbul,istanbul,4
455,2014,32.0,kadin,1994/01/01,izmir,izmir,3
456,2014,34.0,kadin,1995/04/23,istanbul,Null,1
457,2014,41.0,erkek,1991/01/09,Null,Null,11
458,2014,16.0,erkek,1990/01/28,Null,Null,8
459,2014,12.0,erkek,1991/01/01,mugla,ankara,1
460,2014,37.0,erkek,1992/10/12,Null,Null,Null
461,2014,48.0,kadin,1991/01/07,batman,gaziantep,3
462,2014,18.0,kadin,1995/03/29,kirikkale,istanbul,Null
463,2014,28.0,erkek,1993/01/24,mersin,Null,0
464,2014,31.0,erkek,1993/07/22,trabzon,istanbul,4
465,2014,56.0,erkek,1992/09/20,nigde,istanbul,4
466,2014,41.0,erkek,1994/10/05,Null,istanbul,1
467,2014,18.0,erkek,1991/07/31,Null,Null,1
468,2014,50.0,erkek,1993/05/16,kahramanmaras,istanbul,Null
469,2014,30.0,kadin,1995/06/09,istanbul,istanbul,2
470,2014,12.0,erkek,1992/07/12,izmir,izmir,2
471,2014,28.0,erkek,1995/01/01,adana,Null,3
472,2014,36.0,kadin,1994/01/21,samsun,ankara,1
473,2014,48.0,erkek,1994/10/08,Null,Null,2
474,2014,12.0,erkek,1991/07/31,Null,Null,2
475,2014,44.0,erkek,1994/01/04,izmir,istanbul,0
476,2014,40.0,kadin,1994/03/13,batman,batman,Null
477,2014,38.0,kadin,1993/01/10,Null,istanbul,3
478,2014,8.0,erkek,1992/03/24,bursa,bursa,1
479,2014,32.0,erkek,1993/01/01,antalya,istanbul,1
480,2014,26.0,kadin,1993/01/04,kutahya,kutahya,Null
481,2014,26.0,kadin,1986/06/25,Null,istanbul,2
482,2014,23.0,erkek,1995/02/22,kirklareli,Null,2
483,2014,16.0,erkek,1993/11/29,trabzon,trabzon,4
484,2014,32.0,erkek,1993/05/19,denizli,istanbul,4
485,2014,41.0,kadin,1992/07/08,bursa,bursa,1
486,2014,64.0,kadin,1991/07/31,ankara,istanbul,1
487,2014,18.0,erkek,1995/07/03,ankara,Null,0
488,2014,14.0,erkek,1994/10/02,balikesir,istanbul,1
489,2014,28.0,erkek,1993/02/09,Null,izmir,3
490,2014,57.0,kadin,1994/09/05,Null,Null,1
491,2014,52.0,kadin,1994/10/27,izmir,istanbul,1
492,2014,28.0,kadin,1995/07/20,bursa,Null,5
493,2014,28.0,erkek,1992/06/14,duzce,istanbul,3
494,2014,32.0,kadin,1991/01/27,Null,istanbul,2
495,2014,42.0,kadin,1993/01/01,afyonkarahisar,afyonkarahisar,Null
496,2014,40.0,erkek,1991/02/27,elazig,usak,1
497,2014,22.0,erkek,1990/01/01,isparta,istanbul,2
498,2014,48.0,kadin,1995/01/01,Null,istanbul,4
499,2014,53.0,kadin,1994/07/20,aydin,Null,1
500,2014,52.0,kadin,1994/02/14,denizli,istanbul,1
501,2014,49.0,kadin,1994/01/11,istanbul,Null,1
502,2014,36.0,erkek,1990/03/18,Null,izmir,1
503,2014,32.0,erkek,1993/09/02,zonguldak,istanbul,1
504,2014,26.0,erkek,1990/03/05,sivas,istanbul,3
505,2014,34.0,erkek,1991/07/08,Null,sakarya,1
506,2014,38.0,erkek,1993/07/06,balikesir,Null,2
507,2014,50.0,kadin,1993/11/15,kayseri,kayseri,3
508,2014,28.0,erkek,1991/09/18,Null,istanbul,2
509,2014,62.0,erkek,1991/06/15,ankara,Null,Null
510,2014,51.0,kadin,1995/08/29,erzurum,erzurum,Null
511,2014,42.0,kadin,1991/07/17,mersin,istanbul,Null
512,2014,18.0,kadin,1994/08/14,Null,istanbul,Null
513,2014,44.0,kadin,1993/06/19,izmir,istanbul,4
514,2014,36.0,kadin,1994/06/17,kirklareli,istanbul,2
515,2014,21.0,erkek,1992/12/05,izmir,Null,1
516,2014,42.0,kadin,1992/02/11,zonguldak,istanbul,2
517,2014,60.0,kadin,1995/01/16,Null,istanbul,4
518,2014,26.0,erkek,1993/08/14,ankara,Null,Null
519,2014,66.0,kadin,1991/06/19,aydin,istanbul,3
520,2014,38.0,kadin,1993/01/02,istanbul,istanbul,Null
521,2014,44.0,kadin,1994/04/11,izmir,ankara,1
522,2014,54.0,kadin,1993/02/24,istanbul,Null,1
523,2014,42.0,kadin,1993/04/09,balikesir,ankara,1
524,2014,38.0,kadin,1995/01/07,istanbul,antalya,2
525,2014,18.0,erkek,1993/08/25,izmir,istanbul,2
526,2014,36.0,kadin,1992/08/03,ankara,istanbul,1
527,2014,24.0,erkek,1993/03/23,mersin,istanbul,5
528,2014,18.0,erkek,1995/01/29,Null,izmir,1
529,2014,46.0,kadin,1993/09/26,diyarbakir,istanbul,1
530,2014,34.0,kadin,1990/04/30,yozgat,Null,3
531,2014,28.0,kadin,1991/06/14,istanbul,istanbul,Null
532,2014,34.0,kadin,1991/06/08,amasya,istanbul,4
533,2014,23.0,kadin,1995/09/24,izmir,izmir,1
534,2014,14.0,erkek,1994/03/31,isparta,istanbul,1
535,2014,22.0,erkek,1990/08/21,antalya,istanbul,1
536,2014,41.0,erkek,1993/05/13,isparta,istanbul,2
537,2014,28.0,erkek,1993/03/11,kahramanmaras,istanbul,3
538,2014,40.0,kadin,1994/09/19,istanbul,istanbul,2
539,2014,38.0,kadin,1994/08/04,bolu,bolu,0
540,2014,46.0,kadin,1993/01/22,trabzon,trabzon,Null
541,2014,33.0,kadin,1992/04/14,istanbul,Null,2
542,2014,28.0,kadin,1994/01/26,istanbul,istanbul,1
543,2014,28.0,erkek,1993/07/01,kayseri,istanbul,4
544,2014,36.0,erkek,1993/11/24,Null,mersin,4
545,2014,14.0,erkek,1991/06/14,izmir,kocaeli,0
546,2014,40.0,kadin,1992/10/05,Null,ankara,2
547,2014,36.0,kadin,1993/02/05,elazig,Null,3
548,2014,48.0,kadin,1992/01/05,Null,Null,2
549,2014,30.0,kadin,1993/10/05,istanbul,istanbul,1
550,2014,26.0,kadin,1995/09/19,sinop,istanbul,2
551,2014,28.0,kadin,1995/03/08,zonguldak,istanbul,0
552,2014,55.0,kadin,1993/10/20,aydin,Null,Null
553,2014,22.0,kadin,1992/05/14,mugla,Null,Null
554,2014,18.0,kadin,1995/09/21,izmir,izmir,1
555,2014,34.0,kadin,1988/09/10,Null,istanbul,2
556,2014,58.0,kadin,1970/01/01,istanbul,istanbul,1
557,2014,26.0,erkek,1993/08/12,istanbul,Null,0
558,2014,48.0,erkek,1994/01/24,Null,istanbul,1
559,2014,48.0,erkek,1995/01/18,izmir,istanbul,3
560,2014,42.0,erkek,1993/01/01,manisa,Null,2
561,2014,34.0,erkek,1993/08/27,denizli,ankara,0
562,2014,46.0,kadin,1993/05/27,istanbul,istanbul,3
563,2014,18.0,erkek,1995/06/24,Null,Null,Null
564,2014,52.0,erkek,1992/04/09,ankara,ankara,1
565,2014,34.0,erkek,1991/03/30,izmir,izmir,0
566,2014,29.0,erkek,1994/06/06,istanbul,Null,2
567,2014,26.0,erkek,1991/07/22,Null,Null,1
568,2014,28.0,erkek,1995/01/26,izmir,izmir,1
569,2014,20.0,erkek,1992/03/02,van,izmir,7
570,2014,28.0,erkek,1993/08/21,mardin,gaziantep,5
571,2014,28.0,erkek,1992/06/01,sanliurfa,trabzon,7
572,2014,34.0,erkek,1992/03/29,Null,izmir,Null
573,2014,8.0,erkek,1995/02/21,karabuk,istanbul,2
574,2014,44.0,erkek,1991/07/17,bursa,Null,0
575,2014,48.0,kadin,1995/04/15,izmir,izmir,1
576,2014,28.0,kadin,1992/02/05,izmir,izmir,2
577,2014,34.0,kadin,1992/06/22,Null,istanbul,1
578,2014,54.0,kadin,1991/10/04,istanbul,izmir,0
579,2014,30.0,kadin,1991/05/13,canakkale,istanbul,3
580,2014,46.0,kadin,1994/04/09,istanbul,istanbul,1
581,2014,50.0,kadin,1993/09/12,batman,istanbul,3
582,2014,33.0,kadin,1993/07/16,ankara,ankara,1
583,2014,30.0,erkek,1993/01/01,antalya,istanbul,1
584,2014,44.0,erkek,1993/03/28,Null,istanbul,3
585,2014,12.0,erkek,1991/08/23,ankara,ankara,3
586,2014,16.0,erkek,1994/06/06,bolu,Null,1
587,2014,23.0,erkek,1991/12/18,Null,Null,2
588,2014,24.0,erkek,1992/08/03,sivas,ankara,2
589,2014,6.0,erkek,1995/02/11,Null,istanbul,5
590,2014,24.0,erkek,1994/06/10,kayseri,kayseri,1
591,2014,48.0,erkek,1993/05/25,istanbul,istanbul,2
592,2014,22.0,erkek,1994/06/19,Null,istanbul,1
593,2014,13.0,erkek,1992/08/30,adana,istanbul,1
594,2014,28.0,kadin,1970/01/01,ankara,ankara,3
595,2014,12.0,erkek,1992/12/13,karabuk,kocaeli,2
596,2014,26.0,kadin,1990/04/19,Null,istanbul,2
597,2014,63.0,kadin,1992/08/27,manisa,Null,Null
598,2014,52.0,kadin,1992/04/26,aksaray,aksaray,4
599,2014,28.0,kadin,1992/04/01,istanbul,istanbul,1
600,2014,32.0,kadin,1991/08/17,izmir,izmir,0
601,2014,22.0,erkek,1990/04/10,bursa,Null,1
602,2014,34.0,kadin,1995/10/18,usak,Null,1
603,2014,32.0,kadin,1990/01/28,adana,adana,0
604,2015,79.0,erkek,1993/06/30,istanbul,istanbul,2
605,2015,78.0,kadin,1993/08/18,izmir,izmir,0
606,2015,77.0,kadin,1993/03/03,ankara,istanbul,2
607,2015,76.0,kadin,1994/01/10,eskisehir,ankara,1
608,2015,76.0,kadin,1992/11/15,batman,gaziantep,9
609,2015,75.0,erkek,1994/10/06,kocaeli,kocaeli,1
610,2015,74.0,kadin,1993/02/21,Null,ankara,1
611,2015,74.0,kadin,1995/07/20,balikesir,istanbul,2
612,2015,73.0,erkek,1994/06/15,aydin,istanbul,1
613,2015,73.0,erkek,1994/06/15,aydin,istanbul,1
614,2015,72.0,kadin,1992/07/27,trabzon,istanbul,2
615,2015,72.0,erkek,1993/01/01,manisa,istanbul,1
616,2015,72.0,kadin,1995/01/01,mugla,izmir,2
617,2015,70.0,kadin,1993/01/07,konya,ankara,2
618,2015,70.0,erkek,1992/09/05,giresun,istanbul,1
619,2015,68.0,kadin,1995/10/17,izmir,izmir,1
620,2015,68.0,kadin,1993/08/22,istanbul,istanbul,0
621,2015,68.0,erkek,1994/05/27,diyarbakir,istanbul,1
622,2015,67.0,kadin,1994/01/05,hatay,istanbul,1
623,2015,66.0,erkek,1995/02/28,mersin,istanbul,1
624,2015,66.0,kadin,1992/08/30,istanbul,istanbul,1
625,2015,65.0,kadin,1993/06/25,ankara,ankara,1
626,2015,64.0,kadin,1993/04/14,gaziantep,istanbul,0
627,2015,64.0,kadin,1992/06/12,yalova,izmir,2
628,2015,64.0,erkek,1995/02/17,istanbul,istanbul,2
629,2015,64.0,erkek,1991/02/28,izmir,istanbul,1
630,2015,64.0,erkek,1994/11/05,samsun,ankara,1
631,2015,64.0,kadin,1995/01/01,istanbul,istanbul,4
632,2015,64.0,kadin,1995/08/18,ankara,kastamonu,2
633,2015,64.0,kadin,1994/07/31,Null,Null,5
634,2015,64.0,erkek,1995/10/24,ankara,ankara,2
635,2015,63.0,kadin,1992/06/09,isparta,ankara,3
636,2015,63.0,kadin,1993/01/26,eskisehir,istanbul,1
637,2015,63.0,kadin,1995/01/20,bursa,tekirdag,1
638,2015,63.0,erkek,1995/08/24,sivas,istanbul,3
639,2015,63.0,erkek,1995/06/12,istanbul,istanbul,2
640,2015,62.0,erkek,1994/04/13,Null,istanbul,2
641,2015,62.0,kadin,1995/05/16,izmir,kocaeli,3
642,2015,62.0,erkek,1993/06/30,mersin,ankara,1
643,2015,62.0,kadin,1995/01/14,samsun,antalya,2
644,2015,62.0,erkek,1995/04/17,corum,ankara,2
645,2015,62.0,kadin,1993/02/24,istanbul,istanbul,1
646,2015,62.0,kadin,1995/07/17,istanbul,istanbul,2
647,2015,61.0,erkek,1992/07/07,ankara,istanbul,2
648,2015,61.0,kadin,1995/04/04,izmir,izmir,1
649,2015,60.0,kadin,1993/11/29,konya,istanbul,4
650,2015,60.0,kadin,1994/07/20,adana,istanbul,3
651,2015,60.0,kadin,1995/03/08,antalya,izmir,1
652,2015,60.0,kadin,1994/07/18,balikesir,ankara,3
653,2015,60.0,erkek,1995/04/18,adana,ankara,2
654,2015,60.0,erkek,1995/03/28,antalya,istanbul,1
655,2015,60.0,kadin,1994/08/15,gaziantep,istanbul,2
656,2015,60.0,erkek,1994/08/14,bayburt,istanbul,2
657,2015,59.0,kadin,1994/02/08,eskisehir,bursa,1
658,2015,59.0,kadin,1993/06/19,manisa,izmir,5
659,2015,59.0,kadin,1995/08/29,erzurum,ankara,2
660,2015,58.0,erkek,1994/01/28,istanbul,istanbul,1
661,2015,58.0,kadin,1994/10/29,bursa,istanbul,1
662,2015,58.0,erkek,1995/01/07,ankara,istanbul,4
663,2015,58.0,kadin,1991/06/19,aydin,istanbul,3
664,2015,58.0,kadin,1994/10/25,van,istanbul,1
665,2015,58.0,kadin,1994/06/11,diyarbakir,diyarbakir,6
666,2015,58.0,kadin,1996/05/30,kayseri,kayseri,2
667,2015,58.0,kadin,1991/05/05,agri,izmir,3
668,2015,58.0,kadin,1997/01/04,mersin,mersin,1
669,2015,58.0,kadin,1995/06/30,istanbul,adana,1
670,2015,58.0,erkek,1992/07/30,eskisehir,gaziantep,6
671,2015,58.0,kadin,1994/09/29,istanbul,istanbul,2
672,2015,58.0,erkek,1995/04/14,izmir,istanbul,1
673,2015,58.0,kadin,1994/05/27,istanbul,istanbul,2
674,2015,58.0,erkek,1994/01/01,adana,istanbul,3
675,2015,58.0,kadin,1993/02/15,duzce,duzce,4
676,2015,58.0,kadin,1994/07/23,kocaeli,kocaeli,4
677,2015,58.0,kadin,1994/07/29,canakkale,istanbul,1
678,2015,58.0,erkek,1991/11/20,hakkari,istanbul,5
679,2015,58.0,kadin,1994/07/12,ankara,ankara,2
680,2015,57.0,erkek,1993/04/24,mus,istanbul,1
681,2015,56.0,kadin,1992/07/12,gaziantep,gaziantep,3
682,2015,56.0,kadin,1993/01/17,balikesir,istanbul,1
683,2015,56.0,erkek,1997/07/17,rize,istanbul,2
684,2015,56.0,kadin,1994/10/07,kirklareli,istanbul,1
685,2015,56.0,kadin,1990/01/01,gaziantep,gaziantep,4
686,2015,56.0,erkek,1994/09/27,eskisehir,ankara,2
687,2015,56.0,erkek,1993/07/06,balikesir,ankara,1
688,2015,56.0,kadin,1993/09/19,sakarya,istanbul,3
689,2015,55.0,erkek,1995/01/01,mardin,istanbul,5
690,2015,55.0,kadin,1993/08/04,istanbul,istanbul,0
691,2015,55.0,kadin,1995/01/02,erzurum,istanbul,1
692,2015,55.0,kadin,1994/12/13,elazig,istanbul,2
693,2015,55.0,erkek,1991/11/28,Null,Null,2
694,2015,54.0,kadin,1995/07/17,antalya,ankara,1
695,2015,54.0,erkek,1993/06/03,adana,ankara,3
696,2015,54.0,erkek,1993/07/01,kayseri,ankara,4
697,2015,54.0,kadin,1992/09/05,izmir,izmir,0
698,2015,54.0,kadin,1995/06/12,kocaeli,istanbul,2
699,2015,54.0,erkek,1993/04/13,isparta,istanbul,3
700,2015,54.0,erkek,1996/02/08,izmir,istanbul,1
701,2015,54.0,kadin,1995/04/11,istanbul,istanbul,1
702,2015,54.0,kadin,1993/03/21,antalya,antalya,1
703,2015,54.0,erkek,1995/06/05,canakkale,ankara,1
704,2015,54.0,kadin,1995/07/05,erzincan,antalya,1
705,2015,54.0,kadin,1991/10/30,bolu,ankara,2
706,2015,54.0,kadin,1995/01/31,antalya,antalya,2
707,2015,54.0,erkek,1993/02/01,ankara,ankara,3
708,2015,54.0,kadin,1992/10/01,eskisehir,istanbul,4
709,2015,54.0,kadin,1996/04/26,istanbul,sinop,4
710,2015,54.0,erkek,1995/07/06,izmir,ankara,2
711,2015,54.0,kadin,1995/05/16,agri,aydin,1
712,2015,54.0,erkek,1996/09/20,erzincan,elazig,4
713,2015,54.0,kadin,1995/04/10,ankara,kirikkale,1
714,2015,54.0,kadin,1993/05/31,izmir,izmir,1
715,2015,54.0,kadin,1994/09/15,sivas,istanbul,4
716,2015,53.0,kadin,1991/01/07,batman,batman,3
717,2015,53.0,erkek,1993/08/14,diyarbakir,istanbul,9
718,2015,53.0,kadin,1992/01/01,bursa,istanbul,1
719,2015,53.0,erkek,1994/07/02,diyarbakir,istanbul,2
720,2015,53.0,erkek,1994/02/28,adiyaman,izmir,0
721,2015,53.0,erkek,1994/07/12,istanbul,istanbul,1
722,2015,53.0,kadin,1993/10/10,van,istanbul,8
723,2015,53.0,kadin,1993/01/01,kayseri,istanbul,2
724,2015,53.0,kadin,1993/03/29,ankara,ankara,2
725,2015,52.0,erkek,1994/01/04,izmir,ankara,1
726,2015,52.0,kadin,1996/01/30,istanbul,istanbul,1
727,2015,52.0,erkek,1993/10/10,istanbul,istanbul,4
728,2015,52.0,kadin,1993/05/28,adana,ankara,1
729,2015,52.0,erkek,1994/03/06,ankara,ankara,1
730,2015,52.0,kadin,1994/07/11,istanbul,istanbul,1
731,2015,52.0,kadin,1993/03/10,elazig,ankara,3
732,2015,52.0,kadin,1995/01/01,Null,izmir,0
733,2015,52.0,kadin,1996/11/13,istanbul,isparta,1
734,2015,52.0,erkek,1996/03/04,istanbul,duzce,1
735,2015,52.0,kadin,1995/08/09,istanbul,istanbul,1
736,2015,52.0,kadin,1994/06/30,antalya,antalya,3
737,2015,52.0,kadin,1994/07/23,bitlis,antalya,3
738,2015,52.0,erkek,1992/07/08,eskisehir,ankara,1
739,2015,52.0,erkek,1994/01/10,istanbul,istanbul,3
740,2015,52.0,kadin,1994/09/21,sanliurfa,gaziantep,2
741,2015,52.0,kadin,1993/06/20,denizli,ankara,1
742,2015,52.0,kadin,1991/08/04,ankara,ankara,6
743,2015,51.0,erkek,1992/05/22,izmir,izmir,1
744,2015,51.0,erkek,1992/01/11,istanbul,istanbul,1
745,2015,51.0,erkek,1993/01/11,istanbul,istanbul,1
746,2015,51.0,kadin,1993/08/01,izmir,izmir,3
747,2015,51.0,kadin,1992/10/14,amasya,istanbul,3
748,2015,51.0,erkek,1995/05/05,antalya,istanbul,2
749,2015,51.0,erkek,1991/06/17,ankara,istanbul,1
750,2015,51.0,erkek,1993/09/09,istanbul,istanbul,1
751,2015,51.0,kadin,1994/05/25,istanbul,agri,1
752,2015,51.0,erkek,1992/02/02,istanbul,kocaeli,1
753,2015,50.0,erkek,1992/08/28,samsun,ankara,3
754,2015,50.0,kadin,1993/01/02,istanbul,istanbul,2
755,2015,50.0,erkek,1994/11/13,kocaeli,ankara,2
756,2015,50.0,kadin,1994/03/19,mersin,istanbul,1
757,2015,50.0,erkek,1995/02/21,samsun,istanbul,1
758,2015,50.0,erkek,1994/01/24,istanbul,istanbul,1
759,2015,50.0,erkek,1995/09/05,Null,istanbul,2
760,2015,50.0,kadin,1995/01/25,aksaray,ankara,3
761,2015,50.0,kadin,1993/09/03,aydin,aydin,1
762,2015,50.0,kadin,1994/06/03,bursa,bursa,2
763,2015,50.0,erkek,1992/08/24,bursa,izmir,2
764,2015,50.0,kadin,1995/06/02,antalya,antalya,1
765,2015,50.0,erkek,1993/01/01,balikesir,ankara,3
766,2015,50.0,erkek,1993/09/16,usak,istanbul,1
767,2015,50.0,erkek,1993/10/09,adana,adana,3
768,2015,49.0,erkek,1995/07/15,karabuk,ankara,1
769,2015,49.0,erkek,1995/01/24,sakarya,istanbul,1
770,2015,49.0,erkek,1993/02/05,izmir,istanbul,1
771,2015,49.0,erkek,1992/08/17,istanbul,ankara,2
772,2015,49.0,erkek,1990/09/17,tunceli,istanbul,1
773,2015,49.0,erkek,1994/01/18,malatya,izmir,3
774,2015,48.0,kadin,1993/02/18,bursa,ankara,1
775,2015,48.0,kadin,1993/04/28,izmir,izmir,1
776,2015,48.0,kadin,1992/01/09,istanbul,istanbul,3
777,2015,48.0,erkek,1997/03/12,istanbul,giresun,5
778,2015,48.0,erkek,1991/01/20,kayseri,kayseri,4
779,2015,48.0,kadin,1993/08/09,istanbul,istanbul,2
780,2015,48.0,erkek,1992/05/16,gaziantep,mersin,5
781,2015,48.0,kadin,1996/04/13,Null,istanbul,2
782,2015,48.0,kadin,1998/04/03,istanbul,istanbul,1
783,2015,48.0,kadin,1994/07/12,antalya,istanbul,0
784,2015,48.0,kadin,1996/02/07,istanbul,istanbul,2
785,2015,48.0,erkek,1994/06/05,aydin,izmir,1
786,2015,48.0,kadin,1994/01/20,ordu,istanbul,1
787,2015,48.0,kadin,1995/07/13,ankara,ankara,1
788,2015,48.0,erkek,1995/06/22,ankara,ankara,2
789,2015,48.0,kadin,1993/03/11,ankara,istanbul,1
790,2015,47.0,erkek,1994/04/01,bursa,istanbul,0
791,2015,47.0,kadin,1994/08/18,istanbul,ankara,1
792,2015,47.0,erkek,1994/02/17,canakkale,istanbul,1
793,2015,47.0,erkek,1993/11/15,izmir,ankara,2
794,2015,47.0,kadin,1994/01/15,hatay,hatay,3
795,2015,47.0,erkek,1992/04/09,ankara,ankara,1
796,2015,47.0,erkek,1992/10/01,balikesir,ankara,2
797,2015,46.0,kadin,1994/08/22,izmir,izmir,2
798,2015,46.0,erkek,1996/10/03,istanbul,istanbul,2
799,2015,46.0,erkek,1990/01/25,istanbul,istanbul,1
800,2015,46.0,erkek,1994/01/23,ankara,adana,1
801,2015,46.0,erkek,1994/01/20,gaziantep,istanbul,1
802,2015,46.0,kadin,1995/09/29,Null,istanbul,4
803,2015,46.0,kadin,1991/01/18,manisa,istanbul,1
804,2015,46.0,erkek,1994/06/20,elazig,denizli,3
805,2015,46.0,erkek,1995/01/01,sinop,istanbul,5
806,2015,46.0,kadin,1996/10/01,hatay,ankara,2
807,2015,46.0,erkek,1993/09/10,bursa,istanbul,1
808,2015,46.0,erkek,1992/07/13,adana,istanbul,2
809,2015,46.0,kadin,1994/05/14,zonguldak,istanbul,1
810,2015,46.0,kadin,1991/09/05,istanbul,istanbul,4
811,2015,45.0,erkek,1993/06/07,kocaeli,istanbul,3
812,2015,45.0,erkek,1992/09/15,elazig,istanbul,1
813,2015,44.0,erkek,1995/04/12,istanbul,kocaeli,1
814,2015,44.0,erkek,1994/11/15,istanbul,istanbul,1
815,2015,44.0,erkek,1992/07/21,Null,ankara,4
816,2015,44.0,erkek,1992/02/12,mardin,trabzon,6
817,2015,44.0,kadin,1995/07/01,istanbul,istanbul,1
818,2015,44.0,erkek,1996/04/22,kayseri,kayseri,1
819,2015,44.0,kadin,1996/08/13,balikesir,istanbul,1
820,2015,44.0,kadin,1991/06/08,istanbul,istanbul,2
821,2015,44.0,erkek,1993/10/15,izmir,izmir,2
822,2015,44.0,kadin,1990/08/15,istanbul,sakarya,1
823,2015,44.0,kadin,1995/12/26,kocaeli,istanbul,1
824,2015,44.0,kadin,1993/05/26,ankara,ankara,1
825,2015,44.0,kadin,1995/05/24,konya,istanbul,1
826,2015,44.0,kadin,1995/06/12,erzurum,bursa,3
827,2015,43.0,kadin,1994/02/05,hatay,istanbul,3
828,2015,43.0,erkek,1995/01/19,erzincan,canakkale,2
829,2015,43.0,erkek,1995/08/15,kirsehir,ankara,1
830,2015,43.0,erkek,1995/07/26,istanbul,istanbul,1
831,2015,43.0,erkek,1994/06/29,adana,usak,1
832,2015,43.0,erkek,1994/04/12,denizli,denizli,10
833,2015,43.0,kadin,1993/11/25,istanbul,istanbul,2
834,2015,43.0,erkek,1993/06/01,ankara,ankara,0
835,2015,43.0,kadin,1993/12/27,istanbul,istanbul,2
836,2015,43.0,kadin,1994/01/24,mersin,mersin,2
837,2015,43.0,kadin,1995/04/02,mugla,izmir,1
838,2015,42.0,kadin,1994/06/11,konya,ankara,3
839,2015,42.0,erkek,1992/04/20,istanbul,istanbul,2
840,2015,42.0,kadin,1995/10/21,istanbul,istanbul,2
841,2015,42.0,erkek,1994/02/06,Null,istanbul,1
842,2015,42.0,erkek,1995/07/14,izmir,istanbul,1
843,2015,42.0,erkek,1992/04/03,izmir,izmir,2
844,2015,42.0,kadin,1995/06/21,edirne,istanbul,1
845,2015,42.0,kadin,1995/07/19,istanbul,istanbul,1
846,2015,42.0,erkek,1992/08/19,istanbul,istanbul,2
847,2015,42.0,kadin,1995/02/01,izmir,ankara,1
848,2015,42.0,kadin,1995/06/28,balikesir,istanbul,2
849,2015,42.0,erkek,1996/02/12,izmir,izmir,1
850,2015,42.0,erkek,1994/07/14,antalya,istanbul,1
851,2015,42.0,kadin,1994/05/25,Null,Null,4
852,2015,42.0,kadin,1991/06/08,istanbul,istanbul,0
853,2015,42.0,erkek,1993/03/28,kocaeli,istanbul,4
854,2015,42.0,erkek,1993/01/22,sanliurfa,istanbul,2
855,2015,42.0,erkek,1993/08/11,kars,istanbul,4
856,2015,42.0,kadin,1996/07/25,malatya,Null,3
857,2015,42.0,kadin,1995/01/13,kirikkale,istanbul,2
858,2015,42.0,erkek,1995/04/03,mersin,mersin,2
859,2015,42.0,kadin,1996/05/25,hakkari,istanbul,5
860,2015,42.0,kadin,1995/03/15,bursa,istanbul,1
861,2015,41.0,erkek,1992/01/09,manisa,izmir,1
862,2015,41.0,erkek,1992/02/05,izmir,ankara,1
863,2015,41.0,kadin,1996/03/03,ankara,ankara,1
864,2015,41.0,kadin,1993/01/20,antalya,istanbul,1
865,2015,41.0,erkek,1995/04/03,istanbul,istanbul,1
866,2015,41.0,erkek,1992/05/29,izmir,izmir,1
867,2015,41.0,erkek,1995/01/05,bursa,istanbul,2
868,2015,41.0,kadin,1995/01/01,mersin,istanbul,1
869,2015,41.0,erkek,1994/02/03,kirklareli,istanbul,2
870,2015,41.0,erkek,1994/10/05,aydin,istanbul,1
871,2015,40.0,erkek,1993/01/02,Null,ankara,0
872,2015,40.0,erkek,1996/11/26,istanbul,antalya,1
873,2015,40.0,kadin,1996/04/02,ankara,ankara,1
874,2015,40.0,erkek,1994/10/06,diyarbakir,istanbul,3
875,2015,40.0,erkek,1995/03/01,konya,istanbul,2
876,2015,40.0,erkek,1994/09/05,ankara,ankara,1
877,2015,40.0,erkek,1993/01/12,kirsehir,ankara,1
878,2015,40.0,kadin,1995/06/28,gumushane,istanbul,4
879,2015,40.0,erkek,1994/07/15,antalya,istanbul,1
880,2015,40.0,kadin,1993/02/17,istanbul,istanbul,2
881,2015,40.0,erkek,1991/03/21,burdur,ankara,3
882,2015,40.0,kadin,1994/01/29,izmir,izmir,2
883,2015,40.0,kadin,1994/02/05,duzce,istanbul,2
884,2015,40.0,erkek,1996/03/28,sirnak,istanbul,5
885,2015,40.0,kadin,1992/10/01,konya,ankara,1
886,2015,40.0,erkek,1995/08/12,bingol,istanbul,1
887,2015,40.0,erkek,1993/02/02,samsun,istanbul,2
888,2015,39.0,kadin,1996/01/25,balikesir,balikesir,1
889,2015,39.0,kadin,1994/05/26,ankara,ankara,1
890,2015,39.0,kadin,1995/01/03,sakarya,istanbul,3
891,2015,39.0,erkek,1994/10/15,gumushane,istanbul,1
892,2015,39.0,erkek,1992/02/03,eskisehir,ankara,1
893,2015,38.0,kadin,1995/08/05,kilis,istanbul,2
894,2015,38.0,kadin,1994/01/26,istanbul,istanbul,1
895,2015,38.0,erkek,1995/03/09,antalya,antalya,1
896,2015,38.0,erkek,1994/01/28,izmir,antalya,3
897,2015,38.0,erkek,1994/01/21,istanbul,istanbul,2
898,2015,38.0,erkek,1997/01/05,hakkari,ankara,2
899,2015,38.0,erkek,1993/10/02,istanbul,bursa,5
900,2015,38.0,erkek,1996/08/12,erzincan,istanbul,1
901,2015,38.0,erkek,1993/04/07,istanbul,istanbul,2
