index2,Universite Adi,Universite Turu
828,tobb ekonomi ve teknoloji,ozel
829,ted universitesi,ozel
830,koc universitesi,ozel
831,yasar universitesi,ozel
832,izmir ekonomi universitesi,ozel
833,yeditepe universitesi,ozel
834,ipek universitesi,ozel
835,okan universitesi,ozel
836,zirve universitesi,ozel
837,izmir ekonomi universitesi,ozel
838,cankaya universitesi,ozel
839,koc universitesi,ozel
840,fatih universitesi,ozel
841,sabanci universitesi,ozel
842,istanbul bilgi universitesi,ozel
843,izmir ekonomi universitesi,ozel
844,istanbul kultur universitesi,ozel
845,isik universitesi,ozel
846,istanbul ticaret universitesi,ozel
847,ihsan dogramaci bilkent,ozel
848,uskudar universitesi,ozel
849,koc universitesi,ozel
850,acibadem universitesi,ozel
851,cankaya universitesi,ozel
852,maltepe universitesi,ozel
853,istanbul sehir universitesi,ozel
854,ozyegin universitesi,ozel
855,fatih universitesi,ozel
856,istanbul arel universitesi,ozel
857,acibadem universitesi,ozel
858,ihsan dogramaci bilkent,ozel
859,isik universitesi,ozel
860,okan universitesi,ozel
861,gediz universitesi,ozel
862,cankaya universitesi,ozel
863,ihsan dogramaci bilkent,ozel
864,istanbul kemerburgaz universitesi,ozel
865,istanbul sehir universitesi,ozel
866,izmir ekonomi universitesi,ozel
867,kadir has universitesi,ozel
868,yeditepe universitesi,ozel
869,bahcesehir universitesi,ozel
870,istanbul kultur universitesi,ozel
871,ihsan dogramaci bilkent,ozel
872,uluslararasi antalya universitesi,ozel
873,tobb ekonomi ve teknoloji,ozel
874,istanbul sehir universitesi,ozel
875,uskudar universitesi,ozel
876,tobb ekonomi ve teknoloji,ozel
877,tobb ekonomi ve teknoloji,ozel
878,isik universitesi,ozel
879,ozyegin universitesi,ozel
880,istanbul bilgi universitesi,ozel
881,ihsan dogramaci bilkent,ozel
882,ihsan dogramaci bilkent,ozel
883,okan universitesi,ozel
884,istanbul bilim universitesi,ozel
885,ihsan dogramaci bilkent,ozel
886,istanbul bilgi universitesi,ozel
887,istanbul sehir universitesi,ozel
888,yeditepe universitesi,ozel
889,ihsan dogramaci bilkent,ozel
890,beykent universitesi,ozel
891,maltepe universitesi,ozel
892,ihsan dogramaci bilkent,ozel
893,bahcesehir universitesi,ozel
894,dogus universitesi,ozel
895,sabanci universitesi,ozel
896,uluslararasi antalya universitesi,ozel
897,kadir has universitesi,ozel
898,turk hava kurumu universitesi,ozel
899,bursa orhangazi universitesi,ozel
900,toros universitesi,ozel
901,ozyegin universitesi,ozel
902,yakin dogu universitesi,ozel
903,izmir ekonomi universitesi,ozel
904,girne amerikan universitesi,ozel
905,toros universitesi,ozel
906,ihsan dogramaci bilkent,ozel
907,koc universitesi,ozel
908,meliksah universitesi,ozel
909,istanbul gelisim universitesi,ozel
910,uluslararasi antalya universitesi,ozel
911,gediz universitesi,ozel
912,okan universitesi,ozel
913,sabanci universitesi,ozel
914,istanbul gelisim universitesi,ozel
915,baskent universitesi,ozel
916,ozyegin universitesi,ozel
917,istanbul bilgi universitesi,ozel
918,okan universitesi,ozel
919,ozyegin universitesi,ozel
920,beykent universitesi,ozel
921,istanbul bilgi universitesi,ozel
922,yeditepe universitesi,ozel
923,bahcesehir universitesi,ozel
924,istanbul gelisim universitesi,ozel
925,sabanci universitesi,ozel
926,gediz universitesi,ozel
927,nuh naci yazgan universitesi,ozel
928,hasan kalyoncu universitesi,ozel
929,istanbul ticaret universitesi,ozel
930,izmir universitesi,ozel
931,gediz universitesi,ozel
932,cankaya universitesi,ozel
933,baskent universitesi,ozel
934,ozyegin universitesi,ozel
935,turk hava kurumu universitesi,ozel
936,istanbul arel universitesi,ozel
937,abant izzet baysal universitesi,ozel
938,yeditepe universitesi,ozel
939,ihsan dogramaci bilkent,ozel
940,yasar universitesi,ozel
941,istanbul arel universitesi,ozel
942,gediz universitesi,ozel
943,nisantasi universitesi,ozel
944,okan universitesi,ozel
945,koc universitesi,ozel
946,yeditepe universitesi,ozel
947,ihsan dogramaci bilkent,ozel
948,istanbul arel universitesi,ozel
949,ihsan dogramaci bilkent,ozel
950,ihsan dogramaci bilkent,ozel
951,ozyegin universitesi,ozel
952,tobb ekonomi ve teknoloji,ozel
953,suleyman sah universitesi,ozel
954,istanbul kultur universitesi,ozel
955,zirve universitesi,ozel
956,ihsan dogramaci bilkent,ozel
957,ozyegin universitesi,ozel
958,yeditepe universitesi,ozel
959,yeditepe universitesi,ozel
960,cankaya universitesi,ozel
961,istanbul universitesi,devlet
962,yeditepe universitesi,ozel
963,isik universitesi,ozel
964,cankaya universitesi,ozel
965,cankaya universitesi,ozel
966,avrasya universitesi,ozel
967,istanbul kemerburgaz universitesi,ozel
968,uskudar universitesi,ozel
969,kto karatay universitesi,ozel
970,ihsan dogramaci bilkent,ozel
971,istanbul arel universitesi,ozel
972,dogus universitesi,ozel
973,istanbul kemerburgaz universitesi,ozel
974,halic universitesi,ozel
975,yasar universitesi,ozel
976,yeditepe universitesi,ozel
977,gediz universitesi,ozel
978,bahcesehir universitesi,ozel
979,izmir universitesi,ozel
980,yeditepe universitesi,ozel
981,istanbul medipol universitesi,ozel
982,izmir ekonomi universitesi,ozel
983,bahcesehir universitesi,ozel
984,ozyegin universitesi,ozel
985,ipek universitesi,ozel
986,fatih sultan mehmet vakif,ozel
987,yeditepe universitesi,ozel
988,uluslararasi antalya universitesi,ozel
989,ihsan dogramaci bilkent,ozel
990,mef universitesi,ozel
991,ozyegin universitesi,ozel
992,izmir ekonomi universitesi,ozel
993,ihsan dogramaci bilkent,ozel
994,bahcesehir universitesi,ozel
995,ihsan dogramaci bilkent,ozel
996,yeditepe universitesi,ozel
997,cankaya universitesi,ozel
998,ihsan dogramaci bilkent,ozel
999,isik universitesi,ozel
1000,ihsan dogramaci bilkent,ozel
1001,yeditepe universitesi,ozel
1002,fatih universitesi,ozel
1003,yeditepe universitesi,ozel
1004,cankaya universitesi,ozel
1005,cag universitesi,ozel
1006,istanbul bilgi universitesi,ozel
1007,ihsan dogramaci bilkent,ozel
1008,beykent universitesi,ozel
1009,okan universitesi,ozel
1010,alanya hamdullah emin pasa,ozel
1011,zirve universitesi,ozel
1012,cankaya universitesi,ozel
1013,kadir has universitesi,ozel
1014,izmir universitesi,ozel
1015,istanbul bilgi universitesi,ozel
1016,istanbul kultur universitesi,ozel
1017,atilim universitesi,ozel
1018,uluslararasi antalya universitesi,ozel
1019,turk hava kurumu universitesi,ozel
1020,izmir ekonomi universitesi,ozel
1021,gediz universitesi,ozel
1022,meliksah universitesi,ozel
1023,istanbul ticaret universitesi,ozel
1024,maltepe universitesi,ozel
1025,isik universitesi,ozel
1026,istanbul sehir universitesi,ozel
1027,fatih universitesi,ozel
1028,fatih sultan mehmet vakif,ozel
1029,uluslararasi kibris universitesi,ozel
1030,beykent universitesi,ozel
1031,maltepe universitesi,ozel
1032,istanbul sehir universitesi,ozel
1033,istanbul medipol universitesi,ozel
1034,ihsan dogramaci bilkent,ozel
1035,beykent universitesi,ozel
1036,istanbul bilgi universitesi,ozel
1037,tobb ekonomi ve teknoloji,ozel
1038,bahcesehir universitesi,ozel
1039,koc universitesi,ozel
1040,nuh naci yazgan universitesi,ozel
1041,acibadem universitesi,ozel
1042,ihsan dogramaci bilkent,ozel
1043,istanbul bilgi universitesi,ozel
1044,ihsan dogramaci bilkent,ozel
1045,tobb ekonomi ve teknoloji,ozel
1046,bahcesehir universitesi,ozel
1047,tobb ekonomi ve teknoloji,ozel
1048,turgut ozal universitesi,ozel
1049,beykent universitesi,ozel
1050,meliksah universitesi,ozel
1051,bahcesehir universitesi,ozel
1052,izmir ekonomi universitesi,ozel
1053,okan universitesi,ozel
1054,yeditepe universitesi,ozel
1055,istanbul arel universitesi,ozel
1056,fatih sultan mehmet vakif,ozel
1057,nisantasi universitesi,ozel
1058,yasar universitesi,ozel
1059,istanbul kultur universitesi,ozel
1060,istanbul kemerburgaz universitesi,ozel
1061,istanbul medipol universitesi,ozel
1062,halic universitesi,ozel
1063,okan universitesi,ozel
1064,izmir ekonomi universitesi,ozel
1065,nisantasi universitesi,ozel
1066,mef universitesi,ozel
1067,sabanci universitesi,ozel
1068,kadir has universitesi,ozel
1069,kto karatay universitesi,ozel
1070,fatih universitesi,ozel
1071,koc universitesi,ozel
1072,bahcesehir universitesi,ozel
1073,istanbul arel universitesi,ozel
1074,istanbul kultur universitesi,ozel
1075,toros universitesi,ozel
1076,toros universitesi,ozel
1077,mef universitesi,ozel
1078,beykent universitesi,ozel
1079,istanbul esenyurt universitesi,ozel
1080,hacettepe universitesi,devlet
1081,sabanci universitesi,ozel
1082,yeditepe universitesi,ozel
1083,istanbul esenyurt universitesi,ozel
1084,meliksah universitesi,ozel
1085,istanbul bilgi universitesi,ozel
1086,bahcesehir universitesi,ozel
1087,gediz universitesi,ozel
1088,ozyegin universitesi,ozel
1089,istanbul kultur universitesi,ozel
1090,ihsan dogramaci bilkent,ozel
1091,uluslararasi antalya universitesi,ozel
1092,beykent universitesi,ozel
1093,koc universitesi,ozel
1094,ihsan dogramaci bilkent,ozel
1095,okan universitesi,ozel
1096,izmir ekonomi universitesi,ozel
1097,istanbul kultur universitesi,ozel
1098,nisantasi universitesi,ozel
1099,beykent universitesi,ozel
1100,turk hava kurumu universitesi,ozel
1101,beykent universitesi,ozel
1102,zirve universitesi,ozel
1103,maltepe universitesi,ozel
1104,istanbul medipol universitesi,ozel
1105,bahcesehir universitesi,ozel
1106,istanbul bilgi universitesi,ozel
1107,bezm-i alem vakif universitesi,ozel
1108,istanbul bilgi universitesi,ozel
1109,istanbul 29 mayis universitesi,ozel
1110,bahcesehir universitesi,ozel
1111,maltepe universitesi,ozel
1112,isik universitesi,ozel
1113,isik universitesi,ozel
1114,yeni yuzyil universitesi,ozel
1115,tobb ekonomi ve teknoloji,ozel
1116,beykent universitesi,ozel
1117,baskent universitesi,ozel
1118,turk hava kurumu universitesi,ozel
1119,yeditepe universitesi,ozel
1120,mef universitesi,ozel
1121,istanbul sehir universitesi,ozel
1122,tobb ekonomi ve teknoloji,ozel
1123,girne amerikan universitesi,ozel
1124,dogu akdeniz universitesi,ozel
1125,istanbul aydin universitesi,ozel
1126,maltepe universitesi,ozel
1127,okan universitesi,ozel
1128,izmir ekonomi universitesi,ozel
1129,kto karatay universitesi,ozel
1130,yeditepe universitesi,ozel
1131,istanbul arel universitesi,ozel
1132,okan universitesi,ozel
1133,fatih sultan mehmet vakif,ozel
1134,fatih sultan mehmet vakif,ozel
1135,piri reis universitesi,ozel
1136,atilim universitesi,ozel
1137,fatih sultan mehmet vakif,ozel
1138,istanbul arel universitesi,ozel
1139,yeditepe universitesi,ozel
1140,atilim universitesi,ozel
1141,beykent universitesi,ozel
1142,izmir ekonomi universitesi,ozel
1143,halic universitesi,ozel
1144,ihsan dogramaci bilkent,ozel
1145,turgut ozal universitesi,ozel
1146,girne amerikan universitesi,ozel
1147,ihsan dogramaci bilkent,ozel
1148,uluslararasi kibris universitesi,ozel
1149,meliksah universitesi,ozel
1150,istanbul gelisim universitesi,ozel
1151,girne amerikan universitesi,ozel
1152,cankaya universitesi,ozel
1153,istanbul sabahattin zaim,ozel
1154,toros universitesi,ozel
1155,mef universitesi,ozel
1156,yeni yuzyil universitesi,ozel
1157,meliksah universitesi,ozel
1158,uluslararasi kibris universitesi,ozel
1159,bahcesehir universitesi,ozel
1160,avrasya universitesi,ozel
1161,recep tayyip erdogan universitesi,devlet
1162,istanbul kemerburgaz universitesi,ozel
1163,gediz universitesi,ozel
1164,halic universitesi,ozel
1165,istanbul kemerburgaz universitesi,ozel
1166,yeditepe universitesi,ozel
1167,kto karatay universitesi,ozel
1168,cankaya universitesi,ozel
1169,isik universitesi,ozel
1170,uluslararasi kibris universitesi,ozel
1171,nisantasi universitesi,ozel
1172,istanbul sabahattin zaim,ozel
1173,istanbul esenyurt universitesi,ozel
1174,avrasya universitesi,ozel
1175,yeni yuzyil universitesi,ozel
1176,nisantasi universitesi,ozel
1177,cukurova universitesi,devlet
1178,istanbul arel universitesi,ozel
1179,dogu akdeniz universitesi,ozel
1180,turgut ozal universitesi,ozel
1181,okan universitesi,ozel
1182,yeditepe universitesi,ozel
1183,uluslararasi antalya universitesi,ozel
1184,kto karatay universitesi,ozel
1185,ozyegin universitesi,ozel
1186,gediz universitesi,ozel
1187,bahcesehir universitesi,ozel
1188,girne amerikan universitesi,ozel
1189,bahcesehir universitesi,ozel
1190,nuh naci yazgan universitesi,ozel
1191,beykent universitesi,ozel
1192,mef universitesi,ozel
1193,beykent universitesi,ozel
1194,beykent universitesi,ozel
1195,nuh naci yazgan universitesi,ozel
1196,beykent universitesi,ozel
1197,balikesir universitesi,ozel
1198,uluslararasi antalya universitesi,ozel
1199,uskudar universitesi,ozel
1200,istanbul ticaret universitesi,ozel
1201,istanbul arel universitesi,ozel
1202,istanbul gelisim universitesi,ozel
1203,halic universitesi,ozel
1204,girne amerikan universitesi,ozel
1205,cankaya universitesi,ozel
1206,okan universitesi,ozel
1207,bahcesehir universitesi,ozel
1208,istanbul esenyurt universitesi,ozel
1209,ihsan dogramaci bilkent,ozel
1210,beykent universitesi,ozel
1211,toros universitesi,ozel
1212,ozyegin universitesi,ozel
1213,yeditepe universitesi,ozel
1214,koc universitesi,ozel
1215,istanbul aydin universitesi,ozel
1216,istanbul kultur universitesi,ozel
1217,ozyegin universitesi,ozel
1218,isik universitesi,ozel
1219,nuh naci yazgan universitesi,ozel
1220,gediz universitesi,ozel
1221,atilim universitesi,ozel
1222,sabanci universitesi,ozel
1223,fatih universitesi,ozel
1224,izmir universitesi,ozel
1225,okan universitesi,ozel
1226,koc universitesi,ozel
1227,cankaya universitesi,ozel
1228,koc universitesi,ozel
1229,sabanci universitesi,ozel
1230,sabanci universitesi,ozel
1231,sabanci universitesi,ozel
1232,istanbul ticaret universitesi,ozel
1233,bahcesehir universitesi,ozel
1234,sabanci universitesi,ozel
1235,izmir ekonomi universitesi,ozel
1236,cankaya universitesi,ozel
1237,okan universitesi,ozel
1238,ihsan dogramaci bilkent universitesi,ozel
1239,uluslararasi antalya universitesi,ozel
1240,ihsan dogramaci bilkent universitesi,ozel
1241,istanbul bilgi universitesi,ozel
1242,acibadem universitesi,ozel
1243,yeditepe universitesi,ozel
1244,ozyegin universitesi,ozel
1245,koc universitesi,ozel
1246,yeditepe universitesi,ozel
1247,kadir has universitesi,ozel
1248,yeditepe universitesi,ozel
1249,ihsan dogramaci bilkent universitesi,ozel
1250,suleyman sah universitesi,ozel
1251,izmir ekonomi universitesi,ozel
1252,istanbul teknik universitesi,ozel
1253,atilim universitesi,ozel
1254,uluslararasi antalya universitesi,ozel
1255,ted universitesi,ozel
1256,kadir has universitesi,ozel
1257,sabanci universitesi,ozel
1258,istanbul bilgi universitesi,ozel
1259,yasar universitesi,ozel
1260,gediz universitesi,ozel
1261,istanbul gelisim universitesi,ozel
1262,sabanci universitesi,ozel
1263,ihsan dogramaci bilkent universitesi,ozel
1264,koc universitesi,ozel
1265,istanbul sabahattin zaim universitesi,ozel
1266,koc universitesi,ozel
1267,istanbul arel universitesi,ozel
1268,yeditepe universitesi,ozel
1269,yasar universitesi,ozel
1270,koc universitesi,ozel
1271,yeditepe universitesi,ozel
1272,yasar universitesi,ozel
1273,istanbul medipol universitesi,ozel
1274,koc universitesi,ozel
1275,ozyegin universitesi,ozel
1276,ozyegin universitesi,ozel
1277,canik basari universitesi,ozel
1278,yeditepe universitesi,ozel
1279,istanbul kultur universitesi,ozel
1280,koc universitesi,ozel
1281,ozyegin universitesi,ozel
1282,ihsan dogramaci bilkent universitesi,ozel
1283,ozyegin universitesi,ozel
1284,istanbul aydin universitesi,ozel
1285,ipek universitesi,ozel
1286,yeditepe universitesi,ozel
1287,istanbul kultur universitesi,ozel
1288,yeditepe universitesi,ozel
1289,istanbul bilgi universitesi,ozel
1290,gediz universitesi,ozel
1291,yeditepe universitesi,ozel
1292,ihsan dogramaci bilkent universitesi,ozel
1293,cankaya universitesi,ozel
1294,bahcesehir universitesi,ozel
1295,sabanci universitesi,ozel
1296,okan universitesi,ozel
1297,koc universitesi,ozel
1298,koc universitesi,ozel
1299,ihsan dogramaci bilkent universitesi,ozel
1300,cankaya universitesi,ozel
1301,ihsan dogramaci bilkent universitesi,ozel
1302,ozyegin universitesi,ozel
1303,sabanci universitesi,ozel
1304,mef universitesi,ozel
1305,koc universitesi,ozel
1306,istanbul ticaret universitesi,ozel
1307,piri reis universitesi,ozel
1308,meliksah universitesi,ozel
1309,koc universitesi,ozel
1310,istanbul kavram meslek yuksekokulu,ozel
1311,ted universitesi,ozel
1312,ihsan dogramaci bilkent universitesi,ozel
1313,istanbul bilgi universitesi,ozel
1314,istanbul bilgi universitesi,ozel
1315,koc universitesi,ozel
1316,kadir has universitesi,ozel
1317,plato meslek yuksekokulu,ozel
1318,istanbul 29 mayis universitesi,ozel
1319,istanbul gelisim universitesi,ozel
1320,ozyegin universitesi,ozel
1321,koc universitesi,ozel
1322,bahcesehir universitesi,ozel
1323,yasar universitesi,ozel
1324,sabanci universitesi,ozel
1325,bursa orhangazi universitesi,ozel
1326,koc universitesi,ozel
1327,nisantasi universitesi,ozel
1328,koc universitesi,ozel
1329,cankaya universitesi,ozel
1330,tobb ekonomi ve teknoloji universitesi,ozel
1331,ozyegin universitesi,ozel
1332,istanbul sehir universitesi,ozel
1333,isik universitesi,ozel
1334,mef universitesi,ozel
1335,yasar universitesi,ozel
1336,ted universitesi,ozel
1337,yeni yuzyil universitesi,ozel
1338,ihsan dogramaci bilkent universitesi,ozel
1339,koc universitesi,ozel
1340,ozyegin universitesi,ozel
1341,gediz universitesi,ozel
1342,istanbul gelisim universitesi,ozel
1343,izmir ekonomi universitesi,ozel
1344,koc universitesi,ozel
1345,ozyegin universitesi,ozel
1346,yeni yuzyil universitesi,ozel
1347,istanbul bilgi universitesi,ozel
1348,ozyegin universitesi,ozel
1349,bahcesehir universitesi,ozel
1350,istanbul bilgi universitesi,ozel
1351,bahcesehir universitesi,ozel
1352,izmir ekonomi universitesi,ozel
1353,kadir has universitesi,ozel
1354,izmir universitesi,ozel
1355,bahcesehir universitesi,ozel
1356,ted universitesi,ozel
1357,turk hava kurumu universitesi,ozel
1358,istanbul aydin universitesi,ozel
1359,istanbul ticaret universitesi,ozel
1360,ozyegin universitesi,ozel
1361,sabanci universitesi,ozel
1362,koc universitesi,ozel
1363,ozyegin universitesi,ozel
1364,istanbul medipol universitesi,ozel
1365,ted universitesi,ozel
1366,ozyegin universitesi,ozel
1367,sabanci universitesi,ozel
1368,istanbul medipol universitesi,ozel
1369,ozyegin universitesi,ozel
1370,koc universitesi,ozel
1371,yeditepe universitesi,ozel
1372,kadir has universitesi,ozel
1373,isik universitesi,ozel
1374,istanbul gelisim universitesi,ozel
