Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi
lise,evet,ozel sektor,ortaokul,evet,ozel sektor,1.0
universite,evet,kamu,,evet,kamu,2.0
ilkokul,emekli,calismiyor,ilkokul,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,ilkokul,evet,diger,0.0
egitimi yok,hayir,calismiyor,,,,
ilkokul,hayir,calismiyor,lise,hayir,calismiyor,3.0
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,1.0
ilkokul,emekli,calismiyor,lise,emekli,calismiyor,1.0
ilkokul,hayir,calismiyor,,,,
universite,evet,ozel sektor,ilkokul,emekli,calismiyor,2.0
ilkokul,emekli,calismiyor,ortaokul,emekli,calismiyor,2.0
ilkokul,evet,diger,ilkokul,emekli,calismiyor,4.0
ortaokul,hayir,calismiyor,universite,evet,kamu,4.0
ortaokul,hayir,calismiyor,ortaokul,evet,diger,1.0
universite,evet,kamu,,evet,kamu,1.0
lise,hayir,calismiyor,lise,evet,ozel sektor,0.0
universite,evet,kamu,lise,hayir,calismiyor,1.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
universite,hayir,calismiyor,universite,evet,ozel sektor,1.0
ortaokul,hayir,calismiyor,universite,evet,kamu,1.0
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,5.0
ilkokul,hayir,calismiyor,ilkokul,evet,diger,3.0
egitimi yok,evet,ozel sektor,ilkokul,emekli,calismiyor,2.0
universite,evet,kamu,,,,
ilkokul,hayir,calismiyor,lise,evet,kamu,1.0
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,2.0
ilkokul,hayir,calismiyor,egitimi yok,evet,diger,4.0
ortaokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
universite,emekli,calismiyor,,evet,kamu,1.0
ilkokul,hayir,calismiyor,egitimi yok,hayir,calismiyor,1.0
universite,evet,kamu,lise,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,universite,emekli,calismiyor,1.0
ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor,3.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
ilkokul,hayir,calismiyor,universite,evet,kamu,3.0
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,2.0
universite,emekli,calismiyor,,,,
ilkokul,hayir,calismiyor,,,,
ilkokul,emekli,calismiyor,egitimi yok,,calismiyor,
egitimi yok,hayir,calismiyor,,,,
universite,hayir,calismiyor,universite,evet,ozel sektor,4.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
lise,evet,ozel sektor,universite,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,2.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4.0
universite,evet,diger,universite,evet,kamu,
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
lise,hayir,calismiyor,,,,
lise,hayir,calismiyor,universite,emekli,calismiyor,1.0
lise,emekli,calismiyor,,evet,kamu,1.0
lise,hayir,calismiyor,ortaokul,emekli,calismiyor,1.0
ortaokul,hayir,calismiyor,universite,evet,diger,2.0
universite,hayir,calismiyor,universite,evet,ozel sektor,2.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
egitimi yok,hayir,calismiyor,ilkokul,emekli,diger,5.0
lise,hayir,calismiyor,lise,hayir,calismiyor,1.0
universite,evet,kamu,universite,emekli,calismiyor,1.0
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,3.0
lise,hayir,calismiyor,,,,
ortaokul,hayir,calismiyor,universite,emekli,calismiyor,4.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
universite,emekli,calismiyor,lise,emekli,calismiyor,1.0
ortaokul,hayir,calismiyor,lise,evet,ozel sektor,2.0
ilkokul,emekli,calismiyor,lise,hayir,calismiyor,3.0
lise,hayir,calismiyor,lise,evet,ozel sektor,2.0
universite,hayir,calismiyor,lise,evet,diger,0.0
universite,emekli,calismiyor,,,,
lise,hayir,calismiyor,universite,evet,kamu,2.0
lise,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
lise,hayir,calismiyor,,evet,kamu,4.0
ilkokul,hayir,calismiyor,ilkokul,evet,diger,4.0
ortaokul,evet,ozel sektor,ilkokul,emekli,calismiyor,0.0
universite,evet,kamu,universite,evet,kamu,2.0
ortaokul,hayir,calismiyor,ilkokul,evet,diger,3.0
ortaokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,egitimi yok,evet,ozel sektor,2.0
ilkokul,evet,diger,lise,evet,ozel sektor,0.0
lise,hayir,calismiyor,,,,
ilkokul,hayir,calismiyor,,,,
ortaokul,evet,ozel sektor,ilkokul,emekli,calismiyor,1.0
ortaokul,emekli,calismiyor,universite,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,ortaokul,,calismiyor,1.0
lise,evet,diger,universite,evet,diger,0.0
ilkokul,emekli,calismiyor,lise,emekli,calismiyor,1.0
universite,evet,kamu,universite,evet,ozel sektor,3.0
lise,emekli,calismiyor,lise,emekli,calismiyor,2.0
universite,emekli,calismiyor,,emekli,calismiyor,0.0
lise,hayir,calismiyor,lise,evet,ozel sektor,3.0
ilkokul,hayir,calismiyor,,,,
lise,emekli,calismiyor,lise,evet,ozel sektor,1.0
,evet,kamu,,emekli,calismiyor,0.0
ilkokul,hayir,calismiyor,lise,evet,diger,2.0
ilkokul,hayir,calismiyor,ortaokul,evet,diger,1.0
lise,evet,kamu,universite,evet,kamu,1.0
egitimi yok,hayir,calismiyor,egitimi yok,evet,diger,7.0
lise,hayir,calismiyor,ilkokul,evet,kamu,5.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,7.0
ilkokul,hayir,calismiyor,,,,
ortaokul,hayir,calismiyor,ortaokul,evet,diger,2.0
ortaokul,evet,ozel sektor,ilkokul,evet,ozel sektor,0.0
lise,hayir,calismiyor,lise,hayir,calismiyor,1.0
lise,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,1.0
lise,evet,diger,egitimi yok,,calismiyor,0.0
lise,hayir,calismiyor,lise,emekli,calismiyor,3.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
lise,hayir,calismiyor,lise,evet,ozel sektor,3.0
lise,hayir,calismiyor,universite,evet,kamu,1.0
ilkokul,emekli,calismiyor,lise,emekli,calismiyor,1.0
universite,hayir,calismiyor,lise,evet,kamu,3.0
ortaokul,hayir,calismiyor,lise,evet,ozel sektor,3.0
ortaokul,hayir,calismiyor,universite,evet,kamu,1.0
ilkokul,hayir,calismiyor,ilkokul,evet,diger,2.0
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,2.0
lise,hayir,calismiyor,universite,emekli,ozel sektor,5.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
lise,emekli,calismiyor,universite,evet,kamu,1.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
lise,hayir,calismiyor,universite,evet,kamu,3.0
ortaokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
ilkokul,evet,ozel sektor,,,,
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4.0
ortaokul,hayir,calismiyor,lise,hayir,calismiyor,1.0
lise,hayir,calismiyor,universite,evet,diger,0.0
lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
egitimi yok,hayir,calismiyor,lise,evet,diger,1.0
universite,emekli,calismiyor,egitimi yok,hayir,calismiyor,0.0
,emekli,calismiyor,,evet,kamu,2.0
universite,evet,kamu,universite,emekli,calismiyor,0.0
,evet,kamu,universite,hayir,calismiyor,2.0
lise,hayir,calismiyor,lise,evet,ozel sektor,1.0
egitimi yok,hayir,calismiyor,lise,hayir,calismiyor,9.0
universite,evet,kamu,universite,evet,kamu,1.0
universite,hayir,calismiyor,,evet,ozel sektor,1.0
universite,evet,kamu,universite,evet,diger,2.0
lise,hayir,calismiyor,universite,hayir,calismiyor,1.0
lise,hayir,calismiyor,universite,hayir,calismiyor,1.0
lise,hayir,calismiyor,lise,emekli,calismiyor,2.0
lise,emekli,calismiyor,lise,emekli,calismiyor,1.0
universite,emekli,calismiyor,,evet,kamu,2.0
universite,evet,kamu,,evet,kamu,2.0
lise,emekli,calismiyor,universite,evet,kamu,1.0
ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor,1.0
universite,evet,ozel sektor,universite,evet,diger,0.0
ortaokul,evet,ozel sektor,universite,evet,ozel sektor,1.0
ortaokul,hayir,calismiyor,lise,evet,diger,1.0
ortaokul,hayir,calismiyor,universite,evet,kamu,1.0
lise,hayir,calismiyor,ortaokul,emekli,calismiyor,1.0
universite,hayir,calismiyor,universite,evet,ozel sektor,1.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,0.0
lise,hayir,calismiyor,lise,emekli,calismiyor,2.0
lise,hayir,calismiyor,universite,emekli,calismiyor,2.0
,emekli,calismiyor,universite,emekli,calismiyor,1.0
lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,4.0
universite,evet,kamu,universite,evet,kamu,2.0
egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,5.0
universite,hayir,calismiyor,universite,emekli,ozel sektor,2.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
lise,hayir,calismiyor,universite,evet,kamu,3.0
universite,emekli,calismiyor,universite,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,universite,emekli,calismiyor,2.0
universite,evet,kamu,universite,evet,kamu,3.0
universite,evet,kamu,universite,evet,ozel sektor,1.0
universite,hayir,calismiyor,universite,evet,kamu,2.0
lise,evet,ozel sektor,universite,evet,ozel sektor,2.0
lise,emekli,calismiyor,,emekli,calismiyor,1.0
ilkokul,hayir,calismiyor,lise,evet,ozel sektor,2.0
universite,hayir,calismiyor,universite,evet,kamu,2.0
universite,evet,kamu,lise,emekli,calismiyor,1.0
lise,hayir,calismiyor,universite,emekli,calismiyor,4.0
ortaokul,hayir,calismiyor,ortaokul,evet,diger,3.0
lise,hayir,calismiyor,universite,evet,kamu,1.0
egitimi yok,emekli,calismiyor,egitimi yok,evet,diger,3.0
universite,emekli,ozel sektor,universite,evet,kamu,2.0
lise,evet,ozel sektor,ortaokul,emekli,calismiyor,1.0
lise,hayir,calismiyor,,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,lise,evet,diger,2.0
lise,emekli,calismiyor,universite,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,5.0
ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
ortaokul,hayir,calismiyor,lise,evet,ozel sektor,1.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
ilkokul,hayir,calismiyor,lise,hayir,calismiyor,4.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
,evet,kamu,,evet,diger,1.0
ilkokul,hayir,calismiyor,ilkokul,evet,diger,6.0
lise,hayir,calismiyor,,evet,ozel sektor,2.0
ilkokul,hayir,calismiyor,ilkokul,evet,diger,3.0
universite,evet,ozel sektor,universite,evet,ozel sektor,1.0
lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,universite,emekli,calismiyor,6.0
ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor,2.0
universite,emekli,calismiyor,universite,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
lise,hayir,calismiyor,ortaokul,emekli,calismiyor,3.0
egitimi yok,evet,diger,egitimi yok,hayir,calismiyor,4.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
ortaokul,hayir,diger,universite,evet,kamu,1.0
egitimi yok,hayir,calismiyor,lise,evet,diger,5.0
ortaokul,hayir,calismiyor,universite,evet,diger,2.0
universite,evet,kamu,universite,evet,kamu,1.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
ilkokul,hayir,calismiyor,egitimi yok,,calismiyor,1.0
ilkokul,hayir,diger,ilkokul,evet,diger,2.0
lise,hayir,calismiyor,lise,evet,ozel sektor,1.0
egitimi yok,hayir,calismiyor,lise,emekli,calismiyor,4.0
universite,evet,kamu,,evet,ozel sektor,2.0
ilkokul,hayir,calismiyor,lise,evet,kamu,1.0
universite,emekli,calismiyor,lise,emekli,calismiyor,3.0
ortaokul,hayir,calismiyor,lise,evet,kamu,5.0
lise,emekli,calismiyor,lise,evet,ozel sektor,0.0
lise,evet,ozel sektor,lise,evet,kamu,1.0
ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
lise,hayir,calismiyor,universite,evet,ozel sektor,3.0
lise,hayir,calismiyor,,evet,kamu,4.0
lise,emekli,calismiyor,lise,emekli,calismiyor,0.0
lise,hayir,calismiyor,ortaokul,evet,ozel sektor,2.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
lise,evet,ozel sektor,lise,hayir,calismiyor,1.0
universite,evet,kamu,universite,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,universite,evet,ozel sektor,1.0
,evet,kamu,lise,emekli,calismiyor,1.0
universite,evet,kamu,,evet,ozel sektor,1.0
,evet,kamu,universite,evet,kamu,2.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
universite,evet,kamu,,evet,kamu,3.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
ortaokul,hayir,calismiyor,ilkokul,evet,diger,4.0
universite,evet,kamu,universite,evet,kamu,2.0
universite,evet,kamu,lise,evet,ozel sektor,1.0
universite,hayir,calismiyor,universite,evet,kamu,4.0
lise,hayir,calismiyor,universite,evet,kamu,1.0
universite,evet,ozel sektor,lise,evet,ozel sektor,1.0
lise,evet,kamu,lise,evet,ozel sektor,4.0
egitimi yok,hayir,calismiyor,lise,evet,kamu,3.0
egitimi yok,hayir,calismiyor,egitimi yok,emekli,calismiyor,9.0
lise,evet,ozel sektor,lise,emekli,calismiyor,1.0
lise,evet,kamu,universite,evet,kamu,2.0
ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor,0.0
universite,evet,ozel sektor,universite,evet,ozel sektor,1.0
egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,8.0
universite,hayir,calismiyor,universite,evet,ozel sektor,2.0
universite,evet,diger,universite,evet,diger,2.0
ortaokul,hayir,calismiyor,ilkokul,evet,diger,1.0
universite,hayir,calismiyor,lise,evet,ozel sektor,1.0
ilkokul,hayir,ozel sektor,ilkokul,evet,ozel sektor,4.0
universite,evet,ozel sektor,universite,evet,kamu,1.0
universite,hayir,calismiyor,universite,emekli,calismiyor,1.0
lise,evet,kamu,lise,emekli,calismiyor,1.0
,evet,kamu,,emekli,calismiyor,3.0
lise,evet,ozel sektor,lise,hayir,calismiyor,0.0
lise,hayir,calismiyor,universite,evet,kamu,1.0
lise,hayir,calismiyor,lise,evet,ozel sektor,1.0
lise,hayir,calismiyor,universite,hayir,calismiyor,1.0
lise,evet,ozel sektor,lise,evet,kamu,3.0
egitimi yok,hayir,calismiyor,universite,emekli,calismiyor,3.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
universite,emekli,calismiyor,universite,emekli,calismiyor,2.0
universite,emekli,calismiyor,universite,evet,kamu,1.0
,evet,kamu,,evet,kamu,6.0
ortaokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
lise,hayir,calismiyor,lise,emekli,calismiyor,1.0
universite,hayir,calismiyor,universite,evet,ozel sektor,1.0
lise,emekli,calismiyor,universite,emekli,calismiyor,3.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
universite,evet,kamu,universite,emekli,calismiyor,1.0
ortaokul,hayir,calismiyor,universite,evet,diger,1.0
universite,emekli,calismiyor,lise,evet,ozel sektor,1.0
lise,evet,kamu,universite,emekli,calismiyor,1.0
universite,hayir,calismiyor,universite,evet,kamu,3.0
lise,evet,ozel sektor,universite,evet,ozel sektor,2.0
ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
universite,hayir,calismiyor,universite,evet,kamu,1.0
lise,evet,kamu,universite,evet,kamu,1.0
ilkokul,emekli,calismiyor,lise,emekli,calismiyor,1.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,universite,evet,kamu,3.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
ortaokul,hayir,calismiyor,universite,evet,ozel sektor,2.0
ilkokul,evet,ozel sektor,ilkokul,hayir,calismiyor,2.0
ilkokul,hayir,calismiyor,lise,evet,diger,1.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
lise,emekli,calismiyor,universite,evet,kamu,1.0
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor,3.0
lise,emekli,calismiyor,ilkokul,emekli,calismiyor,1.0
universite,evet,kamu,universite,evet,kamu,1.0
lise,evet,ozel sektor,universite,evet,ozel sektor,1.0
lise,emekli,calismiyor,universite,evet,kamu,2.0
ilkokul,emekli,calismiyor,ilkokul,emekli,calismiyor,1.0
lise,hayir,calismiyor,universite,evet,kamu,3.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
universite,emekli,calismiyor,lise,hayir,calismiyor,1.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
lise,emekli,calismiyor,universite,emekli,calismiyor,5.0
egitimi yok,hayir,calismiyor,egitimi yok,emekli,calismiyor,4.0
lise,hayir,calismiyor,universite,emekli,calismiyor,2.0
egitimi yok,hayir,calismiyor,lise,emekli,calismiyor,5.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,ilkokul,evet,diger,0.0
lise,evet,ozel sektor,lise,hayir,calismiyor,2.0
universite,evet,kamu,universite,evet,kamu,1.0
universite,evet,diger,universite,evet,kamu,1.0
universite,emekli,calismiyor,universite,evet,kamu,1.0
universite,evet,ozel sektor,universite,evet,kamu,2.0
lise,hayir,calismiyor,universite,evet,kamu,1.0
universite,evet,kamu,universite,emekli,calismiyor,0.0
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,1.0
lise,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
lise,hayir,calismiyor,lise,evet,ozel sektor,2.0
lise,hayir,calismiyor,universite,emekli,calismiyor,3.0
lise,emekli,calismiyor,lise,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,universite,evet,ozel sektor,2.0
ilkokul,evet,ozel sektor,ilkokul,evet,diger,2.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
egitimi yok,evet,diger,ilkokul,evet,diger,1.0
universite,evet,ozel sektor,,evet,ozel sektor,1.0
universite,hayir,calismiyor,universite,evet,ozel sektor,1.0
lise,hayir,calismiyor,universite,emekli,calismiyor,4.0
universite,evet,kamu,universite,hayir,diger,1.0
universite,emekli,calismiyor,,evet,kamu,3.0
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,5.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
lise,hayir,calismiyor,universite,emekli,calismiyor,1.0
universite,evet,kamu,universite,evet,kamu,2.0
lise,hayir,calismiyor,universite,evet,kamu,1.0
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,4.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
lise,emekli,calismiyor,,evet,ozel sektor,1.0
,evet,kamu,universite,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,egitimi yok,,calismiyor,1.0
egitimi yok,hayir,calismiyor,lise,emekli,calismiyor,4.0
ortaokul,hayir,calismiyor,lise,evet,ozel sektor,6.0
,evet,kamu,universite,evet,diger,1.0
universite,evet,kamu,universite,evet,kamu,1.0
universite,emekli,calismiyor,universite,emekli,calismiyor,1.0
lise,evet,ozel sektor,ortaokul,evet,ozel sektor,2.0
universite,hayir,calismiyor,universite,emekli,calismiyor,2.0
lise,emekli,calismiyor,ortaokul,evet,ozel sektor,1.0
universite,hayir,calismiyor,universite,emekli,calismiyor,1.0
universite,evet,kamu,universite,evet,kamu,1.0
universite,evet,kamu,universite,evet,kamu,1.0
lise,hayir,calismiyor,lise,evet,kamu,3.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
lise,hayir,calismiyor,lise,evet,kamu,1.0
,evet,ozel sektor,universite,hayir,calismiyor,1.0
universite,evet,ozel sektor,universite,hayir,calismiyor,1.0
egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,10.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
ilkokul,evet,ozel sektor,egitimi yok,,calismiyor,0.0
egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
lise,emekli,calismiyor,ilkokul,emekli,calismiyor,2.0
ortaokul,hayir,calismiyor,ortaokul,emekli,calismiyor,1.0
egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
ortaokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,2.0
ortaokul,hayir,calismiyor,lise,hayir,calismiyor,1.0
lise,emekli,calismiyor,universite,emekli,calismiyor,1.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
lise,evet,kamu,,evet,kamu,1.0
ilkokul,evet,diger,lise,emekli,calismiyor,1.0
ilkokul,hayir,calismiyor,universite,emekli,calismiyor,2.0
lise,hayir,calismiyor,lise,emekli,calismiyor,1.0
lise,evet,kamu,universite,hayir,calismiyor,2.0
universite,emekli,calismiyor,universite,evet,ozel sektor,1.0
ortaokul,hayir,calismiyor,universite,emekli,calismiyor,1.0
ilkokul,hayir,calismiyor,universite,evet,diger,4.0
lise,emekli,calismiyor,ilkokul,emekli,calismiyor,0.0
universite,hayir,calismiyor,lise,evet,kamu,4.0
universite,hayir,calismiyor,universite,evet,kamu,2.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,4.0
universite,evet,kamu,lise,emekli,calismiyor,3.0
universite,emekli,calismiyor,universite,evet,kamu,2.0
universite,evet,kamu,universite,evet,ozel sektor,2.0
ilkokul,hayir,calismiyor,ilkokul,evet,diger,5.0
lise,emekli,calismiyor,lise,emekli,calismiyor,1.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
universite,evet,kamu,universite,evet,kamu,1.0
lise,emekli,calismiyor,universite,emekli,calismiyor,1.0
lise,hayir,calismiyor,lise,emekli,calismiyor,1.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,universite,evet,kamu,1.0
lise,hayir,calismiyor,ortaokul,evet,ozel sektor,2.0
lise,evet,ozel sektor,universite,evet,kamu,1.0
lise,hayir,calismiyor,universite,emekli,calismiyor,2.0
lise,emekli,calismiyor,ortaokul,emekli,calismiyor,1.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,0.0
universite,evet,kamu,universite,evet,ozel sektor,1.0
universite,evet,kamu,universite,evet,kamu,1.0
lise,hayir,calismiyor,,evet,kamu,3.0
ilkokul,hayir,calismiyor,lise,evet,kamu,2.0
ilkokul,hayir,calismiyor,,evet,kamu,1.0
ortaokul,evet,ozel sektor,universite,evet,kamu,1.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4.0
lise,hayir,calismiyor,lise,hayir,calismiyor,1.0
ilkokul,emekli,calismiyor,lise,emekli,calismiyor,2.0
universite,emekli,calismiyor,universite,emekli,calismiyor,3.0
lise,hayir,calismiyor,lise,evet,diger,2.0
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,universite,evet,kamu,5.0
universite,evet,kamu,universite,evet,kamu,1.0
lise,hayir,calismiyor,universite,evet,kamu,1.0
ilkokul,hayir,calismiyor,ortaokul,evet,kamu,2.0
ilkokul,hayir,calismiyor,universite,evet,kamu,1.0
universite,evet,ozel sektor,universite,evet,ozel sektor,1.0
lise,hayir,calismiyor,ilkokul,evet,kamu,3.0
lise,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
lise,hayir,calismiyor,universite,evet,diger,1.0
universite,evet,kamu,universite,evet,kamu,2.0
lise,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
ortaokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,calismiyor,universite,evet,kamu,3.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
universite,evet,ozel sektor,universite,evet,ozel sektor,2.0
lise,hayir,calismiyor,universite,evet,kamu,5.0
ortaokul,hayir,calismiyor,lise,evet,diger,1.0
lise,hayir,calismiyor,lise,emekli,calismiyor,2.0
egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,8.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
universite,hayir,calismiyor,universite,emekli,ozel sektor,1.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
universite,emekli,calismiyor,universite,evet,kamu,2.0
