index1,index,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?
668,668,1,mersin buyuksehir spor klubu,1,bireysel,1,tmba,1,1,tmba dersleri aldim 4 yil boyunca.
669,669,1,"emsa,turkmsic,ywib,",0,yok,0,Null,1,1,"suanda okulumuzun tip kulubu baskan yardimcisiyim,okulumuzdaki tum tip ogrencilerini temsil ediyorum.turk kizilayiyla ortak projeler,cesitli kongreler duzenliyoruz.ayrica yine bu sene icerisinde emsa adli uluslararasi kulupte aktif olarak yer aldim.frankfurt ve varsovada okulumuzu temsil ettim."
670,670,1,insaat muhendisligi kulubu,0,yok,1,yga young guru academy,1,1,"yurt disinda organizasyon kurdum. irak ve almanya da ekip olusturarak bireysel gelisim ve web dunyasi uzerine bir sirketten destek alarak insanlara ulastim. el ele gelecek, deha yasam kompleksi, kulup baskanligi, gonullu calismak gibi bir cok seye atildim ve daha da atilacagim."
671,671,1,"doga sporlari klubu, genc fotografcilar klubu, sivil insiyatif klubu",0,yok,1,istanbul cankirili genclik dernegi,1,0,Null
672,672,1,ieee,1,bireysel,1,oy ve otesi,1,1,"ailemin hobi olarak atildigi ciftcilik mesleginde hobi ticarete donusunce, makinelesmis , bilincli ilac kullanimi olan, cevreci sulama sistemleriyle beslenen ufak bir ciftlik kurduk."
673,673,1,istanbul kemerburgaz universitesi girisimcilik kulubu,0,yok,1,ibb genclik meclisi,1,0,Null
674,674,1,"uluslararasi ticaret klubu, eestec",1,kaptan,1,atasehir otizm dernegi,1,1,"geriye donup baktigimda girisimcilige, girisimciligin ne oldugunu bilmedigim ilk okul yillarimda basladigimi fark ettim. nasil basladi bu girisimcilik diye sordugunuzu duyar gibiyim. soyle anlatayim. annemin istanbul seyahatinden getirdigi ataturk resimli stickerlar ve rozetlerin cok hosuma gitmesiyle basladi. okul defterimi kitabimi okul cantami susledigim bu stickerlar arkadaslarim tarafindan cok ilgi gordugunu ve herkesin bir tane bana da bir tane bana da demesiyle okulda bunlari gayri resmi bir sekilde pazarlamaya ve satmaya basladim. bu durum benim daha da istahimi kabartinca kirtasiyeleri gezip ilginc ilginc yapistirma ve rozetler aramaya basladim. buldugum her farkli urunu okulda sattim. bunlari yaparken aldigim haz tarif edilemezdi. kendimi bulmaya baslamisim megerse. 2008 oks de kaydirma yaptim ve hayal kirikligiyla basladigim okulda dersler yerine daha cok sosyallesmeye onem verdim. kar yagmayan adanada bir cok okulda yonetim tarafindan duzenlenen kar gezileri bizim okulda duzenlenmeyisini firsat bilip dayimin da adanada tasimacilik yapiyor olmasinin avantajiyla kendi arkadas cevremi toplayip 20 kisilik sucuk ekmekli bir kar gezisi duzenledim. sadece eglence amacliydi ve maliyetine onden para toplamistim gun sonunda cebimden hic para harcamayarak bir gezide bulunup eglendigimi fark ettim. bunun uzerine bir sonraki yil icin kafamda fikirler olusmaya basladi. ben bunun daha buyugunu yaparim. daha genis kitleye ulasarak networkumu genisletirim dedim. kendime 2 kisi sectim yakin cevremden bir nevi takim olduk. o donemde liseli ogrencilerin gunduz partileri revacta olusu iste bu fark yaratmak olur dedim. ilk olarak bilet rakamini belirlemek icin kisi basi maliyet hesabina basladim. bunun icin kasaplardan sucuk fiyatlari aldim indirim yaptirdim. sonra firina gidip fiyat aldim. icecekler icin metro marketten en ucuz alacagimi bildigim icin internetten fiyatlarina baktim ve notumu aldim son olarak dayimi arayip benden arac basi alacagi ucreti sordum. bunlari bir cizelgeye dokup kisi basi maliyeti cikardim. sonucunda bilet fiyatini olusturdum. bu olusturdugum bilet rakami iki kisinin maliyetine esitti. tarihide belirledikten sonra boyle bir organizasyon icin bilet tasarladim ve bastirdim. yalniz tarihi secerken de sunlara dikkat ettim hem sinavlar bitmis olacak hem karne alinmamis olacak hem de hafta sonuna olmaliydi. biletleri yaklasik bir bucuk ay onceden bastirip paralari onden toplamam gerektigini cunku gerekli malzemeleri ona gore temin etmeliydim. bunlarin hepsinden once kendimize bir hedef koyduk kac kisi goturebiliriz diye. 100 kiside karar kildik. fakat ben her ihtimale karsi 180 tane bilet bastirmistim. geziye 20 gun kala 80-85 tane bilet satilmisti. bu bana acaba citayi daha da arttirmalimiyiz sorusunu sordurdu. gezi gununden bir gun once satilan bilet sayisi 100e ulasmisti. fakat gezi sabahi gelip bilet alarak katilmak isteyecekler olacagini dusunerek malzemeleri 130 kisiye gore tamamladim. sabah servislerin kalkacagi yere geldigimde ise gordugum manzara hem beni mutlu etti hem de zorlanacagimizi hissettim. cunku yaklasik 150 kisi olmustuk. dayimi arayip 2 servis daha istedim. ve yola cikmadan eksik malzemeleri tamamladim. gun sonunda cok yorulmus olsak da degmisti. amaclarima ulasmistim. daha genis kitleye ulasarak potansiyelimin farkina vardim. kalan net kari ise daha once anlasmis oldugum 2 kisiye kisi basi bilet satisi olarak komisyon verdim. bana kalan paranin bir kismi ile ingilizce kursuna yazildim. diger kalan kismi ile de ailemden harclik almadan gecirdigim 4-5 ayda bitirdim. bir sonraki yil ise acik lisenin normal lise duzeyine gelmis olmasiyla sinav oncesi okulda zaman kaybi yasamamak adina acik liseye gectim. bu zamani sadece derslerle degilde disarida gelistirmek adina bir sigorta acentesinde calismaya basladim. burada calisirken segem belgesi aldim. bir sonraki yil ise avea vodafone turkcell bayiligi olan ve bayilik altinda sahada hat satis yapan bir ekibe katildim. oncelikle asil katilmamin amaci aileme yuk olmadan ygs-lys sinavina hazirlanirken aldigim ozel derslerin ucretlerini karsilamakti. planimda 3 ay calisip ardindan tamamen sinava odaklanmak vardi. baslarken aylik anlasip garanti param olsun dusuncesindeydim. prim olarak cok fazla kazanabilecegimi dusunmedigim icin. basladigim ilk hafta yapmis oldugum satislarin primi ayligimin ustune cikinca patronla konusup prim usulu devam etmek istedigimi ilettim. prim olarak devam ettigim surecte alacagim ayligin 2 katini kazandim. patronla olan iliskilerim daha da gelisti ve beni ekip sefi yapti. 3 ay sonrasinda patron digiturk bayiligi alinca hat satis ekibini kapatti. yaklasik 30 kisilik ekibin 25 i isten ayrilmak durumunda kaldi. patron sen biyere gidemezsin seninle daha cok isimiz var deyince hem mutlu oldum hem de daha zor bir doneme girdim. cunku sinav yaklasiyordu. yeni ise alimlar basladi gelenlere is ogreten ben oldum. ilerleryen donemde patron bayiye araba kiralamaya basladi. o donem arabamiz yoktu fakat babam yeni emekli oldugu icin bankada ikramiyesi vardi. dusununce araba alip patrona kiralayayim kiraladigim aracida ben kullanayim dedim. hemen patrona bunu ilettim. hosuna gitti ve kabul etti. sonrasinda babami ikna ettim. ancak alacagim arabadan zarar etmemem gerekiyordu. arabalara olan ilgim ve piyasaya hakim olusumdan dolayi. 1 hafta gibi bir surede bir araba buldum. bir sey alirken her zaman uyguladigim bir kriter vardir. bu kriter bir mali alirken kar edeceksin satarken degil. bu kriter dogrultusunda buldugum arac sahibi ile gectigim iletisim sonucu sikismis oldugunun farkina vardim. 46 bin lira yazdigi arabayi 44 bin e aldim. 2 ay kiralik olarak para kazandigim aracin ustune. aracin eskiyen lastikleri, muayenesi ve bakim doneminin yaklasmasindan dolayi araci satiliga cikardim. 2 hafta gibi bir surede 50 bin istedigim araci 48 bin 500 e sattim. ustunden sadece 500 lirasini alarak babama verdim. bu durum hem beni babami mutlu etti. ardindan universite kazanip geldigim istanbulda hemen arastirmalara basladim. joy grup adi altinda universiteli ogrencilere yonelik eglenceler duzenleyen ekibe okul temsilcisi olarak katildim. bilet satislarindan komisyon elde ettim ve buna devam ediyorum. bir diger temsilciligi ise educon firmasinin kariyer zirveleri adi altinda gerceklestirdigi seminerlerin tanitimi ve satisi icin istanbul temsilciligi ekibine katildim."
675,675,1,sosyal dayanisma ve yardimlasma toplulugu,0,yok,1,sen de gel-toplum gonulluleri vakfi,1,1,resmiyet duzeyi ne olursa olsun bulundugum her ortamda fikir beyan edebilmekte ve bu sayede yapmak istedigim bircok seyi yapabilmek..
676,676,1,"kadin girisimciler kulubu, turk sanat muzigi kulubu, hukuk kulubu, girisimcilik kulubu",0,yok,0,Null,1,0,Null
677,677,1,girisimcilik kulubu,0,yok,1,"girisimcilik kulubu,youth art,kariyerist",1,0,Null
678,678,1,ekonomi ve finans kulubu / havacilik kulubu / dans kulubu / sinema kulubu / girisimcilik ve kariyer kulubu / aiesec,1,bireysel,1,aiesec,1,1,ab projeleri ve startup calismalari
679,679,1,"orta dogu teknik universitesi bric kulubu, bilkent universitesi bric kulubu",1,bireysel,0,Null,0,0,Null
680,680,1,girisimcilik kulubu,1,bireysel,0,Null,1,1,startup weekend istanbul kasim 2012 birincisi olan library of staff ekibindenim.
681,681,1,koc universitesi hemsirelik kulubu,0,yok,1,"ogrenci hemsireler dernegi, turk dunyasi arastirmalari vakfi",1,1,hastaneye yatan kimsesiz hastam icin barinak ayarlama calismasi.
682,682,1,bi fikrim var klubu,0,yok,1,"umut atolyesikanserli kadin ve rehabilitasyon merkezi , bandirma engelliler dernegi, sagkal dernegi, skut dernegi, hayat sende genclik akademisi, cevre dostlari dernegi, bandirma genclik meclisi, ulusal genclik parlamentosu, stk platformu vb. bircok dernek",1,1,istanbuldaki ilk motosiklet festivali istmotofestin tum kurgusunu ve organizasyonunu yaptim. instagramda sanatla ilgi bir calisma yuruttuk. suan sivilfest organizasyonunu yurutuyoruz. kanserli kadinlarla ilgili bircok girisimciligi barindiran calismalar ustlendik. sivil toplum danisma merkezi kurma calismalarimiz da suan ilerlemekte. sivil toplum kuruluslarinin tum sorulari ve sorunlarina yardimci olabilecek genclerden olusan bir merkez hedefliyoruz.
683,683,1,"genc basari vakfi,taekwondo ihtisas spor klubu, saglil icin spor",1,bireysel,1,tobb girisimcilik vakfi,1,1,finansal okur yazarlik ve girisimcilik adli genc basari egitim vakfinda kendi sirketimizi kurarak yurutmeye calistik. buyuk basarilar ve deneyimler elde ettik bir fikrinmi var akademiden ozel olarak cagrilarak egitim aldik
684,684,1,istanbul ticaret universitesi girisimcilik kulubu-baskan,0,yok,1,kizilay,1,0,Null
685,685,1,turk dat toplulugu,0,yok,0,Null,1,0,Null
686,686,1,cankaya universitesi topluluklari ve digerleri,1,kaptan,0,Null,1,1,"ilgili oldugum alanlar dolayisiyla, kapsamina uygun yarisma olmadigindan,herhangi bir proje yarismasina girmis bulunmuyorum. fakat takim calismasi ve koordinasyon kabiliyetimle yuksek katilimci sayili organizasyonlar duzenledim. alanlarinda onde gelen isimlerle ilgili kisileri bir araya getirdim. kongreler, sempozyumlar ve kariyer gunlerinde yer aldim. universitemin bunyesindeki bir enstitude stajyerlik yaptim. yaz doneminde bos vaktimi degerlendirmek icin cesitli buro ve sirketlerde calistim. lojistik sektorune ilgiliyim ve bu alanin onde gelen akademisyenleriyle deneyimlerinden ve dusuncelerinden faydalanmak uzere surekli irtibat halindeyim."
687,687,1,yonetisim ve liderlik kulubu,0,yok,1,yga,1,0,Null
688,688,1,analograf fotograf kulubu,0,yok,0,Null,1,0,Null
689,689,1,genc girisimciler kulubu,0,yok,0,lider egitim vakfi,1,0,Null
690,690,0,Null,0,yok,1,young guru academy,1,0,Null
691,691,1,"sosyal sorumluluk toplulugu ,girisimcilik kulubu",0,yok,0,Null,1,1,evet okan universitesi sosyal girisimcilik ve microdinans merkezi ne 1.5 yil calisan ogrenci pozisyonundaydim
692,692,1,halic universitesi psikoloji kulubu,0,yok,0,Null,1,0,Null
693,693,1,koc universitesi bisiklet klubu,0,yok,1,ku gonulluleri,1,1,liseden beri surekli olarak internet uzerinden satis yapmaya calisiyorum. ayni zamanda bir internet sitesi girisimimiz var. sanal dunya haricinde de birtakim yemek urunleri satarak para kazanmaya calisiyoruz.
694,694,1,cankaya universitesi ieee,0,yok,1,turkiye bilisim dernegi genc calisma grubu,1,0,Null
695,695,1,"uluslararasi girisimcilik toplulugu, kuresel dusunce toplulugu, kis sporlari toplulugu...",1,kaptan,0,Null,1,1,"hazirlik yillarimda vivekanin duzenledigi start-up weekend etkinliginde fikrimiz ilk 10a secildi. fikrimizi, garajda urune donusturduk. vinein yayinlanmasindan 4 ay once, 10 saniye ile sinirli videolar paylasilmasina yarayan mobil uygulama gelistirdik. yatirimci bulduk. proje yoneticisi ve co-founderi oldugum 10 seconds projesiyle ilgilenirken, hazirlik egitimimi ihmal ettim ve 7. kez toefldan kalinca okulumu dondurup, projeyi birakip adanaya gitmek zorunda kaldim. simdi ise thegardrobeun ortagi ve genel koordinatoruyum."
696,696,1,tobb etu ieee ogrenci kolu,1,bireysel,0,Null,1,1,lisans egitimim boyunca iki farkli girisimde calistim. ilkinde android developer olarak gorev yaptim ancak fikir ayriligi sebebi ile ekipten ayrildim. ikinci calistigim girisim ise 2014 fellowlarindan olan umutcan dumanin evreka girisimi. kendisi ve ekibi ile 3 ay kadar calistim ancak derslerimin yogunlasmasi sebebiyle her ne kadar istesem de devam edemedim. gene de zaman zaman gidip yardimci olmaya calisiyorum. evreka projesinde gomulu sistemler uzerinde calisiyordum. internet baglantili dusuk enerji tuketimli bir sensor uygulamasi gelistirilmesinde gorev aliyordum. girisimin websitesi : evreka.co
697,697,1,ebru klubu,0,yok,0,Null,1,1,okulda projelerimizde yarattigimiz girisimci projelerimiz bulunmakta. bunun disinda ulkerin yapmis oldugu bir pazarlama yarismamizda kendi cikolatamizi yaratarak turkiye 4.su olduk. ileride de kendi meslegim hakkinda farkli ve yenilikci bir projem var.
698,698,1,girisimcilik kulubu,0,yok,1,turkiye iktisadi ve ticari ilimler talebeleri staj kurumu aiesec,1,0,Null
699,699,1,tobb etu girisimcilik ve liderlik,0,yok,1,aiesec,1,1,"yaklasik 1 sene once calismalarini basladigimiz mobil uygulama ve websitesi projesinin, mobil tarafinda sonuna gelmis bulunmaktayiz. web sitesi ayagi icin calismalar devam etmekte."
700,700,1,"koc universitesi girisimcilik kulubu, koc universitesi marketing kulubu, koc universitesi edebiyat kulubu, koc universitesi endustri muhendisligi kulubu, koc universitesi ieee, koc universitesi bilgisayar kulubu, koc universitesi bisiklet kulubu, koc",1,bireysel,1,tema ve deniz temiz dernegi,1,1,yeni bir sosyal medya projesi icin arkadaslarimla calismalar yaptik hala da yapim asamasindadir.
701,701,1,isletme klubu,0,yok,0,Null,0,0,Null
702,702,1,bilkent yatirim klubu-bilkent turkce toplulugu-bilkent turk dunyasi arastirmalari toplulugu-bilkent uluslararasi iliskiler ve avrupa birligi toplulugu-bilkent brand club,0,yok,1,milli dusunce merkezi-ankara,1,0,Null
703,703,1,mt ve or,1,bireysel,0,Null,1,0,Null
704,704,1,"avrasya girisimcilik ve motivasyon klubu, jci",0,bireysel,1,yesilay,1,0,Null
705,705,1,bilkent universitesi operational research klubu,1,bireysel,0,Null,1,0,Null
706,706,1,"tiyatro kulubu, turk tarih ve kultur toplulugu, losev gonullusu",0,yok,1,losev,1,1,cesitli egitim ve seminerlere katildim. diksiyon egitimi aldim.
707,707,1,mecisletme klubu / orendustri klubu / drama atolyesi,0,yok,1,yga,1,1,"4 ay once ilk start-up imi hayata gecirdim, bir saglik ve bilisim firmasi."
708,708,1,proje klubu,0,yok,0,Null,1,0,Null
709,709,1,sosyal sorumluluk arastirma ve uygulama merkezi,0,yok,1,cagdas yasami destekleme dernegi,1,1,lise de girisimcilik kulubu baskaniyim.
710,710,1,bilkent o.r,1,kaptan,0,Null,0,1,ortaokuldayken saatli ilac kutusu isimli bir projem odul almisti.
711,711,1,"okul icerisinde bulunan;tea talks with ceos,munazara kulubu,endustri muhendisligi topluluguies,su alti sporlari kulubu,politika kulubu",1,bireysel,0,Null,1,0,Null
712,712,1,industrial engineering society - yesilay klubu,1,bireysel,1,yesilay,1,1,"lise yillarinda, ozyegin universitesinde sosyal girisimcilik egitimine katilmami saglayan dogu-bati catismalari uzerine gerceklestirdigim proje uzerine entellektuel genclik sosyal girisimini baslattim."
713,713,1,yeditepe hayalimi paylas,0,yok,0,Null,1,0,Null
714,714,1,karsiyaka rotaract kulubu,0,yok,1,karsiyaka rotaract kulubu,1,0,Null
715,715,1,tuzla rotaract klubu,0,yok,1,tuzla rotaract,1,1,2 gunluk girisimcilik ve liderlik egitimine katildim ve girisimcilikle alakali cesitli konferanslarda bulundum.
716,716,0,Null,0,yok,1,"tog,yinfo",1,1,genc fikirler guclu kadinlar projesinde gaziantepte yasayan kadinlarin el emeklerini interneti kullanarak satmalarina yardimci olduk.
717,717,1,ortadogu arastirmalari platformu,0,yok,1,kimse yok mu dernegi,1,1,ilim sanat tarih edebiyat vakfinin gerceklestirdigi sosyal girisimcilik okulunda calismalarda bulundum
718,718,1,tiyatro ve muzikal klubu,0,yok,0,Null,1,1,role playing yaparak videolarla insanlara gosterme
719,719,1,istanbul ticaret universitesi girisimci muhendis ve mimarlar kulubu,0,yok,1,makina muhendisleri odasi,1,0,Null
720,720,1,"izmir ekonomi universitesi siyaset platformu kulubu, turk sanat muzigi kulubu, umut kulubu, toplum gonulluleri kulubu ve izmir genelinde calisan sulhsiyasette uzlasmaci liderler hareketi dernegi",1,bireysel,1,sulh dernegi ve tog,1,0,Null
721,721,1,anafen kolej spor,1,kaptan,0,Null,0,1,start up weekend istanbul 2.ligi
722,722,1,2071 genclik ve cocuk kulubu,0,yok,0,Null,1,0,Null
723,723,1,"destination imagination, edebiyat, kultur senligi komitesi",0,yok,0,Null,1,1,blog girisimi bayilirimboyleseylere.com kucuk e-ticaret isleri
724,724,1,emsaeuropean medical student association,0,yok,0,Null,1,1,"tip klubumuz emsa da cesitli organizasyonlar duzenledim, yutbatyeditepe uni.tibbi ve bilimsel arastirmalar toplulugunda organizasyon ekibindeydim. cesitli tip hocalarimizin makale calismalarinda bulundum. kizilay kurulusu ile ortak gerceklestirdigimiz ilk yilbalikesirde sonra karadenizde halka saglik taramalaarinda fiili gorev aldim."
725,725,1,bilkent universitesi genc girisimciler kulubu - bilkent universitesi toplumsal duyarlilik projeleri,0,yok,1,bilkent universitesi toplumsal duyarlilik projeleri,1,0,Null
726,726,1,munazara klubu,0,yok,0,Null,1,0,Null
727,727,1,uskudar universtesi reklamcilik kulubu baskanligi,0,yok,1,istanbul buyuksehir belediyesi genclik meclisi,1,1,cesitli seminerle katildim ve bazi projelerim var onlarla ilgili deneyim yasama sansim kismenoldu.
728,728,1,yonetisim ve liderlik kulubu,0,yok,0,Null,1,0,Null
729,729,1,2013-2014 bilkent ieee bilgisayar toplulugu baskani,1,bireysel,0,Null,1,1,su anda iki arkadasimla beraber bir e-ticaret uygulamasi yaziyoruz. bu yazin basinda ilk versiyonumuzu cikarmayi planliyoruz. kredi karti odemelerini isleyebilmek icin kisa zamanda sirketlesmemis gerekecek.
730,730,1,istanbul kultur universitesi isletme kulubu,0,yok,0,Null,1,0,Null
731,731,1,muhendislik toplulugu,1,bireysel,0,Null,1,0,Null
732,732,1,yasar universitesi lojistik toplulugu ve yeni yuksektepe aktif felsefe dernegi,0,yok,0,Null,1,1,internet uzerinden satis yapmayi iceren kucuk deneyimlerim oldu; ancak cesitli sebeplerden dolayi devam ettiremedim.
733,733,1,"mavaclub, edebiyat klubu",0,yok,0,Null,0,0,Null
734,734,0,Null,1,kaptan,0,Null,1,0,Null
735,735,0,Null,1,kaptan,0,Null,1,0,Null
736,736,1,kelebek etkisi,0,yok,0,Null,1,0,Null
737,737,1,"industrial engineering society : baskan yardimcisi ,aius talent :co-organizer ,international tennis association:director :",1,kaptan,0,Null,0,1,"aslinda bu kisma hayir secenegini isaretleyerek baslayacaktim fakat uzun suredir uzerinde calistigimiz bir yemekhane app i yapma projesi var daha cok tasarim ve soruna cozum uretme asamasindayiz ama hayir diyerek arkadaslarimin emeklerini ve kendi emeklerimi gormezden gelmek istemedim.tasarlamaya calistigimiz sey kisacasi su : su an nufusu 1500 olan bir okulda egitim goruyoruz ve en alt katta bir yemekhanemiz var haftada 5 gun gunluk 700-800 ogrenci burayi kullaniyor fakat ne bir yemek listesi ne de bir geri bildirim sistemine sahip degiliz, yemekler guzel olmadiginda ,yagli veya tuzlu oldugunda muhattap olarak kimseyi bulamiyoruz ya da bazi besinler hic tuketilmemesine ragmen israrla acik bufedeki yerini alirken surekli yemek istenilen yemekler salatalar cok uzun aralarla cikariliyor ,hem haftalik ve aylik olarak yemekleri gorebilecegimiz hem geri bildirimlerimizi kolayca yapabilecegimiz hem de kartlarimizin bakiyelerini uzun kuyruklar olmadan guncelleyebilecegimiz bir telefon uygulamasini tasarlama asamasindayiz."
738,738,1,atilim mobil uygulama klubu,1,bireysel,0,Null,1,0,Null
739,739,1,uluslarasasi finans ve ekonomi kulubu,1,bireysel,0,Null,1,1,yazlari islerde calistim
740,740,1,"inovasyon klubu, pdr toplulugu",0,yok,0,Null,1,0,Null
741,741,1,sanatsal etkinlikler toplulugu,0,yok,0,Null,1,0,Null
742,742,1,estiem - european students of industrial engineering and management,0,yok,1,turkishwin,1,1,su an uzerinde calistigim bir mobil uygulama fikrim var ve partnerimle beraber hayata gecirmek uzere calisiyoruz. 26 ulkeye acik bir girisimcilik yarismasinda ilk bese girerek finalist olduk.
743,743,1,"ieee, robot ve teknoloji klubu, dans klubu",0,yok,1,tog,1,1,"amator olarak mobil uygulama gelistiriyorum. henuz google playde bir uygulamam olmasada, uzerinde calistigim bir uygulama var. uygulamamin insanlarin hayatini kolaylastiracagini, e-ticarete farkli bir yon verecegini dusunuyorum."
744,744,1,siyaset ve demokrasi kulubu,1,kaptan,0,Null,0,0,Null
745,745,1,kisakes kisa film festivali,0,yok,1,dem dernegi,1,0,Null
746,746,1,"lojistik kulubu, genc tema",0,yok,1,tema,0,1,gecen yil universitelerarasi girisimcilik yarismasinda ikincilik almisti grubumuz.
747,747,1,"dusunce klubu, psikoloji klubu, girisimcilik klubu.",0,yok,0,Null,1,0,Null
748,748,1,munazara kulubu,0,yok,1,aiesec,1,0,Null
749,749,1,profesyoneller kulubu,0,yok,1,yga,1,0,kendi s
750,750,1,bahcesehir universitesi ekonomi ve finans kulubu,0,yok,1,turkiye egitim gonulleri vakfi,1,0,Null
751,751,1,kultur universitesi hukuk klubu / bogazici universitesi muzik klubu/ etik lider akademisi/,0,yok,1,oy ve otesi,0,0,Null
752,752,1,"yelken klubu ve endustri muhendisligi toplulugu,doga sporlari klubu",1,bireysel,0,Null,1,1,"cardesim cardhttp://www.cardesim.com/ adli universite ogrencilerine ozel bir indirim karti projesinde calistim.585 noktadakafe pi,hardrock cafe,pizza bulls vb.yerlerde gecerligecerli olan bu girirsimde ekip elemani ve danisman olarak calistim.ancak universite yurt odasina baslattigimiz bu projede istedigimiz basariya ulasamadik."
753,753,1,bilkent universitesi genc girisimciler kulubu,1,bireysel,0,Null,0,1,"benim girisimcilikle olan en onemli deneyimim, daha once de bahsettigim gibi bircok girisimciye destek olmaya calismam ve bu dogrultuda etkinlikler organize etmem dolayisiyla gerceklesti. bu dogrultuda kazandigim deneyimi, ileride yasayacagim 2 senelik bir sirket deneyiminden sonra kurmayi planladigim startup sirketinde uygulamaya koyarak girisimcilik dunyasina daha fazla entegre olmak istiyorum."
754,754,1,sabanci universitesi genc girisimciler kulubu,0,yok,0,Null,1,0,Null
755,755,1,"brand club, gazetebilkent",0,yok,1,genc baris insiyatifi,1,1,"ilk girisimcilik deneyimim, lisede yurtta kalan arkadaslarima marketten aldigim urunleri kantin fiyatindan daha ucuza satmak oldu."
756,756,0,Null,0,yok,1,losev,1,1,"genc fikirbazlar araniyor projesine secildim, ilk uc etkinlige katildim fakat , etkinligi yeterince iyi ayarlamamislardi, son etkinliklere katilim az bilgilendirmeler zayifti,bundan dolayi ptoje devamliligi saglanamadi yeterince.ilk kanvaslarimizi orada doldurduk kendi adima cok heyecanlanmistim, kendimi, orada 2 gun icinde yarattigim projemi 3 dakika icinde juriye sunmak beni cok heyecanlandirmisti."
757,757,1,koc universitesi girisimcilik kulubu,0,yok,0,Null,1,1,"bu noktada, ozellikle turkiyede, girisimcilik taniminin nasil yapildigi cok onemli. lise yillarimda yaptigim kazanc odakli ufak isler sonrasinda universiteye geldikten ve dogru olduguna inandigim insanlarla tanistiktan sonra girisimciligin, en azindan benim icin, para kazanmaktan cok daha fazla sey ifade ettigini kavradim. bu hevesle deger yaratmak, sorunlari cozmek ve kabulleri degistirmek adina ozellikle egitim alaninda calismalarda bulunuyorum. bilgi edinebilecegim herkesle gorusuyorum. cabaliyorum, deniyorum, belki her seferinde hedefi tutturamiyorum ancak girisimci olmanin varilacak bir yerden ziyade bir surec oldugunu dusunuyorum. bunu yasiyorum."
758,758,0,Null,0,yok,1,sabanci toplumsal duyarlilik projeleri,1,1,bazi klup etkinliklerinde yer aldim. bilisimle ilgili bazi konferanslara katildim.
759,759,1,konusan eller klubu,1,bireysel,0,Null,1,0,Null
760,760,1,"operational research kulubu, estiem, gazetebilkent",0,yok,0,Null,0,0,Null
761,761,1,endustri muhendisligi kulubu,0,yok,0,Null,1,1,nazede organik pazar
762,762,1,"baskent universitesi motor sporlari klubu,baskent universitesi girisimcilik klubu,baskent universitesi toplum gonulluleri klubu",0,yok,0,Null,1,0,Null
763,763,1,"gediz ekonomi klubu, gediz ultraslan galatasaray klubu, gesos klubu",1,bireysel,0,Null,1,0,Null
764,764,1,bilgili liderler kulubu,0,yok,1,ted alanya koleji mezunlari dernegi- losev- tegv- habitat kalkinma ve yonetisim dernegi- futuristler dernegi,1,1,"su an tum paydalarini ogrenci arkadaslarimin olusturmus oldugu sosyal girisim niteliginde olan bir konu bir konuk adli projede gonullu olarak halkla iliskiler sorumlusu olarak calismaktayim. bunun haricinde bircok girisimcilik organizasyonunda bulunmaya caba gosterdim: 20.11.2014-2015 habitat kalkinma ve yonetisim dernegi, iso ortakliginda ve tobb istanbul genc girisimciler kurulu calismalari kapsaminda gelistirilen istanbul girisimcilik ve inkubasyon merkezi projesi, istanbul kalkinma ajansi destegiyle, istanbul milli egitim mudurlugu, intel ve turk isadamlari dernegi?nin istirakciliginde hayata gelistirilmis, 12 aylik sure ile 19-29 yas arasindaki turkiye?de 100 gencin katilacagi projeye, genc fikirbaz olarak secildim ve bir yil boyunca yeni bir fikrin uretilme ve hayata gecirilme asamalari hakkinda bir takim egitimler aldim. 2015- anadolu egitim ve sosyal yardim vakfi?nin duzenlemis oldugu ??sosyal girisimci gencler?? projesi kapsaminda gerceklestirilen ??sosyal girisimcilik egitim semineri?? 26.02.2015- istanbul bilgi universitesinde duzenlenen girisimcilik soylesileri 2- altiparmak gida yonetim kurulu baskani ozen altiparmak"
765,765,1,"gazetebilkent, balkan economic forum, stratejik arastirmalar merkezi ogrenci platformu",0,yok,0,Null,1,0,Null
766,766,1,international ozu,0,yok,1,"duyarliozu, aiesec",1,0,Null
767,767,1,cag genclik klubu kurucusu ve baskani - cag uluslararasi proje ofisi kurucusu ve baskani,0,yok,1,losev,1,1,yapmis oldugum girisimle universitemde bir cag uluslararasi proje ofisi kurulmasini sagladim.
768,768,0,Null,0,yok,1,turk egitim dernegi,1,1,bilgisayar ve yazilim uzerine kucuk bir isletme kurdum fakat ogrenci oldugum icin ara vermek zorunda kaldim.
769,769,1,"ieee, aiesec",1,bireysel,0,Null,1,1,"aklima gelen cogu seyi yapmaya calisiyorum, yalniz oldugum icin hep yarim kaliyorum. cinden urun getirip sattim bir sure; web sitesi acip reklamlara yuklendim; blog yazdim insanlara takip ettirdim, onlari bilgilendirdim; kus yemini ucretsiz dagitip polaroid makineyle fotograf cekip mutlulugu yakaladim. karsi tarafa sattim."
