id,Basvuru Yili,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Universite Adi,Universite Turu,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",Lise Adi,Lise Sehir,Lise Turu,Lise Mezuniyet Notu,Anne Egitim Durumu,Anne Calisma Durumu,Baba Egitim Durumu,Baba Calisma Durumu,Kardes Sayisi,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Baska Bir Kurumdan Burs Aliyor mu?,Baska Kurumdan Aldigi Burs Miktari,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Aktif olarak bir STK üyesi misiniz?
304,2014,Erkek,10/27/1995,ümraniye,İstanbul,NİŞANTAŞI ÜNİVERSİTESİ,Özel,uluslararası ilişkiler,2,2.7,Hayır,,ümraniye lisesi,istanbul,Düz lise,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Hayır,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
305,2014,Erkek,1/21/1992,İstanbul/FATİH,,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,Elektrik-Elektronik Mühendisliği - Psikoloji çift anadal,3,3.75,Hayır,,Adile Mermerci Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,,,,100.0,Evet,Evet,300 TL,,,,
306,2014,Erkek,3/3/1992,Ermenek/KARAMAN,,ZİRVE ÜNİVERSİTESİ,Özel,"Endüstri Mühendisliği anadal, Bilgisayar Mühendisliği çift anadal",4,3.96,Hayır,,Ermenek İMKB Anadolu Öğretmen Lisesi,Ermenek/KARAMAN,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,1.0,100.0,Evet,Evet,300 tl aylık,,,Evet,Hayır
307,2014,Kadın,4/5/1995,Keşan/Edirne,İstanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,Endüstri ve Sistem Mühendisliği,Hazırlık,3.28,Hayır,,Tekirdağ Anadolu Öğretmen Lisesi,Tekirdağ,Meslek lisesi,3.00 - 4.00,Yüksek Lisans / Doktora,Evet,Yüksek Lisans / Doktora,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
308,2014,Kadın,6/7/1994,Erzincan,,YENİ YÜZYIL ÜNİVERSİTESİ,Özel,İngilizce Mütercim- Tercümanlık,3,2.41,Hayır,,Mustafa Doğan Anadolu Lisesi,Erzincan,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,Lise,Evet,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
309,2014,Kadın,4/13/1993,Ankara/K.ören,,İSTANBUL ŞEHİR ÜNİVERSİTESİ,Özel,İşletme,4,3.11,Hayır,,Özel Ceceli Anadolu Lisesi,Ankara,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,4.0,100.0,Evet,Hayır,,,,Evet,Hayır
310,2014,Kadın,8 Mayis 1995,Kilis,İzmir,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,İşletme Mühendisliği,Hazırlık,2.49,Hayır,,İzmir Cengiz Aytmatov Sosyal Bilimler Lisesi,İzmir,Fen lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
311,2014,Kadın,9/19/1993,Adapazarı,İstanbul,MALTEPE ÜNİVERSİTESİ,Özel,Endüstri Mühendisliği,3,3.36,Hayır,,Kırklareli Fen Lisesi,Kırklareli,Fen lisesi,3.00 - 4.00,Üniversite,Emekli,Lise,Emekli,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
312,2014,Kadın,28 Aralik 1995,nazilli,Aydın,MALTEPE ÜNİVERSİTESİ,Özel,hukuk,2,3.77,Hayır,,özel fatih sultan lisesi,nazilli,Özel lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
313,2014,Erkek,10/6/1993,Ankara,İstanbul,TOBB EKONOMİ VE TEKNOLOJİ,Özel,Endüstri Mühendisliği,3,2.05,Hayır,,Samanyolu Koleji,Ankara,Özel lisesi,3.00 - 4.00,Ortaokul Mezunu,Hayır,Üniversite,Emekli,4.0,100.0,Evet,Hayır,,,,Hayır,Hayır
314,2014,Erkek,1/1/1994,Antalya,Antalya,ULUSLARARASI ANTALYA ÜNİVERSİTESİ,Özel,İnşaat Mühendisliği,2,2.91,Hayır,,Nevzat Saygan-Levent Saygan Anadolu Lisesi,Antalya,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,1.0,100.0,evet,Hayır,,,,Evet,Hayır
315,2014,Erkek,1/1/1992,Diyarbakır,İzmir,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,Yazılım Mühendisliği,4,3.49,Hayır,,İstek Acıbadem Fen Lisesi,İstanbul,Fen lisesi,3.50-3,Lise,Hayır,Üniversite,Evet,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
316,2014,Erkek,8/6/1988,"Baku, Azerbaycan",,TOBB EKONOMİ VE TEKNOLOJİ,Özel,Bilgisayar Muhendisligi,Yüksek Lisans,3.98,Evet,,Modern Educational Complex,Baku,Özel lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
317,2014,Erkek,10/7/1991,Mersin,İstanbul,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,Enerji Sistemleri Mühendisliği,2,2.72,Hayır,,Şevket Pozcu Lisesi,Mersin,Düz lise,3.00-2.50,Üniversite,Evet,Üniversite,Hayır,2.0,100.0,Evet,Hayır,,,,Evet,Evet
318,2014,Erkek,10/25/1994,İSTANBUL,Ankara,ÇANKAYA ÜNİVERSİTESİ,Özel,HUKUK,2,2.05,Hayır,,GÖLBAŞI ANADOLU LİSESİ,ANKARA,Anadolu lisesi,3.00-2.50,Ortaokul Mezunu,Hayır,Üniversite,Evet,1.0,100.0,evet,Hayır,,,,Hayır,Hayır
319,2014,Erkek,23 Kasim 1993,Kaynarca/SAKARYA,Sakarya,KOÇ ÜNİVERSİTESİ,Özel,Ekonomi-Sosyoloji Çift Ana Dal,3,2.24,Hayır,,Robert College,İstanbul,Özel lisesi,3.50-3,Lise,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
320,2014,Erkek,1/5/1992,Kırıkkale,İstanbul,TOBB EKONOMİ VE TEKNOLOJİ,Özel,İşletme,4,3.34,Hayır,,Kırıkkale Anadolu Öğretmen Lisesi,Kırıkkale,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
321,2014,Erkek,9/16/1993,Usak,,ÖZYEĞİN ÜNİVERSİTESİ,Özel,Elektrik-Elektronik Muhendisligi,1,3.88,Hayır,,Simav Anadolu Ogretmen Lisesi,Simav/Kutahya,Anadolu lisesi,3.00 - 4.00,Lise,Emekli,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
322,2014,Erkek,6/26/1990,İzmir,Gazimağusa,DOĞU AKDENİZ ÜNİVERSİTESİ,Özel,Gazetecilik,4,2.02,Hayır,,Açık Öğretim Lisesi,İzmir,Düz lise,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
323,2014,Erkek,4/14/1995,mersin,Mersin,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,Televizyon Haberciliği ve Programcılığı,1,3.56,Hayır,,Yusuf Kalkavan Anadolu Lisesi,mersin,Anadolu lisesi,3.50-3,Üniversite,Evet,Lise,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
324,2014,Erkek,8/2/1994,Alanya,Antalya,ÜSKÜDAR ÜNİVERSİTESİ,Özel,sosyal hizmet,2,2.11,Hayır,,açık lise,Gazipaşa,Düz lise,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,5.0,100.0,Evet,Hayır,,,,Hayır,Hayır
325,2014,Kadın,2/5/1994,Kağıthane/İST,,OKAN ÜNİVERSİTESİ,Özel,İnşaat Mühendisliğiİngilizce,1,2.17,Hayır,,Batman Anadolu Lisesi,Batman,Anadolu lisesi,3.50-3,Eğitim Yok,Hayır,Ortaokul Mezunu,Evet,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
326,2014,Erkek,1/28/1992,batman,İstanbul,BAŞKENT ÜNİVERSİTESİ,Özel,hemşirelik,2,3.8,Hayır,,akdeniz lisesi,mersin tarsus,Düz lise,3.50-3,Eğitim Yok,Hayır,İlkokul Mezunu,Evet,6.0,100.0,Evet,Hayır,,,,Hayır,Hayır
327,2014,Erkek,6/13/1992,Kocasinan/Kayseri,Kayseri,NUH NACİ YAZGAN ÜNİVERSİTESİ,Özel,İşletme,3,3.97,Hayır,,Fevzi Çakmak Anadolu Lisesi,Kayseri,Anadolu lisesi,3.50-3,Lise,Hayır,,,,100.0,Evet,Hayır,,,,,
328,2014,Kadın,8/1/1994,İstanbul,İstanbul,ATILIM ÜNİVERSİTESİ,Özel,Uluslararasi ilişkiler,2,3.3,Hayır,,Cumhuriyet Anadolu Lisesi,Ankara,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Lise,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
329,2014,Erkek,1/4/1991,istanbul,İstanbul,ÖZYEĞİN ÜNİVERSİTESİ,Özel,İşletme-Girişimcilik,4,3.68,Hayır,,haydarpaşa anadolu lisesi,istanbul,Anadolu lisesi,3.00 - 4.00,Üniversite,Emekli,Üniversite,Emekli,2.0,100.0,evet,Hayır,,,,Evet,Evet
330,2014,Erkek,10/9/1993,İstanbul,İstanbul,İSTANBUL SABAHATTİN ZAİM,Özel,İngilizce işletme,3,3.05,Hayır,,Beyoğlu Anadolu İmam Hatip Lisesi,İstanbul,İmam Hatip Lisesi,3.50-3,İlkokul Mezunu,Hayır,Lise,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
331,2014,Erkek,2/5/1991,Antakya,Istanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,Uluslararası Finans,4,2.65,Hayır,,Necmi Asfuroğlu,Hatay,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,3.0,100.0,Evet,Evet,300 TL,,,Evet,Hayır
332,2014,Erkek,8/18/1992,Mersin,İstanbul,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,Elektrik-Elektronik mühendisliğiAnadal / Yazılım mühendisliğiÇift Anadal,4,2.58,Hayır,,Mersin Mehmet Adnan Özçelik Anadolu Lisesi,Mersin,Anadolu lisesi,3.50-3,Ortaokul Mezunu,Hayır,,,,100.0,Evet,Hayır,,,,,
333,2014,Erkek,10/27/1993,Kayseri/Kocasinan,,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Özel,Uluslararası Ticaret,3,3.26,Hayır,,Cemal Bozkurt Anadolu lisesi,Kayseri,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,Lise,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Evet
334,2014,Erkek,9/12/1992,İzmir,İzmir,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,Lojistik Yönetimi,4,2.5,Hayır,,Buca 85.Yıl Anadolu Lisesi,İzmir,Anadolu lisesi,3.00 - 4.00,Lise,Emekli,Lise,Emekli,0.0,100.0,Evet,Evet,280,,,Evet,Evet
335,2014,Erkek,7/23/1992,Osmaniye,Ankara,İHSAN DOĞRAMACI BİLKENT,Özel,Mütercim-Tercümanlık,4,2.81,Hayır,,24 Kasım Anadolu Lisesi,Osmaniye,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Lise,Emekli,2.0,100.0,Evet,Hayır,,,,Evet,Evet
336,2014,Erkek,8/14/1994,NEVŞEHİR,,İSTANBUL AREL ÜNİVERSİTESİ,Özel,iŞLETMEİNGİLİZCE,2,2.41,Hayır,,ÖZEL YAKACIK DOĞA ANADOLU LİSESİ,KARTAL-İSTANBUL,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Üniversite,Evet,3.0,100.0,evet,Evet,300,,,Hayır,Hayır
337,2014,Erkek,8/12/1994,Manisa,İstanbul,ŞİFA ÜNİVERSİTESİ,Özel,tıp,3,3.59,Hayır,,Yamanlar,izmir,Özel lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Evet,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
338,2014,Erkek,1/19/1986,Kayseri,İstanbul,ÖZYEĞİN ÜNİVERSİTESİ,Özel,İngilizce İşletme,4,3.41,Hayır,,Sema Yazar Anadolu Lisesi,Kayseri,Anadolu lisesi,3.00 - 4.00,Ortaokul Mezunu,Hayır,Ortaokul Mezunu,Hayır,2.0,100.0,Evet,Evet,300 TL,,,Evet,Evet
339,2014,Erkek,6/10/1993,Merkez/Tokat,İstanbul,SABANCI ÜNİVERSİTESİ,Özel,Bilgisayar Mühendisliği,3,3.66,Hayır,,Tokat M.P.İ.B Fen Lisesi,Tokat,Fen lisesi,3.00 - 4.00,Üniversite,Emekli,Üniversite,Evet,1.0,100.0,Evet,Evet,"400,00 TL",,,Evet,Hayır
340,2014,Erkek,8/14/1993,Diyarbakır-Silvan,İstanbul,FATİH ÜNİVERSİTESİ,Özel,Uluslararası İlişkiler ingilizce,2,2.31,Hayır,,Cumhuriyet Lisesi,İstanbul,Düz lise,3.00 - 4.00,Eğitim Yok,Hayır,Eğitim Yok,Emekli,9.0,100.0,Evet,Hayır,,,,Evet,Hayır
341,2014,Erkek,10/9/1994,Ankara,,TÜRK HAVA KURUMU ÜNİVERSİTESİ,Özel,Uçak Mühendisliği,2,2.42,Hayır,,Sincan Süleyman Demirel Anadolu Lisesi,Ankara,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Lise,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
342,2014,Erkek,6/22/1991,Lefkoşe,İstanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,Uluslararası Ticaret ve İşletme,3,3.51,Hayır,,Alanya Anadolu Lisesi,Antalya,Anadolu lisesi,3.50-3,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
343,2014,Erkek,9/17/1994,Antalya,ANTALYA,ÖZYEĞİN ÜNİVERSİTESİ,Özel,İşletme,2,2.32,Hayır,,Adem Tolunay Anadolu Lisesi,Antalya,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Lise,Emekli,2.0,100.0,Evet,Hayır,,,,Evet,Evet
344,2014,Erkek,10/24/1994,Malatya,İstanbul,İSTANBUL TİCARET ÜNİVERSİTESİ,Özel,İşletme,1,3.07,Hayır,,20 Mayıs Vakfı Turgut Özal Anadolu Lisesi,Malatya,Düz lise,3.50-3,Lise,Hayır,Lise,Emekli,2.0,100.0,evet,Hayır,,,,Hayır,Hayır
345,2014,Kadın,9/7/1993,Gaziantep,,HASAN KALYONCU ÜNİVERSİTESİ,Özel,Siyaset bilimi ve uluslararası ilişkiler,3,2.08,Hayır,,Gaziantep Bayraktar lisesi,Gaziantep,Düz lise,3.00 - 4.00,İlkokul Mezunu,Hayır,Ortaokul Mezunu,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
346,2014,Kadın,8/1/1993,Kuşadası,,YENİ YÜZYIL ÜNİVERSİTESİ,Özel,Moleküler Biyoloji ve Genetik,4,2.47,Hayır,,Derince Necip Fazıl Anadolu Lisesi,Kocaeli,Anadolu lisesi,3.00 - 4.00,Lise,Emekli,Ortaokul Mezunu,,0.0,100.0,Evet,Evet,200 TL,,,Hayır,Hayır
347,2014,Kadın,3/3/1995,Bursa,İstanbul,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,İşletme-Ekonomi,1,3.32,Hayır,,Özel Tan Anadolu Lisesi,Bursa,Özel lisesi,3.00 - 4.00,Lise,Evet,,,,100.0,Evet,Hayır,,,,,
348,2014,Erkek,8/16/1995,Osmangazi,,İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,Özel,Uluslararası Ticaretingilizce,Hazırlık,3.83,Hayır,,Emirsultan Anadolu Lisesi,Bursa,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Lise,Evet,4.0,100.0,Hayır,Hayır,,,,Evet,Hayır
349,2014,Erkek,10 Aralik 1991,Bakırköy/İstanbul,İstanbul,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,Bilgisayar ve Öğretim Teknolojileri Eğitmenliği,3,2.17,Hayır,,Bahçelievler Lisesi,İstanbul,Düz lise,3.50-3,Lise,Hayır,İlkokul Mezunu,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
350,2014,Kadın,1 Mayis 1992,Sivas,İzmir,GEDİZ ÜNİVERSİTESİ,Özel,Hukuk Fakültesi,4,3.63,Hayır,,Kangal Lisesi,Sivas,Düz lise,3.00 - 4.00,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,3.0,100.0,Hayır,Hayır,,,,Evet,Hayır
351,2014,Kadın,11 Aralik 1995,Bakırköy Istanbul,Istanbul,İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,Özel,Endüstri Mühendisliği,1,2.38,Hayır,,Büyükşehir Hüseyin Yıldız Anadolu Lisesi,İstanbul,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,Lise,Emekli,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
352,2014,Kadın,7/20/1995,Balıkesir,Balıkesir,KOÇ ÜNİVERSİTESİ,Özel,Uluslararası İlişkiler,1,3.84,Hayır,,İzmir Atatürk Lisesi,İzmir,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,3.0,100.0,Evet,Evet,430 tl,,,Evet,Hayır
353,2014,Kadın,7/16/1993,Ödemiş,Izmir,İZMİR ÜNİVERSİTESİ,Özel,Uluslararası Ticaret ve Finansman,2,3.6,Hayır,,Ahmet hakkı Balcıoğlu TML,izmir,Meslek lisesi,3.00 - 4.00,Lise,Hayır,Lise,Hayır,0.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
354,2014,Kadın,2/1/1992,Denizli,İstanbul,YAŞAR ÜNİVERSİTESİ,Özel,Uluslararası ticaret ve finansman,3,3.98,Hayır,,Denizlispor koleji,Denizli,Özel lisesi,3.00-2.50,Lise,Evet,Lise,Evet,4.0,100.0,Evet,Hayır,,,,Hayır,Hayır
355,2014,Kadın,29 Kasim 1993,Konya,Konya,FATİH ÜNİVERSİTESİ,Özel,Çevre Mühendisliği,3,2.9,Hayır,,Osman Nuri Hekimoğlu Anadolu Lisesi,Konya,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Emekli,3.0,100.0,Evet,Hayır,,,,Evet,Evet
356,2014,Kadın,9/13/1994,Istanbul,İstanbul,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,Endüstri Mühendisliği,2,3.27,Hayır,,Özel Bilfen Lisesi:,İstanbul,Özel lisesi,3.00 - 4.00,Lise,Hayır,Lise,Evet,2.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
357,2014,Kadın,6/16/1992,K.Maras,Antalya,ÇANKAYA ÜNİVERSİTESİ,Özel,Ic mimarlik,3,3.37,Hayır,,Antalya koleji,Antalya,Özel lisesi,3.50-3,Lise,Hayır,Üniversite,Evet,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
358,2014,Kadın,20 Aralik 1994,İzmir,İzmir,GEDİZ ÜNİVERSİTESİ,Özel,Hukuk,3,3.67,Hayır,,Yamanlar Bedri Şaşal Lisesi,İzmir,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,2.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
359,2014,Kadın,1/8/1994,Sakarya,İstanbul,GEDİK ÜNİVERSİTESİ,Özel,Mekatronik mühendisliği,2,3.32,Hayır,,Atatürk lisesi,Sakarya,Düz lise,3.00 - 4.00,İlkokul Mezunu,Hayır,,,,100.0,Evet,Hayır,,,,,
360,2014,Kadın,1/17/1994,Adana,ADANA,OKAN ÜNİVERSİTESİ,Özel,Beslenme ve Diyetetik,Hazırlık,3.29,Hayır,,ÇEAŞ Anadolu Lisesi,Adana,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Emekli,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
361,2014,Kadın,1/7/1992,Üsküdar/İstanbul,,YEDİTEPE ÜNİVERSİTESİ,Özel,Uluslararası İşletme Yönetimi Almanca,4,2.44,Hayır,,Avusturya Lisesi,İstanbul,Özel lisesi,3.00 - 4.00,Lise,Emekli,Üniversite,Emekli,0.0,100.0,Evet,Hayır,,,,Hayır,Hayır
362,2014,Kadın,8/1/1993,Denizli,,BOĞAZİÇİ ÜNİVERSİTESİ,Özel,Matematik ve Almanca cift anadali,3,3.21,Hayır,,Robert,Kolej,Özel lisesi,3.00 - 4.00,Lise,Hayır,Ortaokul Mezunu,Hayır,0.0,100.0,Evet,Hayır,,,,Evet,Hayır
363,2014,Erkek,1/13/1992,Fatih,İstanbul,KADİR HAS ÜNİVERSİTESİ,Özel,Enformasyon TeknolojileriIT/Endüstri MühendisliğiÇAP,3,2.72,Hayır,,Eyüp Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,2.0,100.0,Evet,Evet,300,,,Hayır,Evet
364,2014,Erkek,3/18/1994,NEVŞEHİR,NEVŞEHİR,İHSAN DOĞRAMACI BİLKENT,Özel,Bilgisayar Mühendisliği,2,3.44,Hayır,,Nevşehir Anadolu Öğretmen Lisesi,Nevşehir,Anadolu lisesi,3.00 - 4.00,Ortaokul Mezunu,Hayır,,,,100.0,Evet,Evet,500 TL - 300 TL,,,,
365,2014,Erkek,1/13/1986,Çorum / Alaca,İstanbul,TURGUT ÖZAL ÜNİVERSİTESİ,Özel,optisyenlik,1,3.81,Evet,,Şehit Nedim Tuğaltay Lisesi,Çorum,Düz lise,3.00 - 4.00,İlkokul Mezunu,Hayır,,,,100.0,Evet,Hayır,,,,,
366,2014,Erkek,1 Aralik 1987,Mardin,İstanbul,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,Özel,Felsefe,2,3.91,Evet,,Namık Kemal Lisesi,Diyarbakır,Düz lise,3.50-3,Eğitim Yok,Hayır,Ortaokul Mezunu,Evet,3.0,100.0,evet,Hayır,,,,Evet,Hayır
367,2014,Kadın,8/20/1995,Kayseri,İstanbul,ÜSKÜDAR ÜNİVERSİTESİ,Özel,Hemşirelik,1,2.61,Hayır,,Bahçelievler Cumhuriyet Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,Lise,Evet,Lise,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
368,2014,Erkek,7/13/1992,Adana,,IŞIK ÜNİVERSİTESİ,Özel,Biyomedikal Mühendisliği,4,3.7,Hayır,,Adana Anadolu Lisesi,Adana,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
369,2014,Erkek,10/6/1994,CİHANBEYLİ,KONYA,MEVLANA ÜNİVERSİTESİ,Özel,Bilgisayar Mühendisliği,4,3.59,Hayır,,Cihanbeyli Anadolu Lisesi,Konya,Anadolu lisesi,3.50-3,Ortaokul Mezunu,Hayır,İlkokul Mezunu,Emekli,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
370,2014,Erkek,3/1/1995,seydisehir/KONYA,ISTANBUL,ÜSKÜDAR ÜNİVERSİTESİ,Özel,ERGOTERAPI,2,3.22,Hayır,,Samiha Ayverdi Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,,,,100.0,Evet,Hayır,,,,,
371,2014,Erkek,5 Kasim 1992,Balikesir,İZMİR,İZMİR ÜNİVERSİTESİ,Özel,Elektronik ve Haberleşme Mühendisliği,2,3.89,Hayır,,Nuh Mehmet Baldöktü Anadolu Lisesi,Kayseri,Anadolu lisesi,3.50-3,Lise,Hayır,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
372,2014,Kadın,10/19/1991,Erzincan,İzmir,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,Psikoloji,4,3.29,Hayır,,İzmir Karşıyaka Lisesi,İzmir,Anadolu lisesi,3.00-2.50,Lise,Hayır,Lise,Emekli,1.0,100.0,Hayır,Hayır,,,,Evet,Hayır
373,2014,Kadın,10/13/1992,Bolu,Istanbul,IŞIK ÜNİVERSİTESİ,Özel,Matematik muhendisligi,3,2.29,Hayır,,Antalya lisesi anadolu,Antalya,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Lise,Evet,1.0,100.0,Evet,Evet,300 TL,,,Evet,Hayır
374,2014,Erkek,13 Kasim 1994,İzmit,Ankara,İHSAN DOĞRAMACI BİLKENT,Özel,Endüstri Mühendisliği,2,3.45,Hayır,,Çırağan Fen Lisesi,Kocaeli,Fen lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Üniversite,Evet,2.0,100.0,Evet,Evet,300 TL,,,Evet,Hayır
375,2014,Erkek,6/13/1993,Ağrı,Bursa,TURGUT ÖZAL ÜNİVERSİTESİ,Özel,İnşaat Mühendisliği,2,2.02,Hayır,,Özel Aziziye Lisesi,Erzurum,Özel lisesi,3.00-2.50,Lise,Hayır,Üniversite,Evet,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
376,2014,Erkek,6/15/1992,gaziantep,İstanbul,IŞIK ÜNİVERSİTESİ,Özel,mimarlik,2,3.05,Hayır,,ulgan konukoglu lisesi,gaziantep,Düz lise,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,6.0,100.0,Evet,Hayır,,,,Hayır,Hayır
377,2014,Erkek,26 Mayis 1989,Merzifon,İstanbul,ÖZYEĞİN ÜNİVERSİTESİ,Özel,İşletme İngilizce,4,2.68,Hayır,,Mehmetçik Lisesi,İstanbul,Düz lise,3.00 - 4.00,Ortaokul Mezunu,Hayır,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
378,2014,Erkek,4/23/1993,tokat zile,İstanbul,YAŞAR ÜNİVERSİTESİ,Özel,uluslararası ticaret ve finansman,1,3.06,Hayır,,malkara anadolu lisesi,Tekirdağ,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,5.0,100.0,Evet,Hayır,,,,Hayır,Hayır
379,2014,Erkek,18 Aralik 1995,Birecik,Gaziantep,HASAN KALYONCU ÜNİVERSİTESİ,Özel,İnşaat mühendisliği,1,2.15,Hayır,,imkb Anadolu lisesi,Gaziantep,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Lise,Evet,7.0,100.0,Evet,Hayır,,,,Hayır,Hayır
380,2014,Erkek,9/1/1992,KONYA,Ankara,İHSAN DOĞRAMACI BİLKENT,Özel,ENDÜSTRİ MÜHENDİSLİĞİ,3,3.72,Hayır,,MERAM FEN LİSESİ,KONYA,Fen lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Evet
