Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,orta
evet,ileri
evet,baslangic
evet,ileri
hayir,
evet,baslangic
evet,orta
hayir,
evet,ileri
evet,ileri
evet,orta
hayir,
evet,ileri
evet,baslangic
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,orta
evet,ileri
hayir,
hayir,
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,orta
evet,orta
evet,ileri
evet,baslangic
evet,ileri
evet,baslangic
evet,orta
evet,ileri
evet,ileri
evet,baslangic
hayir,
evet,ileri
evet,orta
evet,baslangic
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,baslangic
evet,ileri
evet,orta
evet,orta
hayir,
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,orta
evet,baslangic
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,ileri
hayir,
evet,orta
hayir,
evet,baslangic
evet,orta
evet,baslangic
hayir,
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,baslangic
evet,ileri
evet,ileri
evet,baslangic
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,baslangic
evet,baslangic
evet,baslangic
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,orta
hayir,
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,baslangic
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,orta
evet,baslangic
evet,orta
evet,ileri
evet,orta
evet,orta
hayir,
hayir,
evet,orta
evet,ileri
evet,orta
evet,ileri
hayir,
evet,ileri
evet,baslangic
evet,orta
evet,ileri
evet,baslangic
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
hayir,
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,baslangic
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,baslangic
evet,orta
evet,ileri
evet,ileri
evet,orta
hayir,
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
hayir,
evet,ileri
evet,orta
hayir,
evet,baslangic
evet,orta
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,baslangic
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
hayir,
evet,orta
evet,ileri
evet,orta
evet,baslangic
evet,baslangic
evet,orta
evet,orta
evet,baslangic
evet,orta
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,baslangic
evet,orta
evet,baslangic
hayir,
evet,orta
evet,orta
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,baslangic
evet,baslangic
evet,baslangic
hayir,
evet,orta
evet,ileri
evet,orta
evet,orta
evet,ileri
hayir,
hayir,
evet,orta
evet,baslangic
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,baslangic
evet,orta
hayir,
evet,baslangic
evet,orta
hayir,
evet,orta
hayir,
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,baslangic
evet,orta
evet,orta
evet,orta
evet,baslangic
evet,baslangic
evet,orta
evet,orta
evet,orta
evet,baslangic
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,baslangic
evet,orta
hayir,
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
hayir,
evet,ileri
evet,ileri
hayir,
evet,ileri
hayir,
evet,baslangic
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,ileri
hayir,
evet,ileri
evet,orta
evet,orta
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,baslangic
evet,ileri
evet,ileri
evet,baslangic
evet,orta
evet,ileri
evet,orta
evet,orta
evet,baslangic
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,baslangic
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,baslangic
hayir,
evet,orta
hayir,
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
hayir,
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,orta
hayir,
evet,ileri
evet,ileri
evet,baslangic
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,ileri
hayir,
evet,ileri
evet,ileri
evet,ileri
evet,orta
hayir,
evet,ileri
evet,orta
hayir,
evet,ileri
hayir,
evet,ileri
hayir,
evet,ileri
evet,ileri
evet,baslangic
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
hayir,
evet,orta
evet,orta
hayir,
evet,orta
evet,ileri
evet,orta
hayir,
evet,orta
evet,
hayir,
evet,ileri
evet,orta
evet,ileri
evet,baslangic
evet,orta
evet,baslangic
evet,ileri
evet,baslangic
hayir,
evet,ileri
evet,ileri
evet,baslangic
hayir,
hayir,
evet,ileri
evet,orta
evet,orta
hayir,
hayir,
evet,orta
evet,orta
evet,orta
hayir,
evet,ileri
hayir,
evet,ileri
hayir,
evet,orta
evet,orta
evet,orta
evet,ileri
evet,ileri
hayir,
evet,ileri
evet,orta
evet,ileri
hayir,
evet,baslangic
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,orta
evet,orta
evet,ileri
evet,baslangic
evet,orta
hayir,
evet,orta
evet,baslangic
evet,ileri
evet,baslangic
evet,orta
evet,orta
evet,orta
evet,ileri
evet,baslangic
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,baslangic
evet,ileri
evet,orta
evet,ileri
evet,baslangic
evet,orta
evet,baslangic
evet,ileri
evet,orta
evet,ileri
evet,baslangic
evet,orta
evet,orta
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,orta
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,orta
evet,baslangic
evet,orta
evet,baslangic
evet,baslangic
evet,ileri
hayir,
evet,orta
evet,orta
evet,orta
evet,orta
evet,orta
evet,orta
hayir,
evet,baslangic
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,orta
hayir,
hayir,
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,baslangic
evet,orta
evet,ileri
evet,baslangic
evet,ileri
evet,baslangic
evet,ileri
evet,ileri
evet,ileri
hayir,
evet,baslangic
evet,orta
hayir,
evet,orta
evet,baslangic
evet,baslangic
evet,baslangic
evet,orta
evet,orta
evet,ileri
hayir,
evet,ileri
hayir,
hayir,
evet,orta
evet,
evet,orta
hayir,
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,baslangic
evet,orta
evet,orta
evet,orta
evet,ileri
evet,baslangic
evet,orta
evet,ileri
evet,orta
evet,orta
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,
evet,baslangic
evet,baslangic
evet,orta
evet,baslangic
hayir,
evet,ileri
evet,baslangic
evet,orta
evet,ileri
evet,
evet,orta
evet,baslangic
evet,orta
evet,baslangic
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
hayir,
evet,baslangic
evet,orta
evet,orta
evet,ileri
evet,orta
evet,orta
evet,orta
evet,baslangic
evet,baslangic
evet,ileri
evet,ileri
evet,baslangic
evet,orta
evet,orta
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,baslangic
evet,ileri
evet,ileri
evet,orta
evet,baslangic
evet,ileri
evet,orta
evet,ileri
evet,ileri
hayir,
evet,ileri
hayir,
hayir,
evet,orta
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,baslangic
evet,baslangic
hayir,
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,baslangic
evet,baslangic
hayir,
evet,baslangic
evet,orta
evet,ileri
evet,ileri
evet,ileri
hayir,
evet,baslangic
evet,baslangic
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,baslangic
evet,ileri
hayir,
hayir,
evet,ileri
evet,ileri
evet,ileri
evet,ileri
hayir,
hayir,
evet,baslangic
evet,ileri
evet,orta
evet,orta
evet,baslangic
evet,orta
evet,baslangic
evet,baslangic
evet,ileri
evet,orta
evet,orta
evet,ileri
hayir,
evet,baslangic
evet,baslangic
evet,ileri
evet,ileri
evet,ileri
evet,baslangic
hayir,
evet,ileri
evet,ileri
evet,baslangic
hayir,
evet,baslangic
hayir,
evet,ileri
evet,ileri
hayir,
evet,baslangic
evet,orta
evet,orta
evet,orta
hayir,
evet,ileri
evet,orta
evet,baslangic
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,orta
evet,orta
evet,orta
hayir,
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,orta
evet,orta
evet,ileri
evet,baslangic
evet,orta
evet,orta
evet,baslangic
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,orta
evet,orta
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,orta
hayir,
evet,orta
evet,orta
evet,orta
evet,ileri
evet,orta
evet,baslangic
evet,orta
hayir,
evet,baslangic
evet,orta
evet,orta
evet,ileri
evet,ileri
hayir,
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,orta
evet,baslangic
evet,orta
evet,ileri
evet,ileri
evet,ileri
hayir,
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,baslangic
evet,baslangic
evet,baslangic
evet,orta
hayir,
evet,ileri
hayir,
evet,baslangic
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,orta
evet,orta
evet,orta
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
hayir,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
hayir,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
hayir,
hayir,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
hayir,
hayir,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
hayir,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
evet,
hayir,
evet,
hayir,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
hayir,
hayir,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
hayir,
evet,
evet,
evet,
evet,
evet,
evet,
evet,
hayir,
evet,
evet,
evet,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,baslangic
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,baslangic
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,orta
hayir,0
evet,ileri
evet,ileri
hayir,0
evet,orta
evet,ileri
evet,orta
evet,orta
evet,baslangic
evet,ileri
evet,orta
evet,orta
evet,orta
evet,orta
evet,0
hayir,0
evet,ileri
evet,orta
evet,0
evet,orta
evet,ileri
evet,orta
hayir,0
evet,0
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,orta
hayir,
evet,ileri
hayir,
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,baslangic
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
hayir,
evet,orta
evet,ileri
evet,baslangic
evet,baslangic
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,baslangic
evet,orta
evet,ileri
evet,baslangic
evet,ileri
evet,ileri
evet,baslangic
evet,ileri
evet,orta
evet,orta
evet,orta
evet,orta
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,baslangic
evet,ileri
evet,orta
evet,orta
evet,baslangic
hayir,
evet,ileri
evet,orta
evet,ileri
evet,baslangic
evet,orta
evet,orta
hayir,
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,ileri
evet,orta
evet,baslangic
evet,ileri
evet,orta
evet,baslangic
evet,ileri
hayir,
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,ileri
evet,ileri
evet,baslangic
evet,orta
evet,orta
hayir,
evet,ileri
evet,orta
hayir,
evet,ileri
evet,ileri
evet,orta
evet,ileri
evet,baslangic
evet,orta
evet,ileri
evet,ileri
evet,orta
hayir,
evet,ileri
evet,ileri
evet,ileri
evet,ileri
evet,orta
evet,orta
evet,orta
